抽せん日,回別,本数字,ボーナス数字,口数,購入金額,当せん金額,収支,最高等級,最高本数字一致数,当せん口数,予測1,予測1_戦略,予測1_本数字一致,予測1_ボーナス一致,予測1_等級,予測1_当せん金額,予測2,予測2_戦略,予測2_本数字一致,予測2_ボーナス一致,予測2_等級,予測2_当せん金額,予測3,予測3_戦略,予測3_本数字一致,予測3_ボーナス一致,予測3_等級,予測3_当せん金額,予測4,予測4_戦略,予測4_本数字一致,予測4_ボーナス一致,予測4_等級,予測4_当せん金額,予測5,予測5_戦略,予測5_本数字一致,予測5_ボーナス一致,予測5_等級,予測5_当せん金額,予測6,予測6_戦略,予測6_本数字一致,予測6_ボーナス一致,予測6_等級,予測6_当せん金額,予測7,予測7_戦略,予測7_本数字一致,予測7_ボーナス一致,予測7_等級,予測7_当せん金額,予測8,予測8_戦略,予測8_本数字一致,予測8_ボーナス一致,予測8_等級,予測8_当せん金額,予測9,予測9_戦略,予測9_本数字一致,予測9_ボーナス一致,予測9_等級,予測9_当せん金額,予測10,予測10_戦略,予測10_本数字一致,予測10_ボーナス一致,予測10_等級,予測10_当せん金額
2014-03-28,51,"01, 04, 05, 08, 20, 23, 35","15, 33",10,3000,4000,1000,6等,3,4,"02, 04, 08, 15, 23, 24, 29",GRADE3,3,1,6等,1000,"04, 06, 08, 15, 23, 24, 29",GRADE3,3,1,6等,1000,"03, 08, 15, 24, 26, 27, 29",MONTECARLO,1,1,ハズレ,0,"02, 04, 06, 15, 23, 24, 29",GRADE3,2,1,ハズレ,0,"02, 03, 06, 08, 15, 24, 29",MCTS,1,1,ハズレ,0,"02, 04, 06, 08, 15, 24, 29",MCTS,2,1,ハズレ,0,"02, 06, 08, 15, 23, 24, 29",MCTS,2,1,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",MCTS,3,1,6等,1000,"03, 08, 15, 23, 24, 29, 34",DIFFUSION,2,1,ハズレ,0,"02, 04, 06, 08, 15, 23, 29",GRADE3,3,1,6等,1000
2014-04-04,52,"08, 10, 22, 24, 26, 32, 34","05, 09",10,3000,0,-3000,ハズレ,2,0,"02, 04, 08, 15, 23, 24, 29",MCTS,2,0,ハズレ,0,"04, 06, 08, 15, 23, 24, 29",GRADE3,2,0,ハズレ,0,"04, 06, 07, 08, 23, 24, 29",MONTECARLO,2,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",MCTS,2,0,ハズレ,0,"02, 03, 04, 08, 15, 23, 24",MCTS,2,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 29",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 24, 29",MCTS,2,0,ハズレ,0,"02, 04, 06, 15, 23, 24, 29",GRADE3,1,0,ハズレ,0,"02, 04, 05, 08, 15, 23, 24",MCTS,2,1,ハズレ,0,"02, 04, 06, 08, 23, 24, 29",MCTS,2,0,ハズレ,0
2014-04-11,53,"01, 04, 14, 16, 20, 33, 36","12, 30",10,3000,0,-3000,ハズレ,1,0,"03, 04, 08, 15, 23, 24, 29",MCTS,1,0,ハズレ,0,"03, 04, 08, 15, 24, 26, 29",MCTS,1,0,ハズレ,0,"04, 06, 08, 15, 23, 24, 29",MCTS,1,0,ハズレ,0,"02, 04, 08, 15, 23, 24, 29",MCTS,1,0,ハズレ,0,"02, 04, 08, 15, 24, 29, 34",MCTS,1,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 29",MCTS,1,0,ハズレ,0,"02, 04, 08, 15, 24, 26, 29",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",MCTS,1,0,ハズレ,0,"02, 04, 08, 15, 23, 24, 26",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 24, 29",MCTS,1,0,ハズレ,0
2014-04-18,54,"01, 03, 05, 10, 18, 22, 23","07, 35",10,3000,0,-3000,ハズレ,1,0,"02, 04, 08, 15, 24, 26, 29",MCTS,0,0,ハズレ,0,"02, 04, 08, 15, 23, 24, 26",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",GRADE3,1,0,ハズレ,0,"04, 06, 08, 15, 23, 24, 26",GRADE3,1,0,ハズレ,0,"02, 04, 08, 23, 24, 26, 29",MCTS,1,0,ハズレ,0,"02, 04, 08, 23, 24, 26, 34",MCTS,1,0,ハズレ,0,"02, 04, 08, 24, 26, 29, 34",MCTS,0,0,ハズレ,0,"02, 04, 08, 15, 24, 26, 34",MCTS,0,0,ハズレ,0,"02, 03, 04, 08, 15, 24, 26",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 23, 24, 26",MCTS,1,0,ハズレ,0
2014-04-25,55,"04, 12, 14, 17, 23, 30, 36","13, 33",10,3000,0,-3000,ハズレ,3,0,"01, 04, 08, 15, 23, 24, 29",MCTS,2,0,ハズレ,0,"02, 03, 04, 08, 15, 23, 24",GRADE3,2,0,ハズレ,0,"01, 04, 05, 08, 23, 24, 29",MCTS,2,0,ハズレ,0,"01, 04, 08, 23, 24, 29, 36",MCTS,3,0,ハズレ,0,"01, 03, 04, 08, 15, 23, 24",GRADE3,2,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 34",MCTS,2,0,ハズレ,0,"01, 03, 04, 05, 08, 23, 24",MCTS,2,0,ハズレ,0,"01, 04, 05, 08, 15, 23, 24",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 26",MCTS,2,0,ハズレ,0,"01, 04, 08, 15, 24, 29, 33",MONTECARLO,1,1,ハズレ,0
2014-05-02,56,"04, 23, 26, 27, 28, 32, 36","29, 30",10,3000,2000,-1000,6等,3,2,"03, 04, 08, 15, 23, 24, 36",MCTS,3,0,ハズレ,0,"03, 04, 08, 15, 23, 24, 30",MONTECARLO,2,1,ハズレ,0,"03, 04, 06, 08, 15, 24, 29",MONTECARLO,1,1,ハズレ,0,"02, 04, 08, 15, 23, 24, 36",MCTS,3,0,ハズレ,0,"01, 04, 08, 23, 24, 30, 36",MCTS,3,1,6等,1000,"04, 06, 08, 15, 23, 24, 36",MCTS,3,0,ハズレ,0,"01, 03, 04, 08, 23, 24, 36",GRADE3,3,0,ハズレ,0,"01, 03, 04, 05, 08, 23, 24",MCTS,2,0,ハズレ,0,"03, 04, 05, 08, 23, 24, 30",MONTECARLO,2,1,ハズレ,0,"02, 04, 08, 23, 24, 30, 36",MCTS,3,1,6等,1000
2014-05-09,57,"05, 06, 12, 16, 17, 20, 33","08, 32",10,3000,0,-3000,ハズレ,1,0,"01, 04, 08, 23, 24, 29, 36",MONTECARLO,0,1,ハズレ,0,"03, 04, 08, 23, 24, 26, 29",MONTECARLO,0,1,ハズレ,0,"04, 08, 23, 24, 26, 29, 36",MCTS,0,1,ハズレ,0,"04, 08, 15, 23, 24, 26, 36",MCTS,0,1,ハズレ,0,"01, 04, 08, 23, 24, 26, 36",MCTS,0,1,ハズレ,0,"01, 04, 08, 15, 23, 24, 36",MCTS,0,1,ハズレ,0,"02, 04, 08, 23, 24, 26, 36",MCTS,0,1,ハズレ,0,"01, 04, 08, 14, 23, 24, 36",MCTS,0,1,ハズレ,0,"01, 04, 08, 23, 24, 26, 29",MCTS,0,1,ハズレ,0,"01, 04, 05, 23, 24, 26, 36",MONTECARLO,1,0,ハズレ,0
2014-05-16,58,"01, 06, 07, 08, 23, 32, 33","11, 34",10,3000,0,-3000,ハズレ,3,0,"04, 05, 08, 23, 24, 26, 36",MCTS,2,0,ハズレ,0,"03, 04, 08, 23, 24, 26, 36",MCTS,2,0,ハズレ,0,"01, 04, 08, 23, 24, 26, 36",MCTS,3,0,ハズレ,0,"01, 04, 05, 08, 23, 24, 36",MCTS,3,0,ハズレ,0,"04, 08, 15, 17, 23, 27, 36",MONTECARLO,2,0,ハズレ,0,"02, 04, 08, 23, 24, 26, 36",MCTS,2,0,ハズレ,0,"01, 04, 05, 23, 24, 26, 36",GRADE3,2,0,ハズレ,0,"02, 04, 08, 14, 17, 23, 36",MONTECARLO,2,0,ハズレ,0,"01, 04, 05, 08, 23, 26, 36",GRADE3,3,0,ハズレ,0,"04, 05, 06, 08, 23, 24, 36",MCTS,3,0,ハズレ,0
2014-05-23,59,"05, 08, 12, 13, 21, 30, 35","27, 34",10,3000,0,-3000,ハズレ,2,0,"01, 04, 08, 23, 24, 33, 36",MCTS,1,0,ハズレ,0,"04, 06, 08, 23, 24, 33, 36",MCTS,1,0,ハズレ,0,"01, 04, 06, 08, 23, 24, 36",MCTS,1,0,ハズレ,0,"04, 06, 08, 23, 24, 26, 36",MCTS,1,0,ハズレ,0,"01, 04, 08, 23, 24, 26, 36",MCTS,1,0,ハズレ,0,"04, 06, 08, 17, 23, 33, 36",MCTS,1,0,ハズレ,0,"01, 04, 05, 08, 23, 24, 36",GRADE3,2,0,ハズレ,0,"04, 06, 08, 17, 23, 24, 36",MCTS,1,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 36",GRADE3,2,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 24",GRADE3,2,0,ハズレ,0
2014-05-30,60,"03, 07, 09, 15, 16, 23, 34","05, 33",10,3000,0,-3000,ハズレ,1,0,"01, 04, 05, 06, 08, 23, 33",MCTS,1,2,ハズレ,0,"01, 04, 05, 08, 23, 24, 36",MCTS,1,1,ハズレ,0,"01, 04, 05, 06, 08, 23, 36",MCTS,1,1,ハズレ,0,"01, 04, 05, 08, 23, 24, 30",MCTS,1,1,ハズレ,0,"01, 04, 05, 06, 08, 23, 30",MCTS,1,1,ハズレ,0,"01, 04, 05, 06, 08, 23, 24",MCTS,1,1,ハズレ,0,"04, 05, 06, 08, 23, 24, 33",MCTS,1,2,ハズレ,0,"04, 05, 06, 08, 23, 24, 30",MCTS,1,1,ハズレ,0,"01, 04, 06, 08, 23, 24, 36",GRADE3,1,0,ハズレ,0,"04, 05, 06, 08, 23, 30, 36",MCTS,1,1,ハズレ,0
2014-06-06,61,"05, 10, 11, 21, 28, 31, 37","13, 14",10,3000,0,-3000,ハズレ,1,0,"01, 04, 05, 08, 23, 33, 36",MCTS,1,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 33",MCTS,1,0,ハズレ,0,"01, 04, 06, 08, 23, 33, 36",GRADE3,0,0,ハズレ,0,"03, 04, 08, 15, 23, 24, 26",MONTECARLO,0,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 36",MCTS,1,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 24",MCTS,1,0,ハズレ,0,"04, 05, 06, 08, 23, 33, 36",MCTS,1,0,ハズレ,0,"01, 03, 04, 05, 08, 23, 33",MCTS,1,0,ハズレ,0,"01, 05, 06, 08, 23, 33, 36",GRADE3,1,0,ハズレ,0,"01, 04, 05, 06, 23, 33, 36",GRADE3,1,0,ハズレ,0
2014-06-13,62,"04, 10, 12, 15, 27, 32, 33","09, 16",10,3000,0,-3000,ハズレ,3,0,"01, 04, 05, 06, 08, 23, 33",MCTS,2,0,ハズレ,0,"01, 04, 05, 08, 23, 33, 36",GRADE3,2,0,ハズレ,0,"01, 04, 06, 08, 23, 33, 36",GRADE3,2,0,ハズレ,0,"03, 04, 05, 08, 15, 23, 36",MCTS,2,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 36",GRADE3,1,0,ハズレ,0,"04, 05, 06, 08, 23, 33, 36",GRADE3,2,0,ハズレ,0,"04, 06, 08, 15, 23, 33, 36",MONTECARLO,3,0,ハズレ,0,"01, 03, 04, 05, 08, 23, 33",MCTS,2,0,ハズレ,0,"01, 05, 06, 08, 23, 33, 36",GRADE3,1,0,ハズレ,0,"01, 04, 05, 06, 23, 33, 36",GRADE3,2,0,ハズレ,0
2014-06-20,63,"04, 08, 19, 24, 28, 30, 32","12, 37",10,3000,0,-3000,ハズレ,3,0,"01, 04, 05, 08, 23, 33, 36",MCTS,2,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 33",MCTS,2,0,ハズレ,0,"01, 04, 05, 08, 15, 23, 33",MCTS,2,0,ハズレ,0,"04, 05, 06, 08, 15, 23, 33",MCTS,2,0,ハズレ,0,"01, 04, 06, 08, 15, 23, 33",MCTS,2,0,ハズレ,0,"04, 06, 07, 23, 24, 32, 33",MONTECARLO,3,0,ハズレ,0,"03, 04, 05, 08, 15, 23, 33",MCTS,2,0,ハズレ,0,"04, 05, 06, 08, 23, 33, 36",MCTS,2,0,ハズレ,0,"04, 05, 06, 08, 15, 23, 36",MCTS,2,0,ハズレ,0,"01, 04, 05, 06, 08, 15, 23",MCTS,2,0,ハズレ,0
2014-06-27,64,"04, 15, 16, 17, 20, 29, 36","19, 26",10,3000,0,-3000,ハズレ,3,0,"04, 05, 08, 15, 23, 30, 33",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 33",MCTS,2,0,ハズレ,0,"04, 06, 08, 15, 23, 24, 33",GRADE3,2,0,ハズレ,0,"04, 05, 08, 15, 23, 33, 36",MCTS,3,0,ハズレ,0,"03, 04, 08, 24, 28, 30, 32",MONTECARLO,1,0,ハズレ,0,"01, 04, 05, 08, 15, 23, 33",MCTS,2,0,ハズレ,0,"01, 04, 05, 06, 08, 23, 33",MCTS,1,0,ハズレ,0,"04, 05, 06, 08, 15, 23, 33",MCTS,2,0,ハズレ,0,"04, 05, 06, 08, 23, 24, 33",MCTS,1,0,ハズレ,0,"04, 05, 06, 08, 15, 23, 24",MCTS,2,0,ハズレ,0
2014-07-04,65,"04, 07, 12, 22, 23, 24, 28","25, 34",10,3000,0,-3000,ハズレ,3,0,"04, 08, 15, 23, 32, 33, 36",MCTS,2,0,ハズレ,0,"04, 08, 15, 16, 23, 33, 36",MCTS,2,0,ハズレ,0,"04, 08, 15, 16, 23, 32, 33",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 23, 32, 33",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 23, 30, 33",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 16, 23, 33",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 16, 23, 36",MCTS,2,0,ハズレ,0,"04, 08, 15, 23, 24, 33, 36",GRADE3,3,0,ハズレ,0,"04, 05, 08, 15, 23, 33, 36",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 36",GRADE3,3,0,ハズレ,0
2014-07-11,66,"01, 11, 25, 28, 31, 33, 37","03, 20",10,3000,0,-3000,ハズレ,2,0,"04, 07, 08, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 07, 08, 12, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 08, 12, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 08, 12, 15, 23, 24, 32",MCTS,0,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 08, 15, 23, 24, 28, 33",MCTS,2,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 30",MCTS,0,0,ハズレ,0,"04, 08, 12, 15, 23, 24, 33",MCTS,1,0,ハズレ,0,"04, 05, 08, 12, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 08, 15, 23, 24, 33, 36",MCTS,1,0,ハズレ,0
2014-07-18,67,"07, 11, 15, 17, 18, 25, 35","06, 33",10,3000,0,-3000,ハズレ,1,0,"04, 07, 08, 12, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 08, 12, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 08, 15, 23, 24, 28, 33",MCTS,1,1,ハズレ,0,"04, 08, 15, 23, 24, 28, 36",MCTS,1,0,ハズレ,0,"04, 05, 08, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 05, 08, 23, 24, 28, 33",GRADE3,0,1,ハズレ,0,"01, 04, 08, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 05, 08, 12, 23, 24, 28",MCTS,0,0,ハズレ,0,"04, 05, 08, 15, 23, 28, 33",GRADE3,1,1,ハズレ,0,"04, 05, 12, 15, 23, 24, 28",MCTS,1,0,ハズレ,0
2014-07-25,68,"02, 07, 13, 15, 24, 34, 35","12, 23",10,3000,3000,0,6等,3,3,"04, 07, 08, 15, 23, 24, 28",GRADE3,3,1,6等,1000,"04, 07, 08, 23, 24, 28, 33",GRADE3,2,1,ハズレ,0,"04, 07, 08, 15, 23, 24, 33",GRADE3,3,1,6等,1000,"04, 07, 15, 23, 24, 28, 33",GRADE3,3,1,6等,1000,"04, 07, 08, 15, 23, 28, 33",MCTS,2,1,ハズレ,0,"04, 08, 15, 23, 24, 28, 33",GRADE3,2,1,ハズレ,0,"04, 07, 12, 15, 23, 28, 33",MCTS,2,2,ハズレ,0,"04, 07, 08, 15, 24, 28, 33",GRADE3,3,0,ハズレ,0,"04, 07, 08, 15, 23, 33, 36",MCTS,2,1,ハズレ,0,"04, 07, 15, 23, 28, 33, 36",MCTS,2,1,ハズレ,0
2014-08-01,69,"13, 17, 20, 22, 28, 29, 37","11, 12",10,3000,0,-3000,ハズレ,1,0,"04, 07, 08, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 07, 12, 15, 23, 24, 28",MCTS,1,1,ハズレ,0,"04, 07, 08, 23, 24, 28, 33",GRADE3,1,0,ハズレ,0,"04, 07, 08, 15, 23, 24, 33",GRADE3,0,0,ハズレ,0,"04, 07, 15, 23, 24, 28, 33",GRADE3,1,0,ハズレ,0,"04, 07, 08, 15, 24, 28, 33",GRADE3,1,0,ハズレ,0,"04, 05, 07, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 05, 07, 08, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 07, 08, 11, 23, 24, 28",MCTS,1,1,ハズレ,0,"04, 07, 08, 15, 23, 28, 33",GRADE3,1,0,ハズレ,0
2014-08-08,70,"09, 10, 18, 21, 27, 33, 35","04, 11",10,3000,0,-3000,ハズレ,1,0,"04, 07, 08, 15, 23, 24, 28",MCTS,0,1,ハズレ,0,"04, 07, 08, 15, 24, 28, 29",MCTS,0,1,ハズレ,0,"04, 07, 15, 23, 24, 28, 29",MCTS,0,1,ハズレ,0,"04, 07, 08, 23, 24, 28, 29",MCTS,0,1,ハズレ,0,"04, 07, 08, 17, 23, 24, 28",MCTS,0,1,ハズレ,0,"04, 07, 08, 15, 23, 24, 29",MCTS,0,1,ハズレ,0,"04, 07, 15, 17, 23, 24, 28",MCTS,0,1,ハズレ,0,"04, 07, 15, 23, 24, 28, 33",MCTS,1,1,ハズレ,0,"04, 07, 08, 15, 17, 24, 28",MCTS,0,1,ハズレ,0,"04, 07, 08, 15, 23, 24, 33",MCTS,1,1,ハズレ,0
2014-08-15,71,"01, 06, 13, 29, 34, 35, 37","02, 15",10,3000,0,-3000,ハズレ,0,0,"04, 07, 08, 15, 23, 24, 28",GRADE3,0,1,ハズレ,0,"04, 07, 08, 23, 24, 28, 33",GRADE3,0,0,ハズレ,0,"04, 07, 15, 23, 24, 28, 33",MCTS,0,1,ハズレ,0,"04, 07, 08, 15, 23, 24, 33",GRADE3,0,1,ハズレ,0,"04, 07, 15, 17, 23, 24, 28",MCTS,0,1,ハズレ,0,"04, 07, 15, 23, 24, 28, 36",MCTS,0,1,ハズレ,0,"04, 07, 08, 15, 24, 28, 33",GRADE3,0,1,ハズレ,0,"04, 07, 08, 15, 23, 28, 33",GRADE3,0,1,ハズレ,0,"04, 08, 15, 23, 24, 28, 33",GRADE3,0,1,ハズレ,0,"04, 07, 12, 15, 17, 23, 28",MCTS,0,1,ハズレ,0
2014-08-22,72,"11, 12, 18, 19, 20, 31, 32","09, 21",10,3000,0,-3000,ハズレ,0,0,"04, 07, 08, 15, 23, 24, 28",MCTS,0,0,ハズレ,0,"04, 07, 15, 23, 24, 28, 35",MCTS,0,0,ハズレ,0,"04, 07, 08, 15, 24, 28, 35",MCTS,0,0,ハズレ,0,"04, 07, 15, 23, 24, 28, 33",GRADE3,0,0,ハズレ,0,"04, 07, 15, 17, 23, 24, 28",MCTS,0,0,ハズレ,0,"04, 07, 15, 23, 28, 34, 35",MCTS,0,0,ハズレ,0,"04, 07, 15, 23, 24, 33, 35",GRADE3,0,0,ハズレ,0,"04, 07, 15, 17, 24, 28, 35",MCTS,0,0,ハズレ,0,"01, 04, 07, 23, 24, 28, 35",MCTS,0,0,ハズレ,0,"01, 04, 07, 15, 23, 24, 28",MCTS,0,0,ハズレ,0
2014-08-29,73,"12, 16, 23, 25, 27, 30, 32","28, 33",10,3000,0,-3000,ハズレ,2,0,"04, 07, 08, 15, 23, 24, 28",MCTS,1,1,ハズレ,0,"04, 07, 08, 15, 23, 24, 35",MCTS,1,0,ハズレ,0,"04, 07, 15, 23, 24, 28, 35",MCTS,1,1,ハズレ,0,"04, 07, 12, 15, 23, 24, 35",MCTS,2,0,ハズレ,0,"04, 07, 15, 23, 24, 28, 33",MCTS,1,2,ハズレ,0,"04, 07, 15, 17, 23, 24, 28",MCTS,1,1,ハズレ,0,"04, 07, 15, 23, 24, 33, 35",MCTS,1,1,ハズレ,0,"04, 07, 15, 17, 23, 24, 35",MCTS,1,0,ハズレ,0,"04, 07, 23, 24, 28, 33, 35",MCTS,1,2,ハズレ,0,"04, 07, 15, 17, 23, 28, 35",MCTS,1,1,ハズレ,0
2014-09-05,74,"05, 13, 14, 15, 16, 24, 31","09, 11",10,3000,0,-3000,ハズレ,2,0,"04, 07, 12, 15, 23, 24, 28",MCTS,2,0,ハズレ,0,"04, 07, 12, 15, 23, 28, 32",MCTS,1,0,ハズレ,0,"04, 12, 15, 23, 24, 28, 32",MCTS,2,0,ハズレ,0,"04, 07, 12, 15, 23, 32, 35",MCTS,1,0,ハズレ,0,"04, 07, 12, 15, 23, 28, 35",MCTS,1,0,ハズレ,0,"04, 07, 15, 23, 28, 32, 35",GRADE3,1,0,ハズレ,0,"04, 07, 12, 23, 28, 32, 35",GRADE3,0,0,ハズレ,0,"04, 12, 15, 23, 28, 32, 35",GRADE3,1,0,ハズレ,0,"04, 11, 12, 15, 23, 28, 32",MCTS,1,1,ハズレ,0,"07, 12, 15, 23, 28, 32, 35",GRADE3,1,0,ハズレ,0
2014-09-12,75,"04, 09, 15, 17, 19, 35, 37","10, 20",10,3000,0,-3000,ハズレ,3,0,"04, 12, 15, 23, 24, 28, 35",MCTS,3,0,ハズレ,0,"04, 12, 15, 16, 23, 24, 28",MCTS,2,0,ハズレ,0,"04, 12, 13, 15, 23, 24, 28",MCTS,2,0,ハズレ,0,"04, 12, 13, 15, 23, 24, 35",MCTS,3,0,ハズレ,0,"04, 12, 13, 23, 24, 28, 35",GRADE3,2,0,ハズレ,0,"04, 12, 15, 23, 24, 33, 35",MCTS,3,0,ハズレ,0,"04, 12, 15, 16, 23, 24, 35",MCTS,3,0,ハズレ,0,"04, 12, 13, 15, 16, 23, 24",MCTS,2,0,ハズレ,0,"04, 07, 16, 23, 24, 32, 35",MONTECARLO,2,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 35",GRADE3,3,0,ハズレ,0
2014-09-19,76,"04, 13, 18, 29, 32, 34, 36","24, 33",10,3000,0,-3000,ハズレ,2,0,"04, 12, 15, 23, 24, 28, 35",MCTS,1,1,ハズレ,0,"04, 12, 15, 16, 17, 23, 35",MCTS,1,0,ハズレ,0,"04, 12, 13, 15, 23, 24, 35",MCTS,2,1,ハズレ,0,"04, 12, 15, 16, 23, 24, 35",MCTS,1,1,ハズレ,0,"04, 12, 13, 15, 23, 24, 28",GRADE3,2,1,ハズレ,0,"04, 12, 15, 16, 23, 28, 35",MCTS,1,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 35",GRADE3,2,1,ハズレ,0,"04, 12, 13, 15, 23, 28, 35",MCTS,2,0,ハズレ,0,"04, 12, 13, 15, 24, 28, 35",GRADE3,2,1,ハズレ,0,"04, 12, 15, 23, 28, 35, 37",MCTS,1,0,ハズレ,0
2014-09-26,77,"03, 10, 23, 25, 26, 28, 30","15, 29",10,3000,0,-3000,ハズレ,3,0,"04, 12, 15, 23, 24, 32, 35",GRADE3,1,1,ハズレ,0,"04, 12, 17, 23, 28, 29, 32",MONTECARLO,2,1,ハズレ,0,"04, 08, 15, 16, 29, 32, 36",MONTECARLO,0,2,ハズレ,0,"07, 12, 13, 15, 16, 24, 29",MONTECARLO,0,2,ハズレ,0,"08, 13, 16, 17, 24, 35, 36",MONTECARLO,0,0,ハズレ,0,"06, 11, 13, 23, 27, 30, 34",DIFFUSION,2,0,ハズレ,0,"07, 08, 11, 17, 31, 35, 37",MONTECARLO,0,0,ハズレ,0,"05, 10, 18, 19, 22, 28, 33",MULTI_AGENT_PPO,2,0,ハズレ,0,"01, 05, 10, 20, 25, 30, 36",MULTI_AGENT_PPO,3,0,ハズレ,0,"01, 02, 03, 11, 19, 28, 33",MULTI_AGENT_PPO,2,0,ハズレ,0
2014-10-03,78,"05, 06, 10, 14, 24, 28, 36","07, 20",10,3000,0,-3000,ハズレ,2,0,"04, 15, 23, 24, 28, 32, 35",MCTS,2,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 32",GRADE3,2,0,ハズレ,0,"04, 13, 15, 23, 32, 34, 35",MCTS,0,0,ハズレ,0,"04, 12, 13, 15, 23, 32, 35",MCTS,0,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 35",GRADE3,2,0,ハズレ,0,"04, 12, 23, 24, 28, 29, 30",MONTECARLO,2,0,ハズレ,0,"04, 13, 15, 23, 24, 32, 35",MCTS,1,0,ハズレ,0,"04, 12, 15, 16, 23, 32, 35",MCTS,0,0,ハズレ,0,"04, 12, 13, 15, 23, 24, 32",MCTS,1,0,ハズレ,0,"04, 13, 15, 23, 28, 32, 35",MCTS,1,0,ハズレ,0
2014-10-10,79,"02, 04, 07, 09, 21, 29, 37","06, 36",10,3000,0,-3000,ハズレ,2,0,"04, 12, 15, 23, 24, 28, 36",MCTS,1,1,ハズレ,0,"04, 12, 15, 23, 24, 28, 35",MCTS,1,0,ハズレ,0,"04, 05, 23, 24, 28, 30, 32",MONTECARLO,1,0,ハズレ,0,"04, 15, 23, 24, 28, 32, 35",GRADE3,1,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 29",MCTS,2,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 32",MCTS,1,0,ハズレ,0,"04, 12, 13, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 15, 23, 24, 28, 35, 36",MCTS,1,1,ハズレ,0,"04, 05, 13, 15, 23, 24, 28",MCTS,1,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 36",MCTS,1,1,ハズレ,0
2014-10-17,80,"02, 05, 10, 18, 21, 24, 27","25, 34",10,3000,0,-3000,ハズレ,2,0,"04, 07, 08, 15, 24, 29, 36",MULTI_AGENT_PPO,1,0,ハズレ,0,"04, 10, 15, 23, 24, 28, 29",MCTS,2,0,ハズレ,0,"04, 13, 15, 23, 24, 28, 29",MCTS,1,0,ハズレ,0,"04, 15, 17, 23, 24, 28, 29",MCTS,1,0,ハズレ,0,"04, 15, 23, 24, 28, 29, 35",MCTS,1,0,ハズレ,0,"04, 13, 15, 24, 28, 29, 35",GRADE3,1,0,ハズレ,0,"04, 10, 15, 23, 24, 28, 35",MCTS,2,0,ハズレ,0,"04, 07, 17, 24, 28, 29, 32",MONTECARLO,1,0,ハズレ,0,"04, 07, 15, 23, 29, 36, 37",MONTECARLO,0,0,ハズレ,0,"04, 10, 13, 24, 28, 29, 36",MONTECARLO,2,0,ハズレ,0
