抽せん日,回別,本数字,ボーナス数字,口数,購入金額,当せん金額,収支,最高等級,最高本数字一致数,当せん口数,予測1,予測1_戦略,予測1_本数字一致,予測1_ボーナス一致,予測1_等級,予測1_当せん金額,予測2,予測2_戦略,予測2_本数字一致,予測2_ボーナス一致,予測2_等級,予測2_当せん金額,予測3,予測3_戦略,予測3_本数字一致,予測3_ボーナス一致,予測3_等級,予測3_当せん金額,予測4,予測4_戦略,予測4_本数字一致,予測4_ボーナス一致,予測4_等級,予測4_当せん金額,予測5,予測5_戦略,予測5_本数字一致,予測5_ボーナス一致,予測5_等級,予測5_当せん金額,予測6,予測6_戦略,予測6_本数字一致,予測6_ボーナス一致,予測6_等級,予測6_当せん金額,予測7,予測7_戦略,予測7_本数字一致,予測7_ボーナス一致,予測7_等級,予測7_当せん金額,予測8,予測8_戦略,予測8_本数字一致,予測8_ボーナス一致,予測8_等級,予測8_当せん金額,予測9,予測9_戦略,予測9_本数字一致,予測9_ボーナス一致,予測9_等級,予測9_当せん金額,予測10,予測10_戦略,予測10_本数字一致,予測10_ボーナス一致,予測10_等級,予測10_当せん金額
2013-08-30,22,"02, 04, 08, 09, 15, 23, 25","03, 10",10,3000,0,-3000,ハズレ,2,0,"02, 05, 13, 21, 23, 28, 36",MCTS,2,0,ハズレ,0,"02, 05, 21, 23, 28, 30, 36",MCTS,2,0,ハズレ,0,"02, 05, 21, 23, 28, 29, 36",GRADE3,2,0,ハズレ,0,"02, 05, 21, 23, 28, 29, 30",MCTS,2,0,ハズレ,0,"02, 03, 05, 21, 23, 28, 36",MCTS,2,1,ハズレ,0,"02, 05, 21, 23, 24, 28, 30",MCTS,2,0,ハズレ,0,"02, 03, 21, 23, 28, 30, 36",MCTS,2,1,ハズレ,0,"02, 05, 21, 23, 28, 34, 36",MCTS,2,0,ハズレ,0,"02, 21, 23, 28, 29, 30, 36",MCTS,2,0,ハズレ,0,"02, 05, 21, 28, 29, 30, 36",GRADE3,1,0,ハズレ,0
2013-09-06,23,"04, 08, 11, 25, 28, 29, 30","14, 32",10,3000,0,-3000,ハズレ,3,0,"02, 05, 09, 13, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 05, 13, 21, 23, 28, 30",MCTS,2,0,ハズレ,0,"02, 05, 13, 21, 23, 28, 36",MCTS,1,0,ハズレ,0,"02, 03, 05, 13, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 05, 09, 21, 23, 28, 30",MCTS,2,0,ハズレ,0,"02, 05, 13, 15, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 05, 15, 21, 23, 28, 30",GRADE3,2,0,ハズレ,0,"02, 05, 21, 23, 28, 29, 30",MCTS,3,0,ハズレ,0,"02, 05, 09, 15, 21, 23, 28",GRADE3,1,0,ハズレ,0,"02, 05, 09, 21, 23, 28, 29",MCTS,2,0,ハズレ,0
2013-09-13,24,"04, 05, 08, 10, 16, 19, 33","02, 29",10,3000,0,-3000,ハズレ,1,0,"02, 05, 21, 23, 28, 29, 30",MCTS,1,2,ハズレ,0,"02, 05, 09, 21, 23, 28, 30",MCTS,1,1,ハズレ,0,"02, 04, 21, 23, 28, 29, 30",MCTS,1,2,ハズレ,0,"02, 05, 15, 21, 23, 28, 30",MCTS,1,1,ハズレ,0,"02, 21, 23, 28, 29, 30, 36",MCTS,0,2,ハズレ,0,"02, 09, 21, 23, 28, 29, 30",MCTS,0,2,ハズレ,0,"02, 09, 15, 21, 23, 28, 30",MCTS,0,1,ハズレ,0,"02, 21, 23, 25, 28, 29, 30",MCTS,0,2,ハズレ,0,"02, 05, 09, 21, 23, 28, 29",GRADE3,1,2,ハズレ,0,"02, 15, 21, 23, 28, 29, 30",MCTS,0,2,ハズレ,0
2013-09-20,25,"01, 06, 11, 16, 17, 18, 21","10, 24",10,3000,0,-3000,ハズレ,1,0,"02, 04, 05, 13, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 04, 05, 21, 23, 28, 30",GRADE3,1,0,ハズレ,0,"02, 05, 21, 23, 28, 29, 30",GRADE3,1,0,ハズレ,0,"02, 04, 05, 21, 23, 28, 29",MCTS,1,0,ハズレ,0,"02, 04, 21, 23, 28, 29, 30",GRADE3,1,0,ハズレ,0,"02, 04, 05, 09, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 04, 05, 21, 23, 28, 36",MCTS,1,0,ハズレ,0,"02, 05, 09, 21, 23, 28, 29",MCTS,1,0,ハズレ,0,"04, 05, 21, 23, 28, 29, 30",GRADE3,1,0,ハズレ,0,"02, 04, 05, 21, 28, 29, 30",GRADE3,1,0,ハズレ,0
2013-09-27,26,"11, 13, 16, 18, 26, 31, 36","21, 27",10,3000,0,-3000,ハズレ,0,0,"02, 04, 05, 21, 23, 28, 30",MCTS,0,1,ハズレ,0,"02, 05, 21, 23, 28, 29, 30",MCTS,0,1,ハズレ,0,"02, 04, 21, 23, 28, 29, 30",MCTS,0,1,ハズレ,0,"02, 04, 05, 21, 23, 28, 29",MCTS,0,1,ハズレ,0,"02, 04, 05, 08, 21, 23, 28",MCTS,0,1,ハズレ,0,"02, 04, 05, 21, 23, 25, 28",MCTS,0,1,ハズレ,0,"02, 04, 05, 09, 21, 23, 28",MCTS,0,1,ハズレ,0,"04, 05, 21, 23, 28, 29, 30",GRADE3,0,1,ハズレ,0,"02, 04, 05, 21, 28, 29, 30",GRADE3,0,1,ハズレ,0,"02, 04, 09, 21, 23, 28, 29",MCTS,0,1,ハズレ,0
2013-10-04,27,"01, 10, 11, 14, 17, 18, 28","25, 26",10,3000,0,-3000,ハズレ,2,0,"02, 05, 13, 16, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 05, 13, 21, 23, 28, 30",MCTS,1,0,ハズレ,0,"02, 04, 05, 16, 21, 23, 28",GRADE3,1,0,ハズレ,0,"02, 05, 16, 21, 23, 28, 30",MCTS,1,0,ハズレ,0,"02, 04, 05, 21, 23, 28, 30",MCTS,1,0,ハズレ,0,"02, 05, 21, 23, 28, 30, 36",MCTS,1,0,ハズレ,0,"04, 05, 16, 21, 23, 28, 30",GRADE3,1,0,ハズレ,0,"02, 05, 11, 16, 21, 23, 28",MCTS,2,0,ハズレ,0,"02, 05, 21, 23, 28, 29, 30",MCTS,1,0,ハズレ,0,"02, 05, 13, 16, 21, 28, 30",MCTS,1,0,ハズレ,0
2013-10-11,28,"06, 07, 12, 15, 19, 35, 37","01, 11",10,3000,0,-3000,ハズレ,2,0,"02, 04, 05, 16, 21, 23, 28",MCTS,0,0,ハズレ,0,"01, 02, 04, 21, 25, 28, 30",MONTECARLO,0,1,ハズレ,0,"01, 05, 09, 21, 23, 28, 30",MONTECARLO,0,1,ハズレ,0,"04, 05, 08, 15, 23, 25, 30",MONTECARLO,1,0,ハズレ,0,"01, 03, 11, 13, 16, 22, 36",DIFFUSION,0,2,ハズレ,0,"11, 12, 14, 16, 17, 18, 24",DIFFUSION,1,1,ハズレ,0,"02, 06, 08, 09, 13, 15, 29",MONTECARLO,2,0,ハズレ,0,"08, 10, 11, 18, 29, 33, 37",MULTI_AGENT_PPO,1,1,ハズレ,0,"07, 14, 15, 22, 25, 31, 36",DIFFUSION,2,0,ハズレ,0,"09, 17, 27, 29, 34, 35, 37",MULTI_AGENT_PPO,2,0,ハズレ,0
2013-10-18,29,"02, 03, 16, 17, 24, 26, 28","15, 31",10,3000,0,-3000,ハズレ,3,0,"02, 05, 16, 21, 23, 28, 30",MCTS,3,0,ハズレ,0,"01, 02, 05, 16, 21, 23, 28",MCTS,3,0,ハズレ,0,"02, 05, 11, 16, 21, 23, 28",MCTS,3,0,ハズレ,0,"02, 05, 11, 21, 23, 28, 30",MCTS,2,0,ハズレ,0,"01, 02, 05, 21, 23, 28, 30",MCTS,2,0,ハズレ,0,"01, 05, 11, 16, 21, 23, 28",GRADE3,2,0,ハズレ,0,"01, 02, 11, 16, 21, 23, 28",MCTS,3,0,ハズレ,0,"01, 04, 06, 11, 16, 21, 28",MONTECARLO,2,0,ハズレ,0,"01, 02, 05, 11, 16, 21, 28",GRADE3,3,0,ハズレ,0,"01, 02, 05, 11, 21, 23, 28",MCTS,2,0,ハズレ,0
2013-10-25,30,"06, 08, 13, 22, 26, 32, 36","16, 34",10,3000,0,-3000,ハズレ,0,0,"01, 02, 11, 16, 17, 21, 28",MCTS,0,1,ハズレ,0,"02, 05, 16, 17, 21, 23, 28",GRADE3,0,1,ハズレ,0,"02, 11, 16, 17, 21, 23, 28",MCTS,0,1,ハズレ,0,"02, 05, 11, 16, 21, 23, 28",MCTS,0,1,ハズレ,0,"01, 02, 16, 17, 21, 23, 28",MCTS,0,1,ハズレ,0,"02, 05, 11, 16, 17, 21, 28",GRADE3,0,1,ハズレ,0,"01, 02, 11, 16, 21, 23, 28",MCTS,0,1,ハズレ,0,"02, 16, 17, 21, 23, 28, 30",MCTS,0,1,ハズレ,0,"02, 04, 11, 16, 21, 23, 28",MCTS,0,1,ハズレ,0,"01, 02, 04, 16, 21, 23, 28",MCTS,0,1,ハズレ,0
2013-11-01,31,"09, 12, 13, 19, 23, 33, 34","20, 32",10,3000,0,-3000,ハズレ,1,0,"02, 05, 06, 16, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 06, 11, 16, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 11, 16, 17, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 05, 11, 16, 21, 23, 28",MCTS,1,0,ハズレ,0,"02, 06, 16, 21, 23, 28, 36",GRADE3,1,0,ハズレ,0,"02, 06, 11, 16, 21, 28, 36",MCTS,0,0,ハズレ,0,"02, 08, 11, 16, 17, 21, 28",MCTS,0,0,ハズレ,0,"02, 11, 16, 21, 23, 28, 36",MCTS,1,0,ハズレ,0,"02, 08, 16, 17, 21, 23, 28",MONTECARLO,1,0,ハズレ,0,"02, 08, 11, 13, 16, 21, 28",MCTS,1,0,ハズレ,0
2013-11-08,32,"03, 08, 15, 18, 27, 29, 37","31, 34",10,3000,0,-3000,ハズレ,0,0,"02, 06, 13, 16, 21, 23, 28",MCTS,0,0,ハズレ,0,"02, 09, 13, 16, 21, 23, 28",MCTS,0,0,ハズレ,0,"02, 13, 16, 17, 21, 23, 28",MCTS,0,0,ハズレ,0,"02, 13, 16, 21, 23, 28, 36",MCTS,0,0,ハズレ,0,"02, 11, 13, 16, 21, 23, 28",MCTS,0,0,ハズレ,0,"02, 06, 16, 17, 21, 23, 28",MCTS,0,0,ハズレ,0,"06, 11, 13, 16, 21, 23, 28",GRADE3,0,0,ハズレ,0,"02, 06, 13, 17, 21, 23, 28",MCTS,0,0,ハズレ,0,"02, 06, 11, 13, 16, 21, 28",GRADE3,0,0,ハズレ,0,"02, 06, 11, 16, 21, 23, 28",GRADE3,0,0,ハズレ,0
2013-11-15,33,"01, 04, 17, 24, 29, 33, 36","19, 30",10,3000,2000,-1000,6等,3,2,"02, 08, 13, 16, 21, 23, 28",MCTS,0,0,ハズレ,0,"03, 08, 13, 16, 26, 28, 36",DIFFUSION,1,0,ハズレ,0,"02, 04, 08, 16, 24, 28, 29",MONTECARLO,3,0,ハズレ,0,"01, 06, 12, 13, 19, 23, 34",DIFFUSION,1,1,ハズレ,0,"02, 11, 15, 17, 23, 29, 30",MONTECARLO,2,1,ハズレ,0,"03, 09, 15, 21, 26, 30, 36",DIFFUSION,1,1,ハズレ,0,"03, 10, 11, 18, 21, 33, 36",DIFFUSION,2,0,ハズレ,0,"05, 06, 18, 24, 29, 30, 33",DIFFUSION,3,1,6等,1000,"06, 11, 12, 14, 15, 22, 35",MULTI_AGENT_PPO,0,0,ハズレ,0,"17, 19, 24, 25, 31, 32, 33",MULTI_AGENT_PPO,3,1,6等,1000
2013-11-22,34,"04, 06, 07, 23, 24, 32, 35","08, 27",10,3000,0,-3000,ハズレ,2,0,"01, 04, 17, 24, 28, 29, 36",MONTECARLO,2,0,ハズレ,0,"02, 08, 13, 23, 28, 29, 36",MCTS,1,1,ハズレ,0,"06, 16, 17, 21, 24, 28, 29",MONTECARLO,2,0,ハズレ,0,"02, 17, 21, 23, 24, 33, 36",MONTECARLO,2,0,ハズレ,0,"02, 03, 08, 15, 16, 23, 30",DIFFUSION,1,1,ハズレ,0,"01, 05, 06, 13, 15, 16, 33",MONTECARLO,1,0,ハズレ,0,"04, 11, 13, 15, 21, 33, 35",MONTECARLO,2,0,ハズレ,0,"05, 07, 08, 11, 30, 34, 37",MULTI_AGENT_PPO,1,1,ハズレ,0,"04, 19, 22, 25, 26, 32, 37",MULTI_AGENT_PPO,2,0,ハズレ,0,"07, 11, 18, 20, 22, 26, 37",MULTI_AGENT_PPO,1,0,ハズレ,0
2013-11-29,35,"01, 16, 18, 19, 25, 30, 34","26, 36",10,3000,0,-3000,ハズレ,1,0,"04, 08, 23, 24, 28, 29, 36",MCTS,0,1,ハズレ,0,"04, 08, 13, 23, 24, 28, 29",MCTS,0,0,ハズレ,0,"04, 06, 08, 23, 24, 28, 29",MCTS,0,0,ハズレ,0,"04, 06, 13, 23, 24, 28, 29",MCTS,0,0,ハズレ,0,"04, 06, 23, 24, 28, 29, 36",GRADE3,0,1,ハズレ,0,"04, 13, 23, 24, 28, 29, 36",MCTS,0,1,ハズレ,0,"04, 08, 16, 23, 24, 28, 29",MCTS,1,0,ハズレ,0,"04, 08, 13, 23, 24, 29, 36",MCTS,0,1,ハズレ,0,"04, 06, 08, 23, 24, 29, 36",GRADE3,0,1,ハズレ,0,"04, 08, 13, 23, 28, 29, 36",MCTS,0,1,ハズレ,0
2013-12-06,36,"05, 06, 10, 11, 20, 28, 36","25, 37",10,3000,0,-3000,ハズレ,2,0,"01, 04, 23, 24, 28, 29, 36",GRADE3,2,0,ハズレ,0,"04, 06, 16, 23, 24, 28, 35",MULTI_AGENT_PPO,2,0,ハズレ,0,"01, 16, 17, 18, 24, 28, 36",MONTECARLO,2,0,ハズレ,0,"04, 16, 17, 23, 29, 30, 36",MONTECARLO,1,0,ハズレ,0,"01, 02, 06, 13, 17, 18, 19",MONTECARLO,1,0,ハズレ,0,"02, 12, 13, 19, 21, 25, 33",MULTI_AGENT_PPO,0,1,ハズレ,0,"02, 08, 15, 18, 27, 33, 37",MULTI_AGENT_PPO,0,1,ハズレ,0,"07, 12, 13, 21, 30, 33, 34",MULTI_AGENT_PPO,0,0,ハズレ,0,"07, 08, 21, 27, 31, 35, 37",DIFFUSION,0,1,ハズレ,0,"09, 19, 20, 26, 27, 35, 37",MULTI_AGENT_PPO,1,1,ハズレ,0
2013-12-13,37,"07, 08, 10, 13, 14, 19, 37","29, 33",10,3000,0,-3000,ハズレ,2,0,"01, 04, 06, 23, 24, 28, 36",GRADE3,0,0,ハズレ,0,"02, 05, 13, 16, 23, 28, 36",MONTECARLO,1,0,ハズレ,0,"01, 04, 10, 16, 17, 28, 36",MONTECARLO,1,0,ハズレ,0,"01, 04, 06, 16, 23, 29, 30",MONTECARLO,0,1,ハズレ,0,"05, 06, 13, 17, 18, 24, 32",MONTECARLO,1,0,ハズレ,0,"02, 03, 08, 11, 17, 19, 29",MULTI_AGENT_PPO,2,1,ハズレ,0,"09, 11, 12, 13, 15, 21, 29",MULTI_AGENT_PPO,1,1,ハズレ,0,"03, 10, 24, 26, 30, 33, 34",DIFFUSION,1,1,ハズレ,0,"05, 09, 12, 18, 21, 35, 37",MULTI_AGENT_PPO,1,0,ハズレ,0,"03, 09, 14, 15, 21, 25, 35",MULTI_AGENT_PPO,1,0,ハズレ,0
2013-12-20,38,"04, 14, 19, 22, 24, 29, 34","08, 31",10,3000,0,-3000,ハズレ,2,0,"06, 08, 13, 19, 23, 28, 36",MCTS,1,1,ハズレ,0,"04, 06, 08, 13, 23, 28, 36",MCTS,1,1,ハズレ,0,"06, 08, 13, 23, 28, 29, 36",MCTS,1,1,ハズレ,0,"06, 08, 13, 16, 23, 28, 36",MCTS,0,1,ハズレ,0,"04, 06, 08, 13, 19, 23, 28",MCTS,2,1,ハズレ,0,"06, 08, 13, 16, 19, 28, 36",GRADE3,1,1,ハズレ,0,"06, 08, 13, 16, 19, 23, 28",MCTS,1,1,ハズレ,0,"10, 11, 14, 17, 23, 28, 36",MONTECARLO,1,0,ハズレ,0,"01, 06, 13, 19, 23, 28, 36",MCTS,1,0,ハズレ,0,"06, 08, 13, 16, 19, 23, 36",GRADE3,1,1,ハズレ,0
2013-12-27,39,"07, 13, 19, 23, 25, 26, 30","01, 18",10,3000,0,-3000,ハズレ,2,0,"01, 04, 19, 24, 28, 29, 36",MCTS,1,1,ハズレ,0,"04, 08, 19, 24, 28, 29, 36",MCTS,1,0,ハズレ,0,"01, 04, 08, 19, 24, 28, 29",MCTS,1,1,ハズレ,0,"04, 06, 19, 24, 28, 29, 36",MCTS,1,0,ハズレ,0,"04, 06, 08, 19, 24, 28, 29",GRADE3,1,0,ハズレ,0,"01, 04, 06, 19, 24, 28, 29",MCTS,1,1,ハズレ,0,"04, 06, 08, 19, 24, 29, 36",GRADE3,1,0,ハズレ,0,"04, 13, 19, 24, 28, 29, 36",MCTS,2,0,ハズレ,0,"04, 06, 08, 24, 28, 29, 36",GRADE3,0,0,ハズレ,0,"04, 06, 16, 19, 24, 28, 29",MCTS,1,0,ハズレ,0
2014-01-10,40,"02, 06, 11, 23, 26, 31, 34","07, 20",10,3000,0,-3000,ハズレ,1,0,"04, 07, 08, 13, 19, 23, 28",MCTS,1,1,ハズレ,0,"04, 07, 13, 19, 23, 24, 28",MCTS,1,1,ハズレ,0,"04, 08, 13, 19, 23, 29, 30",MCTS,1,0,ハズレ,0,"04, 13, 19, 23, 24, 28, 29",MCTS,1,0,ハズレ,0,"04, 07, 13, 19, 24, 28, 30",MONTECARLO,0,1,ハズレ,0,"04, 13, 19, 23, 24, 29, 30",MCTS,1,0,ハズレ,0,"04, 13, 19, 23, 24, 28, 30",MCTS,1,0,ハズレ,0,"04, 08, 13, 19, 23, 28, 29",MCTS,1,0,ハズレ,0,"04, 07, 13, 19, 23, 28, 29",MCTS,1,1,ハズレ,0,"04, 13, 19, 23, 24, 29, 36",GRADE3,1,0,ハズレ,0
2014-01-17,41,"02, 03, 08, 15, 34, 35, 36","25, 28",10,3000,0,-3000,ハズレ,3,0,"06, 13, 19, 23, 26, 28, 34",MCTS,1,1,ハズレ,0,"04, 06, 13, 19, 23, 29, 34",MCTS,1,0,ハズレ,0,"04, 06, 13, 19, 23, 28, 34",MCTS,1,1,ハズレ,0,"04, 06, 08, 13, 19, 23, 34",MCTS,2,0,ハズレ,0,"04, 06, 13, 19, 23, 34, 36",MCTS,2,0,ハズレ,0,"06, 08, 13, 19, 23, 28, 34",MCTS,2,1,ハズレ,0,"06, 08, 13, 19, 23, 34, 36",MONTECARLO,3,0,ハズレ,0,"06, 13, 19, 23, 24, 28, 34",MCTS,1,1,ハズレ,0,"04, 13, 19, 23, 28, 29, 34",GRADE3,1,1,ハズレ,0,"06, 13, 19, 23, 28, 29, 34",MCTS,1,1,ハズレ,0
2014-01-24,42,"02, 15, 16, 17, 23, 31, 33","08, 26",10,3000,0,-3000,ハズレ,2,0,"02, 08, 13, 19, 23, 34, 36",GRADE3,2,1,ハズレ,0,"02, 06, 13, 19, 23, 34, 36",MCTS,2,0,ハズレ,0,"02, 06, 08, 13, 19, 23, 34",GRADE3,2,1,ハズレ,0,"06, 08, 13, 19, 23, 34, 36",MCTS,1,1,ハズレ,0,"02, 06, 08, 19, 23, 34, 36",MCTS,2,1,ハズレ,0,"02, 06, 08, 13, 23, 34, 36",GRADE3,2,1,ハズレ,0,"02, 06, 19, 23, 28, 34, 36",MCTS,2,0,ハズレ,0,"02, 06, 08, 13, 19, 23, 36",MCTS,2,1,ハズレ,0,"06, 08, 13, 19, 23, 29, 34",MCTS,1,1,ハズレ,0,"02, 06, 19, 23, 29, 34, 36",MCTS,2,0,ハズレ,0
2014-01-31,43,"04, 06, 07, 08, 24, 31, 37","05, 13",10,3000,1000,-2000,6等,3,1,"02, 06, 13, 19, 23, 26, 34",MCTS,1,1,ハズレ,0,"02, 08, 11, 15, 23, 29, 34",MONTECARLO,1,0,ハズレ,0,"02, 04, 08, 16, 19, 23, 34",MONTECARLO,2,0,ハズレ,0,"06, 08, 13, 19, 24, 29, 36",MONTECARLO,3,1,6等,1000,"01, 06, 13, 15, 30, 33, 36",DIFFUSION,1,1,ハズレ,0,"11, 16, 18, 26, 28, 30, 31",MULTI_AGENT_PPO,1,0,ハズレ,0,"10, 11, 16, 18, 25, 33, 35",DIFFUSION,0,0,ハズレ,0,"07, 14, 22, 24, 25, 29, 36",MONTECARLO,2,0,ハズレ,0,"10, 14, 15, 21, 25, 26, 31",DIFFUSION,1,0,ハズレ,0,"01, 04, 17, 18, 27, 31, 32",MULTI_AGENT_PPO,2,0,ハズレ,0
2014-02-07,44,"03, 04, 06, 15, 27, 28, 29","01, 14",10,3000,1400,-1600,5等,4,1,"02, 08, 15, 19, 23, 31, 34",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 23, 34, 36",GRADE3,2,0,ハズレ,0,"04, 07, 08, 13, 15, 23, 30",MONTECARLO,2,0,ハズレ,0,"02, 04, 07, 15, 19, 34, 36",MONTECARLO,2,0,ハズレ,0,"07, 12, 13, 19, 24, 28, 29",MONTECARLO,2,0,ハズレ,0,"03, 06, 11, 16, 28, 29, 36",DIFFUSION,4,0,5等,1400,"10, 11, 14, 17, 21, 28, 30",DIFFUSION,1,1,ハズレ,0,"05, 06, 11, 12, 26, 31, 37",DIFFUSION,1,0,ハズレ,0,"13, 14, 17, 18, 33, 35, 37",MULTI_AGENT_PPO,0,1,ハズレ,0,"12, 17, 20, 21, 22, 27, 35",MULTI_AGENT_PPO,1,0,ハズレ,0
2014-02-14,45,"01, 02, 09, 18, 21, 27, 33","25, 31",10,3000,0,-3000,ハズレ,1,0,"02, 04, 06, 08, 15, 23, 34",MCTS,1,0,ハズレ,0,"02, 04, 08, 15, 19, 23, 34",GRADE3,1,0,ハズレ,0,"02, 04, 06, 15, 19, 23, 34",GRADE3,1,0,ハズレ,0,"02, 06, 08, 15, 19, 23, 34",GRADE3,1,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 28",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 36",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",MCTS,1,0,ハズレ,0,"04, 06, 08, 15, 19, 23, 34",GRADE3,0,0,ハズレ,0,"02, 04, 06, 07, 08, 15, 23",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 19, 23",MCTS,1,0,ハズレ,0
2014-02-21,46,"02, 05, 06, 15, 23, 27, 30","04, 35",10,3000,2800,-200,5等,4,2,"02, 04, 06, 08, 15, 23, 31",MCTS,4,1,5等,1400,"02, 03, 08, 15, 23, 26, 34",MONTECARLO,3,0,ハズレ,0,"02, 06, 07, 15, 23, 28, 29",MONTECARLO,4,0,5等,1400,"01, 04, 08, 24, 28, 29, 33",MONTECARLO,0,1,ハズレ,0,"03, 04, 06, 14, 24, 29, 33",DIFFUSION,1,1,ハズレ,0,"03, 13, 16, 24, 28, 34, 36",MONTECARLO,0,0,ハズレ,0,"07, 09, 10, 11, 13, 19, 26",MULTI_AGENT_PPO,0,0,ハズレ,0,"01, 09, 13, 17, 27, 31, 36",MULTI_AGENT_PPO,1,0,ハズレ,0,"05, 16, 25, 27, 30, 34, 36",DIFFUSION,3,0,ハズレ,0,"01, 14, 17, 18, 21, 22, 30",DIFFUSION,1,0,ハズレ,0
2014-02-28,47,"02, 09, 11, 14, 20, 21, 36","06, 15",10,3000,0,-3000,ハズレ,1,0,"02, 04, 06, 15, 23, 29, 34",MCTS,1,2,ハズレ,0,"02, 04, 06, 08, 15, 23, 34",MCTS,1,2,ハズレ,0,"02, 04, 06, 15, 19, 23, 34",MCTS,1,2,ハズレ,0,"02, 04, 06, 15, 23, 28, 34",MCTS,1,2,ハズレ,0,"02, 04, 06, 08, 15, 23, 28",GRADE3,1,2,ハズレ,0,"02, 06, 15, 19, 23, 28, 34",MCTS,1,2,ハズレ,0,"02, 04, 06, 15, 19, 23, 28",MCTS,1,2,ハズレ,0,"02, 04, 06, 15, 19, 23, 29",MCTS,1,2,ハズレ,0,"02, 04, 06, 08, 15, 19, 23",MCTS,1,2,ハズレ,0,"02, 06, 15, 23, 24, 28, 34",MCTS,1,2,ハズレ,0
2014-03-07,48,"03, 05, 24, 26, 29, 30, 34","08, 35",10,3000,0,-3000,ハズレ,1,0,"02, 04, 06, 08, 15, 23, 36",MCTS,0,1,ハズレ,0,"02, 04, 06, 08, 15, 23, 34",MCTS,1,1,ハズレ,0,"02, 04, 06, 15, 19, 23, 34",MCTS,1,0,ハズレ,0,"04, 06, 15, 23, 27, 28, 29",MONTECARLO,1,0,ハズレ,0,"02, 04, 06, 15, 23, 28, 34",MCTS,1,0,ハズレ,0,"02, 06, 08, 15, 19, 23, 34",MCTS,1,1,ハズレ,0,"02, 04, 06, 15, 23, 28, 33",MCTS,0,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",MCTS,1,1,ハズレ,0,"02, 04, 06, 08, 15, 23, 33",MCTS,0,1,ハズレ,0,"02, 06, 08, 15, 19, 23, 36",MCTS,0,1,ハズレ,0
2014-03-14,49,"08, 11, 12, 17, 24, 26, 27","14, 21",10,3000,0,-3000,ハズレ,2,0,"02, 04, 06, 15, 23, 30, 34",MCTS,0,0,ハズレ,0,"02, 06, 15, 23, 24, 30, 34",MCTS,1,0,ハズレ,0,"02, 04, 06, 15, 23, 29, 34",MCTS,0,0,ハズレ,0,"02, 04, 06, 15, 23, 34, 36",MCTS,0,0,ハズレ,0,"02, 04, 06, 15, 23, 24, 34",MCTS,1,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 34",GRADE3,1,0,ハズレ,0,"02, 04, 06, 15, 23, 28, 34",MCTS,0,0,ハズレ,0,"02, 06, 08, 15, 23, 24, 34",GRADE3,2,0,ハズレ,0,"02, 04, 06, 08, 15, 23, 24",GRADE3,2,0,ハズレ,0,"02, 04, 06, 23, 24, 30, 34",MCTS,1,0,ハズレ,0
2014-03-21,50,"03, 04, 07, 08, 15, 24, 29","11, 16",10,3000,1400,-1600,5等,4,1,"02, 06, 08, 15, 23, 26, 34",MCTS,2,0,ハズレ,0,"02, 06, 15, 23, 24, 26, 34",GRADE3,2,0,ハズレ,0,"02, 06, 08, 15, 23, 24, 34",MCTS,3,0,ハズレ,0,"02, 06, 08, 15, 23, 24, 26",MCTS,3,0,ハズレ,0,"02, 06, 23, 24, 26, 29, 34",MCTS,2,0,ハズレ,0,"02, 06, 08, 23, 24, 26, 34",MCTS,2,0,ハズレ,0,"02, 06, 08, 15, 23, 24, 29",MCTS,4,0,5等,1400,"02, 04, 06, 08, 15, 23, 34",MCTS,3,0,ハズレ,0,"02, 06, 08, 15, 23, 29, 36",MCTS,3,0,ハズレ,0,"02, 04, 06, 23, 24, 26, 34",MCTS,2,0,ハズレ,0
