検証回数,初期学習回数,検証開始回相当,1回あたり口数,1口購入金額,1口目平均一致数,全口ベスト平均一致数,1口目_3個以上率,1口目_4個以上率,1口目_5個以上率,全口ベスト_3個以上率,全口ベスト_4個以上率,全口ベスト_5個以上率,全口ベスト_6個以上率,総購入金額,総当せん金額,総収支,総回収率,全予測口等級分布,各回ベスト等級分布,1口目一致数分布,全口ベスト一致数分布,最適化重み,未処理回数,完全完了
678,1,2,10,300,1.387906,2.138643,0.131268,0.017699,0.001475,0.362832,0.084071,0.010324,0.0,2034000,452700,-1581300,0.222566,"{'4等': 13, '5等': 111, '6等': 179, 'ハズレ': 6477}","{'4等': 7, '5等': 50, '6等': 68, 'ハズレ': 553}","{0: 136, 1: 245, 2: 208, 3: 77, 4: 11, 5: 1}","{0: 36, 1: 144, 2: 252, 3: 189, 4: 50, 5: 7}","{'single': 1.0, 'pair': 1.15, 'triple': 1.25, 'memory': 1.45, 'grade6': 1.75, 'structure': 1.0, 'diversity': 0.25, 'memory5': 1.6, 'meta': 0.45, 'cluster': 0.25, 'cycle': 0.55, 'diffusion': 0.35, 'ppo': 0.35, 'meta6': 0.85, 'shap': 0.25}",0,True
