combo,score
02-04-11-25-37,0.29974422
02-04-14-25-37,0.29974422
02-09-11-14-25,0.29974422
02-09-11-14-37,0.29974422
02-09-11-25-37,0.29974422
02-09-14-25-37,0.29974422
02-11-14-25-37,0.29974422
04-09-11-14-25,0.29974422
04-09-11-14-37,0.29974422
04-09-11-25-37,0.29974422
04-09-14-25-37,0.29974422
04-11-14-25-37,0.29974422
09-11-14-25-37,0.29974422
04-09-13-18-26,0.29734627
04-09-13-18-28,0.29734627
04-09-13-18-36,0.29734627
04-09-13-26-28,0.29734627
04-09-13-28-36,0.29734627
04-09-18-26-28,0.29734627
04-09-18-26-36,0.29734627
04-09-18-28-36,0.29734627
04-09-26-28-36,0.29734627
04-13-18-26-28,0.29734627
04-13-18-26-36,0.29734627
04-13-18-28-36,0.29734627
04-13-26-28-36,0.29734627
04-18-26-28-36,0.29734627
09-13-18-26-28,0.29734627
09-13-18-26-36,0.29734627
09-13-18-28-36,0.29734627
09-13-26-28-36,0.29734627
09-18-26-28-36,0.29734627
13-18-26-28-36,0.29734627
04-06-09-11-14,0.2949675
04-06-09-11-28,0.2949675
04-06-09-11-30,0.2949675
04-06-09-14-28,0.2949675
04-06-09-14-30,0.2949675
04-06-09-28-30,0.2949675
04-06-11-14-28,0.2949675
04-06-11-14-30,0.2949675
04-06-11-28-30,0.2949675
04-06-14-28-30,0.2949675
04-09-11-14-28,0.2949675
04-09-11-14-30,0.2949675
04-09-11-28-30,0.2949675
04-09-14-28-30,0.2949675
04-11-14-28-30,0.2949675
06-09-11-14-28,0.2949675
06-09-11-14-30,0.2949675
06-09-11-28-30,0.2949675
06-09-14-28-30,0.2949675
06-11-14-28-30,0.2949675
09-11-14-28-30,0.2949675
01-11-13-28-29,0.29260776
01-11-13-28-30,0.29260776
01-11-13-28-34,0.29260776
01-11-13-29-30,0.29260776
01-11-13-29-34,0.29260776
01-11-13-30-34,0.29260776
01-11-28-29-30,0.29260776
01-11-28-29-34,0.29260776
01-11-28-30-34,0.29260776
01-11-29-30-34,0.29260776
01-13-28-29-30,0.29260776
01-13-28-29-34,0.29260776
01-13-28-30-34,0.29260776
01-13-29-30-34,0.29260776
11-13-28-29-30,0.29260776
11-13-28-29-34,0.29260776
11-13-28-30-34,0.29260776
11-13-29-30-34,0.29260776
11-28-29-30-34,0.29260776
13-28-29-30-34,0.29260776
07-09-13-14-22,0.2902669
07-09-13-14-26,0.2902669
07-09-13-22-26,0.2902669
07-09-13-22-29,0.2902669
07-09-13-26-29,0.2902669
07-09-14-22-26,0.2902669
07-09-14-22-29,0.2902669
07-09-14-26-29,0.2902669
07-09-22-26-29,0.2902669
07-13-14-22-26,0.2902669
07-13-14-22-29,0.2902669
07-13-14-26-29,0.2902669
07-13-22-26-29,0.2902669
07-14-22-26-29,0.2902669
09-13-14-22-26,0.2902669
09-13-14-22-29,0.2902669
09-13-14-26-29,0.2902669
09-13-22-26-29,0.2902669
09-14-22-26-29,0.2902669
13-14-22-26-29,0.2902669
05-07-10-19-30,0.28794476
05-07-10-19-32,0.28794476
05-07-10-19-33,0.28794476
05-07-10-30-32,0.28794476
05-07-10-30-33,0.28794476
05-07-10-32-33,0.28794476
05-07-19-30-32,0.28794476
05-07-19-30-33,0.28794476
05-07-19-32-33,0.28794476
05-07-30-32-33,0.28794476
05-10-19-30-32,0.28794476
05-10-19-30-33,0.28794476
05-10-19-32-33,0.28794476
05-10-30-32-33,0.28794476
05-19-30-32-33,0.28794476
07-10-19-30-32,0.28794476
07-10-19-30-33,0.28794476
07-10-19-32-33,0.28794476
07-10-30-32-33,0.28794476
07-19-30-32-33,0.28794476
10-19-30-32-33,0.28794476
04-08-12-25-27,0.2856412
04-08-12-25-32,0.2856412
04-08-12-25-34,0.2856412
04-08-12-27-32,0.2856412
04-08-12-27-34,0.2856412
04-08-12-32-34,0.2856412
04-08-25-27-34,0.2856412
04-08-25-32-34,0.2856412
04-08-27-32-34,0.2856412
04-12-25-27-32,0.2856412
04-12-25-27-34,0.2856412
04-12-25-32-34,0.2856412
04-12-27-32-34,0.2856412
04-25-27-32-34,0.2856412
08-12-25-27-32,0.2856412
08-12-25-27-34,0.2856412
08-12-25-32-34,0.2856412
08-12-27-32-34,0.2856412
08-25-27-32-34,0.2856412
12-25-27-32-34,0.2856412
04-13-17-19-20,0.28335608
04-13-17-19-26,0.28335608
04-13-17-19-29,0.28335608
04-13-17-20-26,0.28335608
04-13-17-20-29,0.28335608
04-13-17-26-29,0.28335608
04-13-19-20-26,0.28335608
04-13-19-20-29,0.28335608
04-13-19-26-29,0.28335608
04-13-20-26-29,0.28335608
04-17-19-20-26,0.28335608
04-17-19-20-29,0.28335608
04-17-19-26-29,0.28335608
04-17-20-26-29,0.28335608
04-19-20-26-29,0.28335608
13-17-19-20-26,0.28335608
13-17-19-20-29,0.28335608
13-17-19-26-29,0.28335608
13-17-20-26-29,0.28335608
13-19-20-26-29,0.28335608
17-19-20-26-29,0.28335608
11-14-17-18-21,0.28108923
11-14-17-18-25,0.28108923
11-14-17-18-31,0.28108923
11-14-17-21-25,0.28108923
11-14-17-21-31,0.28108923
11-14-17-25-31,0.28108923
11-14-18-21-25,0.28108923
11-14-18-21-31,0.28108923
11-14-18-25-31,0.28108923
11-14-21-25-31,0.28108923
11-17-18-21-25,0.28108923
11-17-18-21-31,0.28108923
11-17-18-25-31,0.28108923
11-17-21-25-31,0.28108923
11-18-21-25-31,0.28108923
14-17-18-21-25,0.28108923
14-17-18-25-31,0.28108923
14-17-21-25-31,0.28108923
14-18-21-25-31,0.28108923
17-18-21-25-31,0.28108923
04-17-22-27-29,0.27884051
04-17-22-27-31,0.27884051
04-17-22-27-34,0.27884051
04-17-22-29-31,0.27884051
04-17-22-29-34,0.27884051
04-17-22-31-34,0.27884051
04-17-27-29-34,0.27884051
04-17-27-31-34,0.27884051
04-17-29-31-34,0.27884051
04-22-27-29-31,0.27884051
04-22-27-29-34,0.27884051
04-22-27-31-34,0.27884051
04-22-29-31-34,0.27884051
04-27-29-31-34,0.27884051
17-22-27-29-31,0.27884051
17-22-27-29-34,0.27884051
17-22-27-31-34,0.27884051
17-22-29-31-34,0.27884051
17-27-29-31-34,0.27884051
22-27-29-31-34,0.27884051
03-17-19-27-28,0.27660979
03-17-19-27-32,0.27660979
03-17-19-27-35,0.27660979
03-17-19-28-32,0.27660979
03-17-19-32-35,0.27660979
03-17-27-28-32,0.27660979
03-17-27-28-35,0.27660979
03-17-27-32-35,0.27660979
03-17-28-32-35,0.27660979
03-19-27-28-32,0.27660979
03-19-27-28-35,0.27660979
03-19-27-32-35,0.27660979
03-19-28-32-35,0.27660979
03-27-28-32-35,0.27660979
17-19-27-28-32,0.27660979
17-19-27-28-35,0.27660979
17-19-27-32-35,0.27660979
17-19-28-32-35,0.27660979
17-27-28-32-35,0.27660979
19-27-28-32-35,0.27660979
09-14-24-36-37,0.27468672
01-10-12-19-22,0.27439691
01-10-12-19-25,0.27439691
01-10-12-19-37,0.27439691
01-10-12-22-25,0.27439691
01-10-12-22-37,0.27439691
01-10-12-25-37,0.27439691
01-10-19-22-25,0.27439691
01-10-19-22-37,0.27439691
01-10-19-25-37,0.27439691
01-10-22-25-37,0.27439691
01-12-19-22-25,0.27439691
01-12-19-22-37,0.27439691
01-12-19-25-37,0.27439691
01-12-22-25-37,0.27439691
01-19-22-25-37,0.27439691
10-12-19-22-25,0.27439691
10-12-19-25-37,0.27439691
10-12-22-25-37,0.27439691
10-19-22-25-37,0.27439691
12-19-22-25-37,0.27439691
01-07-09-29-32,0.27291703
21-24-25-27-30,0.27220173
21-24-25-27-33,0.27220173
21-24-25-27-36,0.27220173
21-24-25-30-33,0.27220173
21-24-25-30-36,0.27220173
21-24-25-33-36,0.27220173
21-24-27-30-36,0.27220173
21-24-27-33-36,0.27220173
21-24-30-33-36,0.27220173
21-25-27-30-33,0.27220173
21-25-27-30-36,0.27220173
21-25-27-33-36,0.27220173
21-25-30-33-36,0.27220173
21-27-30-33-36,0.27220173
24-25-27-30-33,0.27220173
24-25-27-30-36,0.27220173
24-25-30-33-36,0.27220173
24-27-30-33-36,0.27220173
25-27-30-33-36,0.27220173
09-22-25-28-33,0.27002412
09-22-25-28-34,0.27002412
09-22-25-28-37,0.27002412
09-22-25-33-34,0.27002412
09-22-25-33-37,0.27002412
09-22-25-34-37,0.27002412
09-22-28-33-34,0.27002412
09-22-28-33-37,0.27002412
09-22-28-34-37,0.27002412
09-22-33-34-37,0.27002412
09-25-28-33-34,0.27002412
09-25-28-33-37,0.27002412
09-25-28-34-37,0.27002412
09-25-33-34-37,0.27002412
09-28-33-34-37,0.27002412
22-25-28-33-34,0.27002412
22-25-28-34-37,0.27002412
22-25-33-34-37,0.27002412
22-28-33-34-37,0.27002412
25-28-33-34-37,0.27002412
01-02-08-14-17,0.26786393
01-02-08-14-21,0.26786393
01-02-08-14-34,0.26786393
01-02-08-17-21,0.26786393
01-02-08-17-34,0.26786393
01-02-08-21-34,0.26786393
01-02-14-17-21,0.26786393
01-02-14-17-34,0.26786393
01-02-14-21-34,0.26786393
01-02-17-21-34,0.26786393
01-08-14-17-21,0.26786393
01-08-14-17-34,0.26786393
01-08-14-21-34,0.26786393
01-08-17-21-34,0.26786393
01-14-17-21-34,0.26786393
02-08-14-17-21,0.26786393
02-08-14-17-34,0.26786393
02-08-14-21-34,0.26786393
02-08-17-21-34,0.26786393
02-14-17-21-34,0.26786393
08-14-17-21-34,0.26786393
05-08-11-24-30,0.26572102
05-08-11-24-32,0.26572102
05-08-11-24-36,0.26572102
05-08-11-30-32,0.26572102
05-08-11-30-36,0.26572102
05-08-11-32-36,0.26572102
05-08-24-30-32,0.26572102
05-08-24-30-36,0.26572102
05-08-24-32-36,0.26572102
05-08-30-32-36,0.26572102
05-11-24-30-32,0.26572102
05-11-24-30-36,0.26572102
05-11-24-32-36,0.26572102
05-11-30-32-36,0.26572102
05-24-30-32-36,0.26572102
08-11-24-30-32,0.26572102
08-11-24-30-36,0.26572102
08-11-24-32-36,0.26572102
08-11-30-32-36,0.26572102
08-24-30-32-36,0.26572102
11-24-30-32-36,0.26572102
13-16-18-19-20,0.26475777
03-06-10-16-26,0.26359525
03-06-10-16-29,0.26359525
03-06-10-16-31,0.26359525
03-06-10-26-29,0.26359525
03-06-10-26-31,0.26359525
03-06-10-29-31,0.26359525
03-06-16-26-29,0.26359525
03-06-16-26-31,0.26359525
03-06-16-29-31,0.26359525
03-10-16-26-29,0.26359525
03-10-16-26-31,0.26359525
03-10-16-29-31,0.26359525
03-10-26-29-31,0.26359525
03-16-26-29-31,0.26359525
06-10-16-26-29,0.26359525
06-10-16-26-31,0.26359525
06-10-16-29-31,0.26359525
06-10-26-29-31,0.26359525
06-16-26-29-31,0.26359525
10-16-26-29-31,0.26359525
07-12-15-16-18,0.26148649
07-12-15-16-25,0.26148649
07-12-15-16-36,0.26148649
07-12-15-18-25,0.26148649
07-12-15-18-36,0.26148649
07-12-15-25-36,0.26148649
07-12-16-18-25,0.26148649
07-12-16-18-36,0.26148649
07-12-16-25-36,0.26148649
07-12-18-25-36,0.26148649
07-15-16-18-25,0.26148649
07-15-16-18-36,0.26148649
07-15-16-25-36,0.26148649
07-15-18-25-36,0.26148649
07-16-18-25-36,0.26148649
12-15-16-18-25,0.26148649
12-15-16-18-36,0.26148649
12-15-16-25-36,0.26148649
12-15-18-25-36,0.26148649
12-16-18-25-36,0.26148649
15-16-18-25-36,0.26148649
19-22-32-35-37,0.26014698
03-15-17-22-26,0.25939459
03-15-17-22-27,0.25939459
03-15-17-22-28,0.25939459
03-15-17-26-27,0.25939459
03-15-17-26-28,0.25939459
03-15-17-27-28,0.25939459
03-15-22-26-27,0.25939459
03-15-22-26-28,0.25939459
03-15-22-27-28,0.25939459
03-15-26-27-28,0.25939459
03-17-22-26-27,0.25939459
03-17-22-26-28,0.25939459
03-17-22-27-28,0.25939459
03-17-26-27-28,0.25939459
03-22-26-27-28,0.25939459
15-17-22-26-27,0.25939459
15-17-22-26-28,0.25939459
15-17-22-27-28,0.25939459
15-17-26-27-28,0.25939459
15-22-26-27-28,0.25939459
17-22-26-27-28,0.25939459
01-05-10-17-20,0.25731944
01-05-10-17-27,0.25731944
01-05-10-17-37,0.25731944
01-05-10-20-27,0.25731944
01-05-10-20-37,0.25731944
01-05-10-27-37,0.25731944
01-05-17-20-27,0.25731944
01-05-17-20-37,0.25731944
01-05-17-27-37,0.25731944
01-05-20-27-37,0.25731944
01-10-17-20-27,0.25731944
01-10-17-20-37,0.25731944
01-10-17-27-37,0.25731944
01-10-20-27-37,0.25731944
01-17-20-27-37,0.25731944
05-10-17-20-27,0.25731944
05-10-17-20-37,0.25731944
05-10-17-27-37,0.25731944
05-10-20-27-37,0.25731944
05-17-20-27-37,0.25731944
10-17-20-27-37,0.25731944
01-04-10-13-15,0.25526088
01-04-10-13-19,0.25526088
01-04-10-13-37,0.25526088
01-04-10-15-19,0.25526088
01-04-10-15-37,0.25526088
01-04-10-19-37,0.25526088
01-04-13-15-19,0.25526088
01-04-13-15-37,0.25526088
01-04-13-19-37,0.25526088
01-04-15-19-37,0.25526088
01-10-13-15-19,0.25526088
01-10-13-15-37,0.25526088
01-10-13-19-37,0.25526088
01-10-15-19-37,0.25526088
01-13-15-19-37,0.25526088
04-10-13-15-19,0.25526088
04-10-13-15-37,0.25526088
04-10-13-19-37,0.25526088
04-10-15-19-37,0.25526088
04-13-15-19-37,0.25526088
10-13-15-19-37,0.25526088
05-07-17-22-25,0.2532188
05-07-17-22-26,0.2532188
05-07-17-22-28,0.2532188
05-07-17-25-26,0.2532188
05-07-17-25-28,0.2532188
05-07-17-26-28,0.2532188
05-07-22-25-26,0.2532188
05-07-22-25-28,0.2532188
05-07-22-26-28,0.2532188
05-07-25-26-28,0.2532188
05-17-22-25-26,0.2532188
05-17-22-25-28,0.2532188
05-17-22-26-28,0.2532188
05-17-25-26-28,0.2532188
05-22-25-26-28,0.2532188
07-17-22-25-26,0.2532188
07-17-22-25-28,0.2532188
07-17-22-26-28,0.2532188
07-17-25-26-28,0.2532188
07-22-25-26-28,0.2532188
17-22-25-26-28,0.2532188
01-09-14-24-28,0.25119304
01-09-14-24-36,0.25119304
01-09-14-24-37,0.25119304
01-09-14-28-36,0.25119304
01-09-14-28-37,0.25119304
01-09-14-36-37,0.25119304
01-09-24-28-36,0.25119304
01-09-24-28-37,0.25119304
01-09-24-36-37,0.25119304
01-09-28-36-37,0.25119304
01-14-24-28-36,0.25119304
01-14-24-28-37,0.25119304
01-14-24-36-37,0.25119304
01-14-28-36-37,0.25119304
01-24-28-36-37,0.25119304
09-14-24-28-36,0.25119304
09-14-24-28-37,0.25119304
09-14-28-36-37,0.25119304
09-24-28-36-37,0.25119304
14-24-28-36-37,0.25119304
03-05-09-11-17,0.2491835
03-05-09-11-33,0.2491835
03-05-09-11-37,0.2491835
03-05-09-17-33,0.2491835
03-05-09-17-37,0.2491835
03-05-09-33-37,0.2491835
03-05-11-17-33,0.2491835
03-05-11-17-37,0.2491835
03-05-11-33-37,0.2491835
03-05-17-33-37,0.2491835
03-09-11-17-33,0.2491835
03-09-11-17-37,0.2491835
03-09-11-33-37,0.2491835
03-09-17-33-37,0.2491835
03-11-17-33-37,0.2491835
05-09-11-17-33,0.2491835
05-09-11-17-37,0.2491835
05-09-11-33-37,0.2491835
05-09-17-33-37,0.2491835
05-11-17-33-37,0.2491835
09-11-17-33-37,0.2491835
05-08-15-25-27,0.24897057
10-14-22-26-27,0.24719003
10-14-22-26-32,0.24719003
10-14-22-26-33,0.24719003
10-14-22-27-32,0.24719003
10-14-22-27-33,0.24719003
10-14-22-32-33,0.24719003
10-14-26-27-32,0.24719003
10-14-26-27-33,0.24719003
10-14-26-32-33,0.24719003
10-14-27-32-33,0.24719003
10-22-26-27-32,0.24719003
10-22-26-27-33,0.24719003
10-22-26-32-33,0.24719003
10-26-27-32-33,0.24719003
14-22-26-27-32,0.24719003
14-22-26-27-33,0.24719003
14-22-26-32-33,0.24719003
14-22-27-32-33,0.24719003
14-26-27-32-33,0.24719003
22-26-27-32-33,0.24719003
01-05-06-09-16,0.24521251
01-05-06-09-26,0.24521251
01-05-06-09-31,0.24521251
01-05-06-16-26,0.24521251
01-05-06-16-31,0.24521251
01-05-06-26-31,0.24521251
01-05-09-16-26,0.24521251
01-05-09-16-31,0.24521251
01-05-09-26-31,0.24521251
01-05-16-26-31,0.24521251
01-06-09-16-26,0.24521251
01-06-09-16-31,0.24521251
01-06-16-26-31,0.24521251
01-09-16-26-31,0.24521251
05-06-09-16-26,0.24521251
05-06-09-16-31,0.24521251
05-06-09-26-31,0.24521251
05-06-16-26-31,0.24521251
05-09-16-26-31,0.24521251
06-09-16-26-31,0.24521251
04-19-25-26-30,0.24325081
04-19-25-26-32,0.24325081
04-19-25-26-36,0.24325081
04-19-25-30-32,0.24325081
04-19-25-30-36,0.24325081
04-19-25-32-36,0.24325081
04-19-26-30-32,0.24325081
04-19-26-30-36,0.24325081
04-19-26-32-36,0.24325081
04-19-30-32-36,0.24325081
04-25-26-30-32,0.24325081
04-25-26-30-36,0.24325081
04-25-26-32-36,0.24325081
04-25-30-32-36,0.24325081
04-26-30-32-36,0.24325081
19-25-26-30-32,0.24325081
19-25-26-30-36,0.24325081
19-25-26-32-36,0.24325081
19-25-30-32-36,0.24325081
19-26-30-32-36,0.24325081
25-26-30-32-36,0.24325081
13-14-21-25-31,0.24144572
08-14-19-22-29,0.24130481
08-14-19-22-31,0.24130481
08-14-19-22-37,0.24130481
08-14-19-29-37,0.24130481
08-14-19-31-37,0.24130481
08-14-22-29-31,0.24130481
08-14-22-29-37,0.24130481
08-14-22-31-37,0.24130481
08-14-29-31-37,0.24130481
08-19-22-29-31,0.24130481
08-19-22-29-37,0.24130481
08-19-22-31-37,0.24130481
08-19-29-31-37,0.24130481
08-22-29-31-37,0.24130481
14-19-22-29-31,0.24130481
14-19-22-29-37,0.24130481
14-19-22-31-37,0.24130481
14-19-29-31-37,0.24130481
14-22-29-31-37,0.24130481
19-22-29-31-37,0.24130481
09-10-12-15-16,0.23937437
09-10-12-15-28,0.23937437
09-10-12-15-36,0.23937437
09-10-12-16-28,0.23937437
09-10-12-16-36,0.23937437
09-10-12-28-36,0.23937437
09-10-15-16-28,0.23937437
09-10-15-16-36,0.23937437
09-10-15-28-36,0.23937437
09-10-16-28-36,0.23937437
09-12-15-16-28,0.23937437
09-12-15-16-36,0.23937437
09-12-15-28-36,0.23937437
09-12-16-28-36,0.23937437
09-15-16-28-36,0.23937437
10-12-15-16-28,0.23937437
10-12-15-16-36,0.23937437
10-12-15-28-36,0.23937437
10-12-16-28-36,0.23937437
10-15-16-28-36,0.23937437
12-15-16-28-36,0.23937437
09-10-13-26-34,0.23802258
01-03-04-05-06,0.23745937
01-03-04-05-29,0.23745937
01-03-04-05-31,0.23745937
01-03-04-06-29,0.23745937
01-03-04-06-31,0.23745937
01-03-04-29-31,0.23745937
01-03-05-06-29,0.23745937
01-03-05-06-31,0.23745937
01-03-05-29-31,0.23745937
01-04-05-06-29,0.23745937
01-04-05-06-31,0.23745937
01-04-05-29-31,0.23745937
01-04-06-29-31,0.23745937
01-05-06-29-31,0.23745937
03-04-05-06-29,0.23745937
03-04-05-06-31,0.23745937
03-04-05-29-31,0.23745937
03-04-06-29-31,0.23745937
03-05-06-29-31,0.23745937
04-05-06-29-31,0.23745937
07-12-17-20-26,0.23677152
05-07-08-13-23,0.2355597
05-07-08-13-26,0.2355597
05-07-08-13-33,0.2355597
05-07-08-23-26,0.2355597
05-07-08-23-33,0.2355597
05-07-08-26-33,0.2355597
05-07-13-23-26,0.2355597
05-07-13-23-33,0.2355597
05-07-13-26-33,0.2355597
05-07-23-26-33,0.2355597
05-08-13-23-26,0.2355597
05-08-13-23-33,0.2355597
05-08-13-26-33,0.2355597
05-08-23-26-33,0.2355597
05-13-23-26-33,0.2355597
07-08-13-23-26,0.2355597
07-08-13-23-33,0.2355597
07-08-13-26-33,0.2355597
07-08-23-26-33,0.2355597
07-13-23-26-33,0.2355597
08-13-23-26-33,0.2355597
01-02-12-17-21,0.23367522
01-02-12-17-22,0.23367522
01-02-12-17-33,0.23367522
01-02-12-21-22,0.23367522
01-02-12-21-33,0.23367522
01-02-12-22-33,0.23367522
01-02-17-21-22,0.23367522
01-02-17-21-33,0.23367522
01-02-17-22-33,0.23367522
01-02-21-22-33,0.23367522
01-12-17-21-22,0.23367522
01-12-17-21-33,0.23367522
01-12-17-22-33,0.23367522
01-12-21-22-33,0.23367522
01-17-21-22-33,0.23367522
02-12-17-21-22,0.23367522
02-12-17-21-33,0.23367522
02-12-17-22-33,0.23367522
02-12-21-22-33,0.23367522
02-17-21-22-33,0.23367522
12-17-21-22-33,0.23367522
01-02-04-07-12,0.23180582
01-02-04-07-14,0.23180582
01-02-04-07-31,0.23180582
01-02-04-12-14,0.23180582
01-02-04-12-31,0.23180582
01-02-04-14-31,0.23180582
01-02-07-12-14,0.23180582
01-02-07-12-31,0.23180582
01-02-07-14-31,0.23180582
01-02-12-14-31,0.23180582
01-04-07-12-14,0.23180582
01-04-07-12-31,0.23180582
01-04-07-14-31,0.23180582
01-04-12-14-31,0.23180582
01-07-12-14-31,0.23180582
02-04-07-12-14,0.23180582
02-04-07-12-31,0.23180582
02-04-07-14-31,0.23180582
02-04-12-14-31,0.23180582
02-07-12-14-31,0.23180582
04-07-12-14-31,0.23180582
17-18-24-30-31,0.22995137
17-18-24-30-32,0.22995137
17-18-24-30-35,0.22995137
17-18-24-31-32,0.22995137
17-18-24-31-35,0.22995137
17-18-24-32-35,0.22995137
17-18-30-31-32,0.22995137
17-18-30-31-35,0.22995137
17-18-30-32-35,0.22995137
17-18-31-32-35,0.22995137
17-24-30-31-32,0.22995137
17-24-30-31-35,0.22995137
17-24-30-32-35,0.22995137
17-24-31-32-35,0.22995137
17-30-31-32-35,0.22995137
18-24-30-31-32,0.22995137
18-24-30-31-35,0.22995137
18-24-30-32-35,0.22995137
18-24-31-32-35,0.22995137
18-30-31-32-35,0.22995137
24-30-31-32-35,0.22995137
05-09-14-18-27,0.22811176
05-09-14-18-32,0.22811176
05-09-14-18-34,0.22811176
05-09-14-27-32,0.22811176
05-09-14-27-34,0.22811176
05-09-14-32-34,0.22811176
05-09-18-27-32,0.22811176
05-09-18-27-34,0.22811176
05-09-18-32-34,0.22811176
05-09-27-32-34,0.22811176
05-14-18-27-32,0.22811176
05-14-18-27-34,0.22811176
05-14-18-32-34,0.22811176
05-14-27-32-34,0.22811176
05-18-27-32-34,0.22811176
09-14-18-27-32,0.22811176
09-14-18-27-34,0.22811176
09-14-18-32-34,0.22811176
09-14-27-32-34,0.22811176
09-18-27-32-34,0.22811176
14-18-27-32-34,0.22811176
06-08-12-20-21,0.22628687
06-08-12-20-24,0.22628687
06-08-12-21-24,0.22628687
06-08-12-21-29,0.22628687
06-08-12-24-29,0.22628687
06-08-20-21-24,0.22628687
06-08-20-21-29,0.22628687
06-08-20-24-29,0.22628687
06-08-21-24-29,0.22628687
06-12-20-21-24,0.22628687
06-12-20-21-29,0.22628687
06-12-20-24-29,0.22628687
06-12-21-24-29,0.22628687
06-20-21-24-29,0.22628687
08-12-20-21-24,0.22628687
08-12-20-21-29,0.22628687
08-12-20-24-29,0.22628687
08-12-21-24-29,0.22628687
08-20-21-24-29,0.22628687
12-20-21-24-29,0.22628687
18-20-24-26-27,0.22447657
18-20-24-26-30,0.22447657
18-20-24-26-33,0.22447657
18-20-24-27-30,0.22447657
18-20-24-27-33,0.22447657
18-20-24-30-33,0.22447657
18-20-26-27-30,0.22447657
18-20-26-27-33,0.22447657
18-20-26-30-33,0.22447657
18-20-27-30-33,0.22447657
18-24-26-27-30,0.22447657
18-24-26-27-33,0.22447657
18-24-26-30-33,0.22447657
18-24-27-30-33,0.22447657
18-26-27-30-33,0.22447657
20-24-26-27-30,0.22447657
20-24-26-27-33,0.22447657
20-24-26-30-33,0.22447657
20-24-27-30-33,0.22447657
20-26-27-30-33,0.22447657
24-26-27-30-33,0.22447657
04-06-13-22-31,0.22442856
24-27-29-34-35,0.22406893
04-06-20-22-24,0.22338094
05-08-15-18-25,0.22268076
05-08-15-18-27,0.22268076
05-08-15-25-36,0.22268076
05-08-15-27-36,0.22268076
05-08-18-25-27,0.22268076
05-08-18-25-36,0.22268076
05-08-18-27-36,0.22268076
05-08-25-27-36,0.22268076
05-15-18-25-27,0.22268076
05-15-18-25-36,0.22268076
05-15-18-27-36,0.22268076
05-15-25-27-36,0.22268076
05-18-25-27-36,0.22268076
08-15-18-25-27,0.22268076
08-15-18-25-36,0.22268076
08-15-18-27-36,0.22268076
08-15-25-27-36,0.22268076
08-18-25-27-36,0.22268076
15-18-25-27-36,0.22268076
09-17-18-22-25,0.22259438
02-16-19-20-22,0.22089931
02-16-19-20-33,0.22089931
02-16-19-20-36,0.22089931
02-16-19-22-33,0.22089931
02-16-19-22-36,0.22089931
02-16-19-33-36,0.22089931
02-16-20-22-33,0.22089931
02-16-20-22-36,0.22089931
02-16-20-33-36,0.22089931
02-16-22-33-36,0.22089931
02-19-20-22-33,0.22089931
02-19-20-33-36,0.22089931
02-19-22-33-36,0.22089931
02-20-22-33-36,0.22089931
16-19-20-22-33,0.22089931
16-19-20-22-36,0.22089931
16-19-20-33-36,0.22089931
16-19-22-33-36,0.22089931
16-20-22-33-36,0.22089931
19-20-22-33-36,0.22089931
10-13-19-21-26,0.22067804
01-02-18-21-29,0.21968271
07-09-12-22-28,0.21913212
07-09-12-22-29,0.21913212
07-09-12-22-32,0.21913212
07-09-12-28-29,0.21913212
07-09-12-28-32,0.21913212
07-09-22-28-29,0.21913212
07-09-22-28-32,0.21913212
07-09-22-29-32,0.21913212
07-09-28-29-32,0.21913212
07-12-22-28-29,0.21913212
07-12-22-28-32,0.21913212
07-12-22-29-32,0.21913212
07-12-28-29-32,0.21913212
07-22-28-29-32,0.21913212
09-12-22-28-29,0.21913212
09-12-22-28-32,0.21913212
09-12-22-29-32,0.21913212
09-12-28-29-32,0.21913212
09-22-28-29-32,0.21913212
12-22-28-29-32,0.21913212
05-13-14-20-21,0.21737906
05-13-14-20-25,0.21737906
05-13-14-20-31,0.21737906
05-13-14-21-25,0.21737906
05-13-14-21-31,0.21737906
05-13-14-25-31,0.21737906
05-13-20-21-25,0.21737906
05-13-20-21-31,0.21737906
05-13-20-25-31,0.21737906
05-13-21-25-31,0.21737906
05-14-20-21-25,0.21737906
05-14-20-21-31,0.21737906
05-14-20-25-31,0.21737906
05-14-21-25-31,0.21737906
05-20-21-25-31,0.21737906
13-14-20-21-25,0.21737906
13-14-20-21-31,0.21737906
13-14-20-25-31,0.21737906
13-20-21-25-31,0.21737906
14-20-21-25-31,0.21737906
07-10-12-15-23,0.21564003
07-10-12-15-31,0.21564003
07-10-12-15-37,0.21564003
07-10-12-23-31,0.21564003
07-10-12-23-37,0.21564003
07-10-12-31-37,0.21564003
07-10-15-23-31,0.21564003
07-10-15-23-37,0.21564003
07-10-15-31-37,0.21564003
07-10-23-31-37,0.21564003
07-12-15-23-31,0.21564003
07-12-15-23-37,0.21564003
07-12-15-31-37,0.21564003
07-12-23-31-37,0.21564003
07-15-23-31-37,0.21564003
10-12-15-23-31,0.21564003
10-12-15-23-37,0.21564003
10-12-15-31-37,0.21564003
10-12-23-31-37,0.21564003
10-15-23-31-37,0.21564003
12-15-23-31-37,0.21564003
03-14-17-21-22,0.21391491
03-14-17-21-32,0.21391491
03-14-17-21-35,0.21391491
03-14-17-22-32,0.21391491
03-14-17-22-35,0.21391491
03-14-17-32-35,0.21391491
03-14-21-22-32,0.21391491
03-14-21-22-35,0.21391491
03-14-21-32-35,0.21391491
