created_at,iteration,genome_id,objective_score,roi_percent,profit,grade_hit_count,high_grade_hit_count,max_main_match,rank_3,rank_4,rank_5,rank_6,best_objective_score,best_roi_percent,best_profit
2026-07-14T00:24:00.831534+00:00,125,g125_0125_9036,5839.92,13.15,-237100,34,0,4,0,0,12,22,31464.01,152.857,144300
2026-07-14T00:28:27.975982+00:00,126,g126_0126_4492,4341.85,9.451,-247200,26,0,4,0,0,6,20,31464.01,152.857,144300
2026-07-14T00:31:21.000242+00:00,127,g127_0127_8124,10979.73,14.725,-232800,30,2,5,0,2,14,14,31464.01,152.857,144300
2026-07-14T00:31:25.044479+00:00,128,g128_0128_5404,8951.09,15.751,-230000,38,1,5,0,1,12,25,31464.01,152.857,144300
2026-07-14T00:33:15.190217+00:00,129,g129_0129_5860,9890.87,17.949,-224000,40,1,5,0,1,17,22,31464.01,152.857,144300
2026-07-14T00:36:08.341930+00:00,130,g130_0130_1001,5073.64,10.256,-245000,26,0,4,0,0,11,15,31464.01,152.857,144300
2026-07-14T00:39:02.445430+00:00,131,g131_0131_9044,9529.35,16.484,-228000,38,1,5,0,1,16,21,31464.01,152.857,144300
2026-07-14T00:40:10.681513+00:00,132,g132_0132_7761,7460.77,16.264,-228600,41,0,4,0,0,20,21,31464.01,152.857,144300
2026-07-14T00:54:18.644214+00:00,133,g133_0133_8081,5676.27,12.015,-240200,30,0,4,0,0,13,17,31464.01,152.857,144300
2026-07-14T01:08:18.709026+00:00,134,g134_0134_7940,5958.76,12.711,-238300,32,0,4,0,0,14,18,31464.01,152.857,144300
2026-07-14T01:10:10.404343+00:00,135,g135_0135_2458,6327.02,13.443,-236300,33,0,4,0,0,16,17,31464.01,152.857,144300
2026-07-14T01:13:03.433972+00:00,136,g136_0136_4845,10961.82,17.802,-224400,34,2,5,0,2,10,22,31464.01,152.857,144300
2026-07-14T01:17:30.339285+00:00,137,g137_0137_9673,6750.59,15.055,-231900,39,0,4,0,0,16,23,31464.01,152.857,144300
2026-07-14T01:27:16.332468+00:00,138,g138_0138_5882,6609.52,14.139,-234400,35,0,4,0,0,17,18,31464.01,152.857,144300
2026-07-14T01:28:24.045704+00:00,139,g139_0139_7128,7283.88,16.557,-227800,42,0,4,0,0,18,24,31464.01,152.857,144300
2026-07-14T01:38:08.951517+00:00,140,g140_0140_2266,7012.67,15.971,-229400,40,0,4,0,0,17,23,31464.01,152.857,144300
