generation,genome_id,score,targets,tickets,max_main_match,rank_1等,rank_2等,rank_3等,rank_4等,rank_5等,rank_6等,rank_外れ,full_weight,recent240_weight,recent120_weight,recent60_weight,pair_weight,pair_recency_weight,pair_stability_weight,triple_weight,dormancy_weight,odd_bonus,sum_bonus,low_high_bonus,consecutive_penalty,overlap_limit,pool_size,target_sum_min,target_sum_max,max_consecutive_pairs,shard_id,num_shards,completed_at
0,g000_0009_9219,19600.541117,620,3100,5,0,0,0,6,59,86,2949,0.005838696000144147,0.303061536832104,0.46227106692689307,0.22882870024085863,0.09106416771007447,0.12208690501881812,0.08309211001937634,0.07487053146165133,0.014033966475799266,0.32696154879431205,0.5580997977146163,0.35970479408672745,0.45094808197558534,6,14,96,179,1,1,4,2026-06-11T08:10:32.928394+00:00
0,g000_0013_2892,18852.717586,620,3100,5,0,0,0,7,44,78,2971,0.19244649468111075,0.25333197162609455,0.26250338731304595,0.29171814637974874,0.1711552220128805,0.17354213418107906,0.07468305682558805,0.03755459128155521,0.018467305304507502,0.6425677852325515,0.3195466651771776,0.29002267617691996,0.3193654929916986,5,16,102,164,1,1,4,2026-06-11T08:14:28.126547+00:00
0,g000_0005_2323,17777.470337,620,3100,5,0,0,0,5,49,71,2975,0.3015420739602368,0.31851664012727904,0.29484336756788865,0.08509791834459549,0.18578522869205155,0.08135618835159518,0.0967520039393501,0.08996579092525823,0.0316746257990559,0.4126685737994532,0.14760852831478377,0.44760008088720965,0.13578905515087922,4,20,101,179,2,1,4,2026-06-11T08:46:05.216813+00:00
0,g000_0017_6846,20027.118397,620,3100,5,0,0,0,9,46,67,2978,0.41283847500427795,0.4212267137280644,0.1406718513764657,0.025262959891191903,0.14970302642127756,0.24407644647681373,0.07521475808131474,0.09305480911250877,0.03358485614569547,0.5005286320152831,0.1809897627699555,0.43716672493777897,0.28740607769250803,5,20,105,184,2,1,4,2026-06-11T08:47:51.874784+00:00
0,g000_0025_7472,17780.884779,620,3100,5,0,0,0,5,45,82,2968,0.28369171396969484,0.2978785983614517,0.11422440858064734,0.3042052790882061,0.17845127483900253,0.2119668484142221,0.0869616574377192,0.06576513550683154,0.025491247529821476,0.49774817585325426,0.6050799888502525,0.24632135716708892,0.5792727252709559,4,14,99,190,1,1,4,2026-06-11T08:47:56.644558+00:00
0,g000_0021_1469,20146.110166,620,3100,5,0,0,0,8,55,67,2970,0.3022339799228378,0.1929913490678716,0.3571352959344333,0.1476393750748574,0.16965278145623927,0.2188374329665757,0.11582692612671638,0.0372447006655579,0.03416265298540758,0.19571326364031089,0.20180048590677063,0.2176644936025422,0.11428442220623672,5,20,94,190,1,1,4,2026-06-11T08:51:46.922306+00:00
0,g000_0033_3223,23327.274968,620,3100,6,0,0,1,8,49,77,2965,0.09581101603003203,0.4307429545077139,0.45789278598152366,0.015553243480730432,0.16108366040835487,0.22022098221177536,0.08176118120740103,0.031080662130948702,0.03688436455135445,0.31816996640769074,0.21246205608922084,0.29524238520410323,0.17354547824343272,6,19,95,184,1,1,4,2026-06-11T09:12:07.702938+00:00
0,g000_0001_5704,23043.20442,620,3100,5,0,0,0,13,46,82,2959,0.2990336828568636,0.274971560130857,0.25217066239003516,0.17382409462224427,0.12520290187097668,0.044646489657959754,0.13989143831099374,0.020968894893119164,0.02755160943159732,0.5479294337048298,0.5522094445545572,0.28470421970765974,0.1170526554738073,5,22,82,177,2,1,4,2026-06-11T09:30:53.652506+00:00
0,g000_0041_6985,17337.173234,620,3100,5,0,0,0,4,47,84,2965,0.307451878687225,0.21922586740554015,0.29699531462140966,0.17632693928582516,0.0711140932318869,0.12114225275406577,0.18250934103738833,0.028404409965802447,0.018177500859080473,0.19838481671627806,0.14128650993372974,0.3519994089918622,0.30411782409005295,4,20,93,182,2,1,4,2026-06-11T09:49:13.108520+00:00
0,g000_0049_2659,20442.264211,620,3100,5,0,0,0,8,55,79,2958,0.1965833019797981,0.3919333436175282,0.31182656657560465,0.09965678782706901,0.10247199507173896,0.17207218820553918,0.0754423791841431,0.053947876053110404,0.03467452112249011,0.1885259219030117,0.3721069202677737,0.17611758367838604,0.2096201765702734,5,16,90,189,1,1,4,2026-06-11T09:54:52.796065+00:00
0,g000_0053_6159,17143.769733,620,3100,5,0,0,0,3,53,82,2962,0.3025864859326778,0.13860679783741614,0.3439345078063879,0.21487220842351823,0.13775553132926951,0.2122992603740271,0.18172488826612207,0.030726605183684877,0.009754579530362349,0.40273843975540036,0.363122680113655,0.36435988317965945,0.44931145515269144,4,15,102,173,2,1,4,2026-06-11T09:58:08.214726+00:00
0,g000_0029_4008,20963.931313,620,3100,6,0,0,1,4,50,82,2963,0.08293711259502187,0.2926947172459618,0.546742325187623,0.0776258449713932,0.1285515961721166,0.07206521844359494,0.11660002525502809,0.05497039462680064,0.024800966246340334,0.47861568048302694,0.4853265196959896,0.4338458265790169,0.18851429306925696,6,22,86,185,1,1,4,2026-06-11T10:09:38.895293+00:00
0,g000_0061_5097,19176.379666,620,3100,5,0,0,0,6,54,83,2957,0.3049031381657898,0.23138362753769046,0.4496221244144895,0.014091109882030248,0.10994285750172698,0.191414457084372,0.04829836999199402,0.010858423786322503,0.009004927288572134,0.26651575891667123,0.1378889554038038,0.2946365891872275,0.31358463368204403,6,14,93,185,1,1,4,2026-06-11T10:11:26.971757+00:00
0,g000_0065_1528,25620.060886,620,3100,6,0,1,0,5,44,83,2967,0.3939953692797167,0.17111604800880295,0.22496614621013775,0.2099224365013428,0.1631507173247381,0.04706497073344663,0.11715483412117063,0.09320605589074417,0.030634994424488176,0.2546020872013058,0.5021532571687436,0.11793088116568701,0.5690692864889342,4,14,90,187,1,1,4,2026-06-11T10:13:16.489293+00:00
0,g000_0057_8898,17920.039408,620,3100,5,0,0,0,5,50,74,2971,0.11413166478785587,0.19129887887057143,0.14207731450351024,0.5524921418380625,0.1883338946450206,0.04577500385684439,0.15173217293041655,0.0980304016844125,0.009352980757536957,0.5283918859408322,0.2951350594312331,0.05311058760498875,0.5276407171143794,4,18,84,180,1,1,4,2026-06-11T10:13:34.385302+00:00
0,g000_0037_4226,18949.943505,620,3100,5,0,0,0,5,59,82,2954,0.25370570943311654,0.254153281519961,0.22470399409127137,0.267437014955651,0.10851054496883185,0.0656368981828755,0.12446893730308402,0.019696575539120964,0.016618403449052365,0.3956935538030566,0.20978660733740895,0.3736942897384472,0.3697234204880303,6,22,102,166,1,1,4,2026-06-11T10:13:43.363286+00:00
