target_draw_no,target_date,combo_index,numbers,actual_main,actual_bonus,main_match,bonus_match,prize_rank
114,2015-06-19,3,08 11 15 28 30 35 36,08 13 26 27 28 29 37,04 12,2,0,外れ
114,2015-06-19,4,07 08 11 24 28 30 35,08 13 26 27 28 29 37,04 12,2,0,外れ
114,2015-06-19,5,04 11 15 24 28 30 35,08 13 26 27 28 29 37,04 12,1,1,外れ
115,2015-06-26,1,04 07 08 15 28 30 35,06 08 13 14 20 25 27,24 26,1,0,外れ
115,2015-06-26,2,04 07 11 28 30 35 36,06 08 13 14 20 25 27,24 26,0,0,外れ
115,2015-06-26,3,08 11 13 28 30 35 36,06 08 13 14 20 25 27,24 26,2,0,外れ
115,2015-06-26,4,07 08 11 24 28 30 35,06 08 13 14 20 25 27,24 26,1,1,外れ
115,2015-06-26,5,04 08 11 15 28 35 36,06 08 13 14 20 25 27,24 26,1,0,外れ
116,2015-07-03,1,04 07 08 13 28 30 35,09 14 23 27 28 31 32,03 20,1,0,外れ
116,2015-07-03,2,08 11 13 28 30 35 36,09 14 23 27 28 31 32,03 20,1,0,外れ
116,2015-07-03,3,06 08 13 27 28 30 35,09 14 23 27 28 31 32,03 20,2,0,外れ
116,2015-07-03,4,04 08 11 27 28 30 35,09 14 23 27 28 31 32,03 20,2,0,外れ
116,2015-07-03,5,07 08 11 15 28 30 35,09 14 23 27 28 31 32,03 20,1,0,外れ
117,2015-07-10,1,04 08 13 27 28 30 35,09 10 20 28 31 34 37,23 26,1,0,外れ
117,2015-07-10,2,08 11 13 28 30 35 36,09 10 20 28 31 34 37,23 26,1,0,外れ
117,2015-07-10,3,04 07 08 15 28 30 35,09 10 20 28 31 34 37,23 26,1,0,外れ
117,2015-07-10,4,07 08 13 24 28 30 35,09 10 20 28 31 34 37,23 26,1,0,外れ
117,2015-07-10,5,07 08 11 27 28 30 35,09 10 20 28 31 34 37,23 26,1,0,外れ
118,2015-07-17,1,04 08 13 27 28 30 35,05 08 09 24 27 28 30,16 20,4,0,5等
118,2015-07-17,2,08 09 11 13 28 30 35,05 08 09 24 27 28 30,16 20,4,0,5等
118,2015-07-17,3,04 07 08 09 28 30 35,05 08 09 24 27 28 30,16 20,4,0,5等
118,2015-07-17,4,07 08 13 15 28 30 35,05 08 09 24 27 28 30,16 20,3,0,外れ
118,2015-07-17,5,08 11 13 27 28 30 36,05 08 09 24 27 28 30,16 20,4,0,5等
119,2015-07-24,1,08 09 13 27 28 30 35,03 06 08 14 15 25 36,24 35,1,1,外れ
119,2015-07-24,2,07 08 09 24 27 28 30,03 06 08 14 15 25 36,24 35,1,1,外れ
119,2015-07-24,3,04 08 09 11 27 28 30,03 06 08 14 15 25 36,24 35,1,0,外れ
119,2015-07-24,4,04 08 13 24 27 28 30,03 06 08 14 15 25 36,24 35,1,1,外れ
119,2015-07-24,5,04 08 15 27 28 30 35,03 06 08 14 15 25 36,24 35,2,1,外れ
120,2015-07-31,1,08 09 13 27 28 30 35,02 16 18 26 32 35 37,09 36,1,1,外れ
120,2015-07-31,2,08 09 15 27 28 30 36,02 16 18 26 32 35 37,09 36,0,2,外れ
120,2015-07-31,3,04 08 15 27 28 30 35,02 16 18 26 32 35 37,09 36,1,0,外れ
120,2015-07-31,4,07 08 09 24 27 28 30,02 16 18 26 32 35 37,09 36,0,1,外れ
120,2015-07-31,5,06 08 13 27 28 30 36,02 16 18 26 32 35 37,09 36,0,1,外れ
121,2015-08-07,1,08 09 13 27 28 30 35,02 04 13 16 21 30 37,19 29,2,0,外れ
121,2015-08-07,2,04 08 15 27 28 30 35,02 04 13 16 21 30 37,19 29,2,0,外れ
121,2015-08-07,3,06 08 09 15 28 30 35,02 04 13 16 21 30 37,19 29,1,0,外れ
121,2015-08-07,4,08 09 15 27 28 30 36,02 04 13 16 21 30 37,19 29,1,0,外れ
121,2015-08-07,5,06 08 11 27 28 30 35,02 04 13 16 21 30 37,19 29,1,0,外れ
122,2015-08-14,1,04 08 13 27 28 30 35,02 16 18 26 27 34 35,05 12,2,0,外れ
122,2015-08-14,2,08 09 13 24 28 30 35,02 16 18 26 27 34 35,05 12,1,0,外れ
122,2015-08-14,3,08 09 13 27 28 30 36,02 16 18 26 27 34 35,05 12,1,0,外れ
122,2015-08-14,4,04 08 09 15 28 30 35,02 16 18 26 27 34 35,05 12,1,0,外れ
122,2015-08-14,5,06 08 09 27 28 30 35,02 16 18 26 27 34 35,05 12,2,0,外れ
123,2015-08-21,1,04 08 13 27 28 30 35,01 03 05 08 29 34 36,23 28,1,1,外れ
123,2015-08-21,2,02 08 09 27 28 30 35,01 03 05 08 29 34 36,23 28,1,1,外れ
123,2015-08-21,3,06 08 15 27 28 30 35,01 03 05 08 29 34 36,23 28,1,1,外れ
123,2015-08-21,4,08 09 13 24 28 30 35,01 03 05 08 29 34 36,23 28,1,1,外れ
123,2015-08-21,5,08 09 13 27 28 30 36,01 03 05 08 29 34 36,23 28,2,1,外れ
124,2015-08-28,1,04 08 13 27 28 30 35,01 02 15 17 18 22 36,06 27,0,1,外れ
124,2015-08-28,2,08 09 27 28 30 35 36,01 02 15 17 18 22 36,06 27,1,1,外れ
124,2015-08-28,3,03 08 13 27 28 30 36,01 02 15 17 18 22 36,06 27,1,1,外れ
124,2015-08-28,4,03 08 15 27 28 30 35,01 02 15 17 18 22 36,06 27,1,1,外れ
124,2015-08-28,5,08 13 15 28 30 35 36,01 02 15 17 18 22 36,06 27,2,0,外れ
125,2015-09-04,1,02 08 13 27 28 30 35,01 06 11 14 19 28 35,18 21,2,0,外れ
125,2015-09-04,2,08 13 15 28 30 35 36,01 06 11 14 19 28 35,18 21,2,0,外れ
125,2015-09-04,3,08 09 27 28 30 35 36,01 06 11 14 19 28 35,18 21,2,0,外れ
125,2015-09-04,4,02 04 08 28 30 35 36,01 06 11 14 19 28 35,18 21,2,0,外れ
125,2015-09-04,5,04 08 15 27 28 30 35,01 06 11 14 19 28 35,18 21,2,0,外れ
126,2015-09-11,1,01 08 27 28 30 35 36,04 10 13 16 17 21 27,01 18,1,1,外れ
126,2015-09-11,2,02 08 13 27 28 30 35,04 10 13 16 17 21 27,01 18,2,0,外れ
126,2015-09-11,3,08 13 15 28 30 35 36,04 10 13 16 17 21 27,01 18,1,0,外れ
126,2015-09-11,4,02 06 08 28 30 35 36,04 10 13 16 17 21 27,01 18,0,0,外れ
126,2015-09-11,5,06 08 15 27 28 30 35,04 10 13 16 17 21 27,01 18,1,0,外れ
127,2015-09-18,1,04 08 13 27 28 30 35,10 12 15 23 28 30 35,06 25,3,0,外れ
127,2015-09-18,2,02 08 13 27 28 35 36,10 12 15 23 28 30 35,06 25,2,0,外れ
127,2015-09-18,3,01 08 27 28 30 35 36,10 12 15 23 28 30 35,06 25,3,0,外れ
127,2015-09-18,4,04 08 15 27 28 35 36,10 12 15 23 28 30 35,06 25,3,0,外れ
127,2015-09-18,5,08 13 15 28 30 35 36,10 12 15 23 28 30 35,06 25,4,0,5等
128,2015-09-25,1,08 13 15 27 28 30 35,02 04 08 23 26 27 32,03 35,2,1,外れ
128,2015-09-25,2,04 08 15 28 30 35 36,02 04 08 23 26 27 32,03 35,2,1,外れ
128,2015-09-25,3,01 04 08 27 28 30 35,02 04 08 23 26 27 32,03 35,3,1,6等
128,2015-09-25,4,01 08 13 28 30 35 36,02 04 08 23 26 27 32,03 35,1,1,外れ
128,2015-09-25,5,04 08 13 27 28 35 36,02 04 08 23 26 27 32,03 35,3,1,6等
129,2015-10-02,1,04 08 13 27 28 30 35,05 07 11 19 24 27 30,29 35,2,1,外れ
129,2015-10-02,2,02 08 15 27 28 30 35,05 07 11 19 24 27 30,29 35,2,1,外れ
129,2015-10-02,3,04 08 15 27 28 35 36,05 07 11 19 24 27 30,29 35,1,1,外れ
129,2015-10-02,4,02 04 08 28 30 35 36,05 07 11 19 24 27 30,29 35,1,1,外れ
129,2015-10-02,5,02 08 13 27 28 35 36,05 07 11 19 24 27 30,29 35,1,1,外れ
130,2015-10-09,1,04 08 13 27 28 30 35,01 15 20 23 25 31 32,05 24,0,0,外れ
130,2015-10-09,2,02 08 15 27 28 30 35,01 15 20 23 25 31 32,05 24,1,0,外れ
130,2015-10-09,3,02 04 08 27 28 30 36,01 15 20 23 25 31 32,05 24,0,0,外れ
130,2015-10-09,4,08 11 27 28 30 35 36,01 15 20 23 25 31 32,05 24,0,0,外れ
130,2015-10-09,5,04 08 15 27 28 35 36,01 15 20 23 25 31 32,05 24,1,0,外れ
131,2015-10-16,1,04 08 15 27 28 30 35,03 04 12 17 32 34 36,23 31,1,0,外れ
131,2015-10-16,2,02 08 13 27 28 30 35,03 04 12 17 32 34 36,23 31,0,0,外れ
131,2015-10-16,3,01 08 11 27 28 30 35,03 04 12 17 32 34 36,23 31,0,0,外れ
131,2015-10-16,4,01 08 15 27 28 30 36,03 04 12 17 32 34 36,23 31,1,0,外れ
131,2015-10-16,5,02 04 08 27 28 30 36,03 04 12 17 32 34 36,23 31,2,0,外れ
132,2015-10-23,1,04 08 15 27 28 30 35,07 10 14 16 20 30 31,35 37,1,1,外れ
132,2015-10-23,2,02 04 08 27 28 30 36,07 10 14 16 20 30 31,35 37,1,0,外れ
132,2015-10-23,3,02 08 13 27 28 30 35,07 10 14 16 20 30 31,35 37,1,1,外れ
132,2015-10-23,4,01 04 08 27 28 35 36,07 10 14 16 20 30 31,35 37,0,1,外れ
132,2015-10-23,5,01 08 15 27 28 30 36,07 10 14 16 20 30 31,35 37,1,0,外れ
133,2015-10-30,1,04 08 15 27 28 30 35,03 07 13 15 17 21 30,14 27,2,1,外れ
133,2015-10-30,2,02 04 08 27 28 30 36,03 07 13 15 17 21 30,14 27,1,1,外れ
133,2015-10-30,3,02 08 13 27 28 30 35,03 07 13 15 17 21 30,14 27,2,1,外れ
133,2015-10-30,4,01 08 27 28 30 35 36,03 07 13 15 17 21 30,14 27,1,1,外れ
133,2015-10-30,5,08 13 15 27 28 30 36,03 07 13 15 17 21 30,14 27,3,1,6等
134,2015-11-06,1,04 08 15 27 28 30 35,04 09 20 28 30 34 35,12 29,4,0,5等
134,2015-11-06,2,08 13 15 27 28 30 36,04 09 20 28 30 34 35,12 29,2,0,外れ
134,2015-11-06,3,03 08 13 27 28 30 35,04 09 20 28 30 34 35,12 29,3,0,外れ
134,2015-11-06,4,03 08 15 28 30 35 36,04 09 20 28 30 34 35,12 29,3,0,外れ
134,2015-11-06,5,07 08 13 15 28 30 35,04 09 20 28 30 34 35,12 29,3,0,外れ
135,2015-11-13,1,04 08 15 27 28 30 35,08 09 13 14 24 32 34,03 04,1,1,外れ
135,2015-11-13,2,04 07 13 27 28 30 35,08 09 13 14 24 32 34,03 04,1,1,外れ
135,2015-11-13,3,04 07 15 28 30 35 36,08 09 13 14 24 32 34,03 04,0,1,外れ
135,2015-11-13,4,04 08 13 28 30 35 36,08 09 13 14 24 32 34,03 04,2,1,外れ
135,2015-11-13,5,03 08 13 27 28 30 35,08 09 13 14 24 32 34,03 04,2,1,外れ
136,2015-11-20,1,04 08 13 27 28 30 35,10 17 24 27 30 33 37,18 31,2,0,外れ
136,2015-11-20,2,04 08 09 15 28 30 35,10 17 24 27 30 33 37,18 31,1,0,外れ
136,2015-11-20,3,04 08 15 27 28 30 36,10 17 24 27 30 33 37,18 31,2,0,外れ
136,2015-11-20,4,03 08 15 27 28 30 35,10 17 24 27 30 33 37,18 31,2,0,外れ
136,2015-11-20,5,04 07 15 27 28 30 35,10 17 24 27 30 33 37,18 31,2,0,外れ
137,2015-11-27,1,04 08 13 27 28 30 35,13 19 21 25 27 32 35,16 20,3,0,外れ
137,2015-11-27,2,08 10 15 27 28 30 35,13 19 21 25 27 32 35,16 20,2,0,外れ
137,2015-11-27,3,04 08 15 27 28 30 36,13 19 21 25 27 32 35,16 20,1,0,外れ
137,2015-11-27,4,04 09 15 27 28 30 35,13 19 21 25 27 32 35,16 20,2,0,外れ
137,2015-11-27,5,08 13 15 24 27 28 30,13 19 21 25 27 32 35,16 20,2,0,外れ
138,2015-12-04,1,04 08 13 27 28 30 35,02 05 17 20 21 32 33,30 35,0,2,外れ
138,2015-12-04,2,08 10 15 27 28 30 35,02 05 17 20 21 32 33,30 35,0,2,外れ
138,2015-12-04,3,04 09 15 27 28 30 35,02 05 17 20 21 32 33,30 35,0,2,外れ
138,2015-12-04,4,08 13 15 24 27 28 30,02 05 17 20 21 32 33,30 35,0,1,外れ
138,2015-12-04,5,07 13 15 27 28 30 35,02 05 17 20 21 32 33,30 35,0,2,外れ
139,2015-12-11,1,04 08 13 27 28 30 35,09 16 18 21 23 34 35,04 36,1,1,外れ
139,2015-12-11,2,08 15 17 27 28 30 35,09 16 18 21 23 34 35,04 36,1,0,外れ
139,2015-12-11,3,08 13 15 27 28 30 32,09 16 18 21 23 34 35,04 36,0,0,外れ
139,2015-12-11,4,04 15 27 28 30 32 35,09 16 18 21 23 34 35,04 36,1,1,外れ
139,2015-12-11,5,02 13 15 27 28 30 35,09 16 18 21 23 34 35,04 36,1,0,外れ
140,2015-12-18,1,04 08 13 27 28 30 35,03 11 12 13 17 26 35,01 33,2,0,外れ
140,2015-12-18,2,08 09 15 27 28 30 35,03 11 12 13 17 26 35,01 33,1,0,外れ
140,2015-12-18,3,04 15 17 27 28 30 35,03 11 12 13 17 26 35,01 33,2,0,外れ
140,2015-12-18,4,09 13 27 28 30 32 35,03 11 12 13 17 26 35,01 33,2,0,外れ
140,2015-12-18,5,04 09 21 27 28 30 35,03 11 12 13 17 26 35,01 33,1,0,外れ
141,2015-12-25,1,04 08 13 27 28 30 35,02 10 18 30 31 32 36,21 29,1,0,外れ
141,2015-12-25,2,09 13 17 27 28 30 35,02 10 18 30 31 32 36,21 29,1,0,外れ
141,2015-12-25,3,08 15 17 27 28 30 35,02 10 18 30 31 32 36,21 29,1,0,外れ
141,2015-12-25,4,02 13 15 27 28 30 35,02 10 18 30 31 32 36,21 29,2,0,外れ
141,2015-12-25,5,04 09 15 27 28 30 35,02 10 18 30 31 32 36,21 29,1,0,外れ
142,2016-01-08,1,04 08 13 27 28 30 35,06 12 14 18 21 27 28,01 33,2,0,外れ
142,2016-01-08,2,02 13 17 27 28 30 35,06 12 14 18 21 27 28,01 33,2,0,外れ
142,2016-01-08,3,09 13 27 28 30 32 35,06 12 14 18 21 27 28,01 33,2,0,外れ
142,2016-01-08,4,10 13 15 27 28 30 35,06 12 14 18 21 27 28,01 33,2,0,外れ
142,2016-01-08,5,08 13 17 28 30 32 35,06 12 14 18 21 27 28,01 33,1,0,外れ
143,2016-01-15,1,04 08 13 27 28 30 35,01 03 08 14 28 29 33,04 31,2,1,外れ
143,2016-01-15,2,02 13 21 27 28 30 35,01 03 08 14 28 29 33,04 31,1,0,外れ
143,2016-01-15,3,10 13 17 27 28 30 35,01 03 08 14 28 29 33,04 31,1,0,外れ
143,2016-01-15,4,09 13 27 28 30 32 35,01 03 08 14 28 29 33,04 31,1,0,外れ
143,2016-01-15,5,08 17 21 27 28 30 35,01 03 08 14 28 29 33,04 31,2,0,外れ
144,2016-01-22,1,04 08 13 27 28 30 35,02 09 13 18 22 32 36,17 26,1,0,外れ
144,2016-01-22,2,03 08 14 27 28 30 35,02 09 13 18 22 32 36,17 26,0,0,外れ
144,2016-01-22,3,08 17 21 27 28 30 35,02 09 13 18 22 32 36,17 26,0,1,外れ
144,2016-01-22,4,02 13 21 27 28 30 35,02 09 13 18 22 32 36,17 26,2,0,外れ
144,2016-01-22,5,03 13 27 28 30 32 35,02 09 13 18 22 32 36,17 26,2,0,外れ
145,2016-01-29,1,08 13 27 28 30 32 35,10 12 18 28 29 30 35,04 19,3,0,外れ
145,2016-01-29,2,02 09 13 27 28 30 35,10 12 18 28 29 30 35,04 19,3,0,外れ
145,2016-01-29,3,04 13 17 27 28 30 35,10 12 18 28 29 30 35,04 19,3,1,6等
145,2016-01-29,4,02 08 17 27 28 30 35,10 12 18 28 29 30 35,04 19,3,0,外れ
145,2016-01-29,5,04 08 09 27 28 30 35,10 12 18 28 29 30 35,04 19,3,1,6等
146,2016-02-05,1,08 13 27 28 30 32 35,04 10 25 27 28 33 34,15 35,2,1,外れ
146,2016-02-05,2,02 09 13 27 28 30 35,04 10 25 27 28 33 34,15 35,2,1,外れ
146,2016-02-05,3,04 10 13 27 28 30 35,04 10 25 27 28 33 34,15 35,4,1,5等
146,2016-02-05,4,03 08 10 27 28 30 35,04 10 25 27 28 33 34,15 35,3,1,6等
146,2016-02-05,5,02 08 17 27 28 30 35,04 10 25 27 28 33 34,15 35,2,1,外れ
147,2016-02-12,1,08 10 13 27 28 30 35,01 05 07 12 15 24 25,08 14,0,1,外れ
147,2016-02-12,2,04 13 27 28 30 32 35,01 05 07 12 15 24 25,08 14,0,0,外れ
147,2016-02-12,3,02 09 13 27 28 30 35,01 05 07 12 15 24 25,08 14,0,0,外れ
147,2016-02-12,4,04 10 17 27 28 30 35,01 05 07 12 15 24 25,08 14,0,0,外れ
147,2016-02-12,5,04 08 09 27 28 30 35,01 05 07 12 15 24 25,08 14,0,1,外れ
148,2016-02-19,1,08 10 13 27 28 30 35,01 09 11 16 20 30 34,12 33,1,0,外れ
148,2016-02-19,2,04 13 27 28 30 32 35,01 09 11 16 20 30 34,12 33,1,0,外れ
148,2016-02-19,3,02 09 13 27 28 30 35,01 09 11 16 20 30 34,12 33,2,0,外れ
148,2016-02-19,4,04 10 15 27 28 30 35,01 09 11 16 20 30 34,12 33,1,0,外れ
148,2016-02-19,5,04 08 09 27 28 30 35,01 09 11 16 20 30 34,12 33,2,0,外れ
149,2016-02-26,1,08 10 13 27 28 30 35,01 04 15 19 22 23 31,12 32,0,0,外れ
149,2016-02-26,2,04 09 13 27 28 30 35,01 04 15 19 22 23 31,12 32,1,0,外れ
149,2016-02-26,3,02 13 27 28 30 32 35,01 04 15 19 22 23 31,12 32,0,1,外れ
149,2016-02-26,4,01 04 08 27 28 30 35,01 04 15 19 22 23 31,12 32,2,0,外れ
149,2016-02-26,5,08 09 27 28 30 32 35,01 04 15 19 22 23 31,12 32,0,1,外れ
150,2016-03-04,1,04 08 13 27 28 30 35,06 07 14 20 27 31 34,11 24,1,0,外れ
150,2016-03-04,2,01 04 10 27 28 30 35,06 07 14 20 27 31 34,11 24,1,0,外れ
150,2016-03-04,3,10 13 15 27 28 30 35,06 07 14 20 27 31 34,11 24,1,0,外れ
150,2016-03-04,4,04 09 15 27 28 30 35,06 07 14 20 27 31 34,11 24,1,0,外れ
150,2016-03-04,5,01 08 15 27 28 30 35,06 07 14 20 27 31 34,11 24,1,0,外れ
151,2016-03-11,1,04 08 13 27 28 30 35,09 10 13 15 21 22 24,04 08,1,2,外れ
151,2016-03-11,2,01 04 10 27 28 30 35,09 10 13 15 21 22 24,04 08,1,1,外れ
151,2016-03-11,3,10 13 15 27 28 30 35,09 10 13 15 21 22 24,04 08,3,0,外れ
151,2016-03-11,4,04 09 15 27 28 30 35,09 10 13 15 21 22 24,04 08,2,1,外れ
151,2016-03-11,5,01 08 15 27 28 30 35,09 10 13 15 21 22 24,04 08,1,1,外れ
152,2016-03-18,1,10 13 15 27 28 30 35,08 12 17 21 23 24 31,06 07,0,0,外れ
152,2016-03-18,2,04 09 13 27 28 30 35,08 12 17 21 23 24 31,06 07,0,0,外れ
152,2016-03-18,3,01 08 13 27 28 30 35,08 12 17 21 23 24 31,06 07,1,0,外れ
152,2016-03-18,4,01 04 10 27 28 30 35,08 12 17 21 23 24 31,06 07,0,0,外れ
152,2016-03-18,5,04 08 15 27 28 30 35,08 12 17 21 23 24 31,06 07,1,0,外れ
153,2016-03-25,1,08 10 13 27 28 30 35,07 09 10 16 20 28 37,02 33,2,0,外れ
153,2016-03-25,2,04 09 13 27 28 30 35,07 09 10 16 20 28 37,02 33,2,0,外れ
153,2016-03-25,3,04 10 15 27 28 30 35,07 09 10 16 20 28 37,02 33,2,0,外れ
153,2016-03-25,4,08 09 15 27 28 30 35,07 09 10 16 20 28 37,02 33,2,0,外れ
153,2016-03-25,5,13 15 24 27 28 30 35,07 09 10 16 20 28 37,02 33,1,0,外れ
154,2016-04-01,1,09 10 13 27 28 30 35,02 04 19 21 24 28 35,03 13,2,1,外れ
154,2016-04-01,2,08 10 15 27 28 30 35,02 04 19 21 24 28 35,03 13,2,0,外れ
154,2016-04-01,3,04 09 15 27 28 30 35,02 04 19 21 24 28 35,03 13,3,0,外れ
154,2016-04-01,4,04 08 13 27 28 30 35,02 04 19 21 24 28 35,03 13,3,1,6等
154,2016-04-01,5,08 10 13 21 27 28 30,02 04 19 21 24 28 35,03 13,2,1,外れ
155,2016-04-08,1,04 10 21 27 28 30 35,02 09 13 18 22 24 26,10 37,0,1,外れ
155,2016-04-08,2,09 10 13 27 28 30 35,02 09 13 18 22 24 26,10 37,2,1,外れ
155,2016-04-08,3,09 21 24 27 28 30 35,02 09 13 18 22 24 26,10 37,2,0,外れ
155,2016-04-08,4,04 09 15 27 28 30 35,02 09 13 18 22 24 26,10 37,1,0,外れ
155,2016-04-08,5,04 08 13 27 28 30 35,02 09 13 18 22 24 26,10 37,1,0,外れ
156,2016-04-15,1,09 13 24 27 28 30 35,04 09 16 19 22 33 34,17 36,1,0,外れ
156,2016-04-15,2,09 10 13 21 28 30 35,04 09 16 19 22 33 34,17 36,1,0,外れ
156,2016-04-15,3,04 10 13 27 28 30 35,04 09 16 19 22 33 34,17 36,1,0,外れ
156,2016-04-15,4,10 21 24 27 28 30 35,04 09 16 19 22 33 34,17 36,0,0,外れ
156,2016-04-15,5,04 09 21 27 28 30 35,04 09 16 19 22 33 34,17 36,2,0,外れ
157,2016-04-22,1,04 09 13 27 28 30 35,05 09 16 26 28 29 32,01 37,2,0,外れ
157,2016-04-22,2,09 10 13 24 28 30 35,05 09 16 26 28 29 32,01 37,2,0,外れ
157,2016-04-22,3,09 21 24 27 28 30 35,05 09 16 26 28 29 32,01 37,2,0,外れ
157,2016-04-22,4,04 09 10 21 28 30 35,05 09 16 26 28 29 32,01 37,2,0,外れ
157,2016-04-22,5,04 09 13 21 24 28 30,05 09 16 26 28 29 32,01 37,2,0,外れ
158,2016-04-29,1,04 09 13 27 28 30 35,03 06 07 30 32 36 37,05 20,1,0,外れ
158,2016-04-29,2,09 10 13 24 28 30 35,03 06 07 30 32 36 37,05 20,1,0,外れ
158,2016-04-29,3,09 21 24 27 28 30 35,03 06 07 30 32 36 37,05 20,1,0,外れ
158,2016-04-29,4,04 09 10 21 28 30 35,03 06 07 30 32 36 37,05 20,1,0,外れ
158,2016-04-29,5,04 09 13 21 24 28 30,03 06 07 30 32 36 37,05 20,1,0,外れ
159,2016-05-06,1,04 09 13 27 28 30 35,10 14 17 21 23 27 31,16 24,1,0,外れ
159,2016-05-06,2,09 10 13 24 28 30 35,10 14 17 21 23 27 31,16 24,1,1,外れ
159,2016-05-06,3,09 21 24 27 28 30 35,10 14 17 21 23 27 31,16 24,2,1,外れ
159,2016-05-06,4,04 09 10 21 28 30 35,10 14 17 21 23 27 31,16 24,2,0,外れ
159,2016-05-06,5,04 09 13 21 24 28 30,10 14 17 21 23 27 31,16 24,1,1,外れ
160,2016-05-13,1,04 09 13 27 28 30 35,01 02 08 24 32 36 37,23 33,0,0,外れ
160,2016-05-13,2,09 10 21 27 28 30 35,01 02 08 24 32 36 37,23 33,0,0,外れ
160,2016-05-13,3,09 13 21 24 27 28 30,01 02 08 24 32 36 37,23 33,1,0,外れ
160,2016-05-13,4,09 10 13 24 28 30 35,01 02 08 24 32 36 37,23 33,1,0,外れ
160,2016-05-13,5,04 09 10 13 21 28 30,01 02 08 24 32 36 37,23 33,0,0,外れ
