generation,genome_id,score,targets,tickets,max_main_match,rank_1等,rank_2等,rank_3等,rank_4等,rank_5等,rank_6等,rank_外れ,full_weight,recent240_weight,recent120_weight,recent60_weight,pair_weight,pair_recency_weight,pair_stability_weight,triple_weight,dormancy_weight,odd_bonus,sum_bonus,low_high_bonus,consecutive_penalty,overlap_limit,pool_size,target_sum_min,target_sum_max,max_consecutive_pairs,shard_id,num_shards,completed_at
0,g000_0006_8581,19992.476857,620,3100,5,0,0,0,9,42,80,2969,0.11166200477443618,0.07241586701422781,0.4813982491961789,0.3345238790151572,0.13921636210039456,0.11952764827040248,0.1424102657555359,0.07887313766466181,0.006858031231901672,0.20957657771031118,0.29142233638228515,0.40264061738616724,0.31405106222941603,5,18,101,185,1,2,4,2026-06-11T08:24:12.253717+00:00
0,g000_0014_2463,20189.38079,620,3100,5,0,0,0,9,46,73,2972,0.28023926819104444,0.21062569916628007,0.24495218160799626,0.26418285103467926,0.12608965748919332,0.17318979911580765,0.1824956523614219,0.09984962005901013,0.03316926385724573,0.2863754485246115,0.5321395600161554,0.056809371456027075,0.37765957584793075,5,18,102,188,1,2,4,2026-06-11T08:24:14.295887+00:00
0,g000_0002_8377,21810.951584,620,3100,5,0,0,0,11,49,77,2963,0.2858932442090189,0.37532096615036986,0.2980684768799877,0.04071731276062356,0.05024913789305464,0.12100634387871861,0.05928081645668029,0.05644436209147529,0.008980495534458507,0.19789651368782812,0.6233060856468476,0.3482261242385103,0.3680986687303771,5,18,86,163,1,2,4,2026-06-11T08:24:16.565799+00:00
0,g000_0010_6543,18459.689159,620,3100,5,0,0,0,6,47,77,2970,0.24646262181869202,0.10548998109788178,0.2864869362533525,0.36156046083007376,0.08314279138970483,0.21177907701778192,0.04899709769534669,0.07949989442845092,0.041414564547149445,0.41543799761345757,0.2926494703045035,0.10262536461145971,0.3119118140889817,5,18,83,185,1,2,4,2026-06-11T08:24:18.516822+00:00
0,g000_0022_7422,16487.751719,620,3100,5,0,0,0,3,49,71,2977,0.35576478101705544,0.33231228074478414,0.028685534315964628,0.28323740392219576,0.1643588036798699,0.14445977502509139,0.08418715759545421,0.09859974986755089,0.027033410351741883,0.295764130378048,0.32792603586963953,0.19066775764208582,0.32149069382849704,4,14,104,190,1,2,4,2026-06-11T08:26:04.015411+00:00
0,g000_0026_4273,17549.441336,620,3100,5,0,0,0,4,47,91,2958,0.3050985027013733,0.15329628418283983,0.24487105523391578,0.29673415788187113,0.09213630113203364,0.04669632694759903,0.0920088213602539,0.03478077223508265,0.023497934623516542,0.5993156579947921,0.576255992749785,0.34607379804167115,0.3407590634608707,4,16,90,188,2,2,4,2026-06-11T08:29:56.814152+00:00
0,g000_0030_5073,22596.462437,620,3100,6,0,0,1,6,51,91,2951,0.05742700092372285,0.16763034224389906,0.7084114783686085,0.06653117846376952,0.11300448994057298,0.2384007273703285,0.05588472237658208,0.003495181415605553,0.035008789295037854,0.5355836649536533,0.14659996966646752,0.304289589924858,0.13684507247033875,6,16,97,182,2,2,4,2026-06-11T08:29:58.026143+00:00
0,g000_0018_1063,17835.37607,620,3100,5,0,0,0,4,54,80,2962,0.0985602260861964,0.2372559799458109,0.2810780855303984,0.3831057084375943,0.047844948088978385,0.02479153400066567,0.14704522619689328,0.040953807800802426,0.025237213598393184,0.6401229928232663,0.15712842052629492,0.18942691063637263,0.44871902589625245,4,17,91,181,1,2,4,2026-06-11T08:33:44.491901+00:00
0,g000_0038_5470,19206.36265,620,3100,5,0,0,0,6,56,77,2961,0.10511224007313526,0.13639285968785472,0.6962513788269273,0.06224352141208268,0.06821371716425452,0.20527410171170804,0.110516557607912,0.06967350799145049,0.04736778857196525,0.4066755019551719,0.5180003038369,0.07521226434415032,0.11248721680899013,5,16,82,187,1,2,4,2026-06-11T08:35:38.939394+00:00
0,g000_0042_4094,23358.202836,620,3100,6,0,0,1,8,46,89,2956,0.1860705237826511,0.4878879227480442,0.009130930412342465,0.31691062305696227,0.10906196707392826,0.19353436539281949,0.06301532490387261,0.09120381889636962,0.040487597712782576,0.5584514734557916,0.3750509166827092,0.41015225366288294,0.3516488988125088,6,19,98,190,2,2,4,2026-06-11T08:54:28.651866+00:00
0,g000_0050_6590,21223.80633,620,3100,5,0,0,0,9,58,71,2962,0.4072955836194444,0.18468472772099373,0.07013970667804319,0.3378799819815188,0.06357162354496573,0.04467870495021978,0.1308107279216581,0.06482170024467576,0.010724572619047494,0.1952965310539101,0.6236092369047452,0.06962769248455217,0.21185859537859983,5,19,102,187,1,2,4,2026-06-11T09:00:03.317118+00:00
0,g000_0058_6804,20139.758589,620,3100,5,0,0,0,8,53,74,2965,0.06657106607486521,0.33700032838552185,0.4414103207995168,0.15501828474009605,0.10574083133236062,0.1640244841846446,0.08815341269639627,0.06634736926522433,0.042230021693605554,0.4343691107241956,0.23843675480778673,0.13906842392280389,0.46943042639796007,5,15,85,185,1,2,4,2026-06-11T09:03:20.501907+00:00
0,g000_0034_4119,19906.191984,620,3100,5,0,0,0,8,50,75,2967,0.32425089952571867,0.023388849882141866,0.44663324991011755,0.20572700068202193,0.07697634566674581,0.13653470663517503,0.19876004015319654,0.06116646758597262,0.045214526653754326,0.3729321532782296,0.6110286011728573,0.08776041986437724,0.5465601443921451,5,20,80,161,1,2,4,2026-06-11T09:03:40.718133+00:00
0,g000_0062_6357,19997.781725,620,3100,5,0,0,0,8,50,79,2963,0.017305430499150974,0.5957024911287002,0.2895816223277709,0.09741045604437798,0.029031938843260968,0.20721748071789514,0.03376812234727474,0.04808018254434321,0.040120281239681026,0.24728167136578033,0.1203433090394536,0.42394936722923,0.2814154932417645,5,16,80,179,1,2,4,2026-06-11T09:09:03.245065+00:00
0,g000_0054_5514,23513.781659,620,3100,6,0,0,1,8,51,78,2962,0.44621916741873646,0.0982955003960295,0.09101741146408508,0.36446792072114903,0.19201625240017656,0.22696008811212945,0.11497222903149934,0.05851656626957095,0.026661187038550034,0.2167991234824207,0.5950079770100118,0.0516524083845082,0.21861645285574147,6,18,94,164,1,2,4,2026-06-11T09:10:02.752349+00:00
0,g000_0070_4179,17379.145431,620,3100,5,0,0,0,4,47,85,2964,0.16490584430255192,0.27338577448482504,0.2501634454432644,0.31154493576935866,0.19602004343052126,0.13342274355674458,0.029539953111877466,0.06790642552694497,0.008278665137204606,0.38473988727114317,0.5869506607162319,0.14279646759238487,0.13644680262213219,5,15,81,169,2,2,4,2026-06-11T09:12:20.247121+00:00
0,g000_0078_6334,19570.949665,620,3100,5,0,0,0,7,50,85,2958,0.16696965904168526,0.31730308732691126,0.3445577239832867,0.17116952964811677,0.18419333944838012,0.03625359130268804,0.1891298638892622,0.015895507469826067,0.038349876497026966,0.4507258536832148,0.3476244375975167,0.1693425935364922,0.5121296389710286,5,16,92,161,2,2,4,2026-06-11T09:18:01.847130+00:00
0,g000_0066_2074,17879.466119,620,3100,5,0,0,0,5,46,84,2965,0.05723106122445185,0.26225431864846227,0.13860126085243635,0.5419133592746496,0.15860633378543273,0.20035983044809108,0.10995675049218341,0.013517138029043797,0.039698656038564914,0.5940335080732176,0.35579558786223897,0.298716557165884,0.3165124436420519,5,18,91,179,1,2,4,2026-06-11T09:19:11.920560+00:00
0,g000_0074_3400,22973.018981,620,3100,6,0,0,1,7,48,92,2952,0.022531907240316118,0.34060929741084023,0.3851075273226127,0.251751268026231,0.05208173819373106,0.14449313122246243,0.06628135447722834,0.02391195583213881,0.04507263805368358,0.4875493301836563,0.1087341720547601,0.26059647429096894,0.5353501241819206,5,19,100,166,1,2,4,2026-06-11T09:34:32.000137+00:00
0,g000_0046_1576,18621.650639,620,3100,5,0,0,0,8,35,75,2982,0.2814987699014803,0.15118992323327193,0.4008157123939507,0.16649559447129705,0.1263089903679337,0.1040587758458001,0.15609386268782396,0.09048070799776152,0.013609854266634643,0.4566400677970823,0.32571556711938493,0.39502299068453045,0.22288749575060926,5,22,86,174,2,2,4,2026-06-11T09:56:09.177353+00:00
0,g000_0086_5634,22951.180681,620,3100,6,0,0,1,6,57,83,2953,0.4000294335269961,0.3337360955922745,0.012961122163001024,0.25327334871772833,0.12964162916135666,0.09612688323355853,0.12073982514110197,0.0501416551293648,0.03501685243914049,0.48910968552640666,0.4554246731607271,0.34934924904925324,0.2086763922344891,4,20,86,185,2,2,4,2026-06-11T09:56:43.082340+00:00
0,g000_0098_4277,20098.361653,620,3100,5,0,0,0,8,52,75,2965,0.06877225651317628,0.22193842787726614,0.35360140047051647,0.35568791513904113,0.1297322855854216,0.034052682206705945,0.10562105199361217,0.025054901198910264,0.016789235569311986,0.23639515413484724,0.11308478599903421,0.3268074984299598,0.5750697311039793,4,17,83,181,2,2,4,2026-06-11T10:06:16.605964+00:00
0,g000_0090_5156,18560.365783,620,3100,5,0,0,0,5,54,86,2955,0.22141990666351574,0.026241657202648577,0.47993897017717524,0.27239946595666054,0.1666381310410276,0.05347105331619445,0.14391943800208015,0.04177334442133988,0.0413003927345181,0.2944700887399937,0.5586783390624479,0.28159851494391924,0.5397711630837988,6,20,92,169,1,2,4,2026-06-11T10:11:41.507093+00:00
0,g000_0082_5117,20882.496372,620,3100,5,0,0,0,10,42,86,2962,0.416096219412369,0.3272091905920158,0.06499309513413114,0.19170149486148405,0.07704532889380877,0.056024937049113765,0.06502017376028589,0.030803225656430268,0.006682543605797019,0.5782070337944623,0.6203863682644997,0.11161996444547162,0.2250544847307304,5,21,84,176,2,2,4,2026-06-11T10:12:39.173463+00:00
0,g000_0094_1616,22152.7197,620,3100,6,0,0,1,5,55,88,2951,0.40515884863418017,0.27452806026428994,0.2956267115879701,0.024686379513559554,0.050069716075413793,0.16704331848799941,0.04351916873439838,0.0885277746839041,0.02485123512872527,0.5516910250563516,0.1351725640933126,0.4248463940713223,0.582631959345275,6,21,102,185,1,2,4,2026-06-11T10:33:40.669416+00:00
1,g001_0010_9210,19707.36687,620,3100,5,0,0,0,7,52,84,2957,0.04258380636103324,0.23679978784885103,0.3808226673156708,0.33979373847444505,0.09572948166349922,0.0729381189155067,0.06683586937679184,0.041567896258595596,0.014173043051829195,0.2229842362127088,0.5491386473273452,0.0594431663911711,0.1482370043981449,5,15,88,184,2,2,4,2026-06-12T03:28:52.257343+00:00
1,g001_0018_9764,19750.252255,620,3100,5,0,0,0,7,53,85,2955,0.11807901459843827,0.3272461122980814,0.32885262046272856,0.22582225264075173,0.10462320795061916,0.10699688224889857,0.058092923912649794,0.08921406818710412,0.05169375742084315,0.3719434792050591,0.37289343637326494,0.36816002297418016,0.435911750844396,6,13,82,185,2,2,4,2026-06-12T03:29:52.895943+00:00
1,g001_elite_0006,21810.951584,620,3100,5,0,0,0,11,49,77,2963,0.2858932442090189,0.37532096615036986,0.2980684768799877,0.04071731276062356,0.05024913789305464,0.12100634387871861,0.05928081645668029,0.05644436209147529,0.008980495534458507,0.19789651368782812,0.6233060856468476,0.3482261242385103,0.3680986687303771,5,18,86,163,1,2,4,2026-06-12T03:41:08.816483+00:00
1,g001_elite_0002,22973.018981,620,3100,6,0,0,1,7,48,92,2952,0.022531907240316118,0.34060929741084023,0.3851075273226127,0.251751268026231,0.05208173819373106,0.14449313122246243,0.06628135447722834,0.02391195583213881,0.04507263805368358,0.4875493301836563,0.1087341720547601,0.26059647429096894,0.5353501241819206,5,19,100,166,1,2,4,2026-06-12T03:50:07.686501+00:00
1,g001_0030_4045,21299.599402,620,3100,5,0,0,0,10,50,77,2963,0.30744627076522857,0.33128003495605235,0.22509418122143732,0.13617951305728176,0.1315601029976704,0.1924462597211913,0.09959940401434879,0.09894696142975208,0.04233079976109179,0.4695170137279006,0.1513607545707873,0.06646951943210454,0.5240704884288974,5,14,90,190,1,2,4,2026-06-12T03:51:57.167258+00:00
1,g001_0014_8466,18131.836723,620,3100,5,0,0,0,6,41,86,2967,0.21464105130974181,0.2433400370405663,0.2812230254609328,0.26079588618875915,0.06483687980804617,0.22673370200202678,0.08958047249257288,0.06667715656368553,0.014724469159739195,0.5806052871001475,0.309850072079529,0.44661636129579674,0.3375473059239471,5,20,86,164,1,2,4,2026-06-12T04:03:38.012721+00:00
