generation,genome_id,score,targets,tickets,max_main_match,rank_1等,rank_2等,rank_3等,rank_4等,rank_5等,rank_6等,rank_外れ,full_weight,recent240_weight,recent120_weight,recent60_weight,pair_weight,pair_recency_weight,pair_stability_weight,triple_weight,dormancy_weight,odd_bonus,sum_bonus,low_high_bonus,consecutive_penalty,overlap_limit,pool_size,target_sum_min,target_sum_max,max_consecutive_pairs,shard_id,num_shards,completed_at
0,g000_0022_7422,7479.854945,240,1200,5,0,0,0,2,24,34,1140,0.35576478101705544,0.33231228074478414,0.028685534315964628,0.28323740392219576,0.1643588036798699,0.14445977502509139,0.08418715759545421,0.09859974986755089,0.027033410351741883,0.295764130378048,0.32792603586963953,0.19066775764208582,0.32149069382849704,4,14,104,190,1,6,8,2026-06-13T11:22:55.600533+00:00
0,g000_0030_5073,7993.581792,240,1200,5,0,0,0,2,27,43,1128,0.05742700092372285,0.16763034224389906,0.7084114783686085,0.06653117846376952,0.11300448994057298,0.2384007273703285,0.05588472237658208,0.003495181415605553,0.035008789295037854,0.5355836649536533,0.14659996966646752,0.304289589924858,0.13684507247033875,6,16,97,182,2,6,8,2026-06-13T11:24:50.564106+00:00
0,g000_0038_5470,8938.497596,240,1200,5,0,0,0,4,23,43,1130,0.10511224007313526,0.13639285968785472,0.6962513788269273,0.06224352141208268,0.06821371716425452,0.20527410171170804,0.110516557607912,0.06967350799145049,0.04736778857196525,0.4066755019551719,0.5180003038369,0.07521226434415032,0.11248721680899013,5,16,82,187,1,6,8,2026-06-13T11:25:45.637920+00:00
0,g000_0014_2463,10159.534554,240,1200,5,0,0,0,6,24,38,1132,0.28023926819104444,0.21062569916628007,0.24495218160799626,0.26418285103467926,0.12608965748919332,0.17318979911580765,0.1824956523614219,0.09984962005901013,0.03316926385724573,0.2863754485246115,0.5321395600161554,0.056809371456027075,0.37765957584793075,5,18,102,188,1,6,8,2026-06-13T11:29:43.222520+00:00
0,g000_0006_8581,11200.120943,240,1200,5,0,0,0,8,21,39,1132,0.11166200477443618,0.07241586701422781,0.4813982491961789,0.3345238790151572,0.13921636210039456,0.11952764827040248,0.1424102657555359,0.07887313766466181,0.006858031231901672,0.20957657771031118,0.29142233638228515,0.40264061738616724,0.31405106222941603,5,18,101,185,1,6,8,2026-06-13T11:29:45.852980+00:00
0,g000_0070_4179,7897.231722,240,1200,5,0,0,0,3,19,41,1137,0.16490584430255192,0.27338577448482504,0.2501634454432644,0.31154493576935866,0.19602004343052126,0.13342274355674458,0.029539953111877466,0.06790642552694497,0.008278665137204606,0.38473988727114317,0.5869506607162319,0.14279646759238487,0.13644680262213219,5,15,81,169,2,6,8,2026-06-13T11:31:22.981772+00:00
0,g000_0062_6357,9908.981457,240,1200,5,0,0,0,5,26,46,1123,0.017305430499150974,0.5957024911287002,0.2895816223277709,0.09741045604437798,0.029031938843260968,0.20721748071789514,0.03376812234727474,0.04808018254434321,0.040120281239681026,0.24728167136578033,0.1203433090394536,0.42394936722923,0.2814154932417645,5,16,80,179,1,6,8,2026-06-13T11:32:33.490575+00:00
0,g000_0054_5514,9364.928164,240,1200,5,0,0,0,4,30,37,1129,0.44621916741873646,0.0982955003960295,0.09101741146408508,0.36446792072114903,0.19201625240017656,0.22696008811212945,0.11497222903149934,0.05851656626957095,0.026661187038550034,0.2167991234824207,0.5950079770100118,0.0516524083845082,0.21861645285574147,6,18,94,164,1,6,8,2026-06-13T11:33:30.089139+00:00
0,g000_0078_6334,9119.0916,240,1200,5,0,0,0,4,25,43,1128,0.16696965904168526,0.31730308732691126,0.3445577239832867,0.17116952964811677,0.18419333944838012,0.03625359130268804,0.1891298638892622,0.015895507469826067,0.038349876497026966,0.4507258536832148,0.3476244375975167,0.1693425935364922,0.5121296389710286,5,16,92,161,2,6,8,2026-06-13T11:34:13.423779+00:00
0,g000_0086_5634,12503.298154,240,1200,6,0,0,1,4,24,42,1129,0.4000294335269961,0.3337360955922745,0.012961122163001024,0.25327334871772833,0.12964162916135666,0.09612688323355853,0.12073982514110197,0.0501416551293648,0.03501685243914049,0.48910968552640666,0.4554246731607271,0.34934924904925324,0.2086763922344891,4,20,86,185,2,6,8,2026-06-13T11:51:13.044642+00:00
