generation,genome_id,score,targets,tickets,max_main_match,rank_1等,rank_2等,rank_3等,rank_4等,rank_5等,rank_6等,rank_外れ,full_weight,recent240_weight,recent120_weight,recent60_weight,pair_weight,pair_recency_weight,pair_stability_weight,triple_weight,dormancy_weight,odd_bonus,sum_bonus,low_high_bonus,consecutive_penalty,overlap_limit,pool_size,target_sum_min,target_sum_max,max_consecutive_pairs,shard_id,num_shards,completed_at,source_file
0,g000_0059_7533,21682.638474,620,3100,5,0,0,0,12,40,78,2970,0.24175979282277896,0.3468128405850941,0.029227091849155885,0.382200274742971,0.13798710530242014,0.02531944037750143,0.060328968033249955,0.09947793353675367,0.011327355194486795,0.18064526538624404,0.5689046712104312,0.20595829045337538,0.5041488438340224,5,17,96,170,1,3,4,2026-06-11T09:48:40.314644+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_elite_0003,21682.638474,620,3100,5,0,0,0,12,40,78,2970,0.24175979282277896,0.3468128405850941,0.029227091849155885,0.382200274742971,0.13798710530242014,0.02531944037750143,0.060328968033249955,0.09947793353675367,0.011327355194486795,0.18064526538624404,0.5689046712104312,0.20595829045337538,0.5041488438340224,5,17,96,170,1,3,4,2026-06-11T21:38:22.907666+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_0179_5990,21590.603206,620,3100,5,0,0,0,10,49,90,2951,0.5545703364703316,0.27644337216668835,0.053135709565038734,0.11585058179794133,0.07712986657355093,0.03465679829355739,0.1973986110554118,0.026642305844781843,0.026551596208588893,0.3578290280925615,0.5544213647299879,0.1851212864283649,0.28942396212062627,5,19,80,185,1,3,4,2026-06-12T02:47:59.797188+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0040_7998,21521.26897,620,3100,5,0,0,0,10,52,77,2961,0.43589419346100317,0.20859834834627194,0.009321876396344799,0.34618558179638004,0.11745796026154054,0.10839251978520519,0.14189675822356934,0.10608166850842426,0.07123289516386788,0.2883146827189633,0.3332022954596373,0.0757070660990333,0.14252513149636098,5,17,101,176,0,0,4,2026-06-11T22:26:41.353476+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_0087_2610,21500.624744,620,3100,5,0,0,0,11,47,69,2973,0.49342521773745096,0.2945015243597307,0.11111471763911705,0.10095854026370124,0.15155849505761912,0.1836379864491719,0.10806163527609927,0.09958613602726996,0.0,0.14503125940358197,0.5399157727297474,0.12913276165472437,0.41694012227867716,5,18,77,173,1,3,4,2026-06-12T05:29:12.478213+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0135_6604,21483.088761,620,3100,5,0,0,0,10,53,72,2965,0.5995062134065477,0.17778350226069498,0.04656530498263172,0.1761449793501255,0.12099044667322997,0.1177015630655249,0.07138615474951533,0.023023571846714,0.023154070885544935,0.41167597473341466,0.5682540264148088,0.1616882111922951,0.25764393522307416,5,17,77,179,2,3,4,2026-06-12T06:34:15.167482+00:00,outputs/evolution_history_shard03_of_04.csv
3,g003_0020_3685,21468.606982,621,3105,6,0,0,1,5,49,80,2970,0.39542236786461366,0.3299398691585036,0.043115827317134335,0.2315219356597485,0.18590300380353209,0.10093837297811985,0.01299135789554527,0.0806184142214123,0.0130047143367375,0.06899183805954567,0.356300018128071,0.34768264354282885,0.15438106431921497,6,17,103,178,0,0,4,2026-06-12T21:39:10.536408+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0039_9656,21462.535693,620,3100,5,0,0,0,10,48,87,2955,0.33979651191430676,0.27149964921769465,0.26493178469752315,0.1237720541704754,0.06573531362860505,0.027623755984803468,0.14177290438428192,0.04317872348574703,0.044203027901252176,0.5631198346599817,0.14208108566264882,0.3438369369827843,0.4121247248112738,5,20,105,165,2,3,4,2026-06-11T09:38:11.468303+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0095_3670,21446.326963,620,3100,6,0,0,1,5,48,80,2966,0.21529213652478688,0.258256681298263,0.2585114056938128,0.2679397764831375,0.19757109908868156,0.08117132368264213,0.202388224602143,0.0,0.04053587884699916,0.15883442258285174,0.07196826846932211,0.1794190032756912,0.22060383676413955,6,18,94,189,2,3,4,2026-06-12T05:36:57.878508+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0044_4258,21445.491371,620,3100,6,0,0,1,5,49,78,2967,0.4363317152615547,0.15451897266089873,0.19164800021058526,0.21750131186696126,0.1055814880464386,0.009523174284879487,0.12696982142293955,0.08475599678107004,0.010948280172284776,0.17499499246777275,0.2717193434729349,0.23131897677684427,0.38030931635888765,6,19,96,189,2,0,4,2026-06-11T22:53:55.529841+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0056_7466,21443.790789,620,3100,6,0,0,1,5,51,69,2974,0.5720987127108318,0.12746950299914234,0.28616452079676946,0.014267263493256441,0.10771852475538593,0.0319453898746685,0.03148648140678285,0.013837697201783362,0.01646133745863106,0.10515495587557451,0.10582725716626296,0.0556995238889487,0.2757404915343731,4,22,94,166,1,0,4,2026-06-11T10:13:14.096851+00:00,outputs/evolution_history_shard00_of_04.csv
3,g003_0156_5458,21438.613662,621,3105,6,0,0,1,5,47,84,2968,0.4281930313695681,0.17003274188246897,0.38736191844198564,0.014412308305977308,0.0991321615947018,0.20338597103340084,0.028483446071414755,0.03974954861134973,0.03577567119900314,0.5068308566616805,0.21001739219485716,0.036189343064039134,0.17328008758103014,6,20,101,181,0,0,4,2026-06-13T01:00:06.380113+00:00,outputs/evolution_history_shard00_of_04.csv
3,g003_0088_8820,21422.366663,621,3105,6,0,0,1,5,49,75,2975,0.4250693112949197,0.234304471995763,0.1915650230417019,0.1490611936676154,0.19699911694974323,0.03716300059287367,0.0,0.030243445913193022,0.05526456982385719,0.48422388203363864,0.07172078408622173,0.2842406041044404,0.6929757314504157,4,22,101,184,1,0,4,2026-06-12T23:59:46.975250+00:00,outputs/evolution_history_shard00_of_04.csv
3,g003_0160_6514,21420.778723,621,3105,6,0,0,1,5,48,81,2970,0.3427841437957088,0.19277870289981444,0.4496829303608141,0.014754222943662649,0.14809087394818152,0.1945304850221643,0.22787185423072837,0.020620042642822533,0.010350148994433279,0.3440193815220062,0.47017211639521944,0.3131479153659828,0.3855099303968152,6,19,104,178,2,0,4,2026-06-13T00:59:41.430553+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_0043_9513,21410.322666,620,3100,6,0,0,1,5,47,82,2965,0.31483526856455957,0.313093396953151,0.3636449201015824,0.008426414380706971,0.15928951651053258,0.20743783225453247,0.057780636312389166,0.0,0.03142272233676936,0.511066765923056,0.3914356571716019,0.12840172058971772,0.34138212152399333,6,18,80,176,2,3,4,2026-06-12T04:04:22.521992+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0027_1863,21384.881452,620,3100,6,0,0,1,5,47,82,2965,0.2856772747808607,0.34781717224476555,0.3578439791163952,0.008661573857978553,0.20767171715763064,0.156088180604128,0.055971992575412494,0.008221213967289996,0.03058171387169328,0.2446555679349274,0.37930756608692473,0.0776788466509195,0.4285851153526849,6,15,86,158,2,3,4,2026-06-12T03:38:41.281996+00:00,outputs/evolution_history_shard03_of_04.csv
0,g000_0024_2937,21375.502007,620,3100,5,0,0,0,8,64,85,2943,0.11361148547787457,0.25550841519005063,0.26504644257832183,0.36583365675375296,0.056886771781486004,0.07689165244614116,0.08030703350610639,0.009162818081511592,0.016211917164571946,0.26666594857833653,0.2967440016462841,0.17360727226706352,0.5329507519858568,6,17,101,173,1,0,4,2026-06-11T08:45:53.935125+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_0030_4045,21299.599402,620,3100,5,0,0,0,10,50,77,2963,0.30744627076522857,0.33128003495605235,0.22509418122143732,0.13617951305728176,0.1315601029976704,0.1924462597211913,0.09959940401434879,0.09894696142975208,0.04233079976109179,0.4695170137279006,0.1513607545707873,0.06646951943210454,0.5240704884288974,5,14,90,190,1,2,4,2026-06-12T03:51:57.167258+00:00,outputs/evolution_history_shard02_of_04.csv
3,g003_0076_6418,21254.292422,621,3105,6,0,0,1,4,53,80,2967,0.33635793307640366,0.15922056112912653,0.49407473652075146,0.010346769273718309,0.17965189046258523,0.13429584255306876,0.005268583296133306,0.0,0.02652296918648121,0.27638984491115387,0.3312787783639363,0.3341414075710375,0.2458691771675237,4,18,95,188,1,0,4,2026-06-12T23:00:47.426558+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0050_6590,21223.80633,620,3100,5,0,0,0,9,58,71,2962,0.4072955836194444,0.18468472772099373,0.07013970667804319,0.3378799819815188,0.06357162354496573,0.04467870495021978,0.1308107279216581,0.06482170024467576,0.010724572619047494,0.1952965310539101,0.6236092369047452,0.06962769248455217,0.21185859537859983,5,19,102,187,1,2,4,2026-06-11T09:00:03.317118+00:00,outputs/evolution_history_shard02_of_04.csv
0,g000_0077_3937,21204.345741,620,3100,5,0,0,0,10,52,68,2970,0.30098232680050435,0.22766811575794874,0.20717437945851389,0.26417517798303286,0.05978095810216928,0.14875659442068354,0.09008340739401509,0.06265003985877926,0.04429644053370434,0.18682620720106993,0.362313397281103,0.2304245576180618,0.23426955574174604,5,22,97,181,1,1,4,2026-06-11T11:09:59.331300+00:00,outputs/evolution_history_shard01_of_04.csv
1,g001_0020_3213,21191.562848,620,3100,5,0,0,0,10,49,75,2966,0.3128365206210941,0.1382744668221178,0.42075756240352236,0.12813145015326563,0.14433988147774002,0.044428336016224215,0.05767050050040887,0.03757923377738813,0.019722601769089746,0.1522538011011324,0.18386060514243693,0.28607283368047537,0.16512258586173617,5,19,93,180,1,0,4,2026-06-11T11:33:30.599904+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_0035_1598,21151.588986,620,3100,6,0,0,1,5,44,83,2967,0.35673633987375025,0.2570136253214755,0.1995367152505093,0.18671331955426496,0.1308107279216581,0.16908991056275424,0.042898290476189975,0.01732664200980183,0.04784075574675189,0.12698807716625923,0.22304445491645983,0.40861230285169714,0.5279162337576219,4,17,81,189,1,3,4,2026-06-11T22:22:50.977214+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0035_1598,21151.588986,620,3100,6,0,0,1,5,44,83,2967,0.35673633987375025,0.2570136253214755,0.1995367152505093,0.18671331955426496,0.1308107279216581,0.16908991056275424,0.042898290476189975,0.01732664200980183,0.04784075574675189,0.12698807716625923,0.22304445491645983,0.40861230285169714,0.5279162337576219,4,17,81,189,1,3,4,2026-06-12T03:48:47.685085+00:00,outputs/evolution_history_shard03_of_04.csv
0,g000_0015_2532,21093.151977,620,3100,5,0,0,0,10,49,75,2966,0.27697789077094775,0.2304404011576406,0.07546330108882049,0.4171184069825911,0.09616891269713777,0.23044929678954423,0.04275298562978329,0.07775273328875541,0.03820577967556542,0.17153192345149781,0.22518602747785202,0.1927964976753766,0.5083179004175375,5,17,105,177,2,3,4,2026-06-11T08:19:11.593354+00:00,outputs/evolution_history_shard03_of_04.csv
3,g003_0152_5674,21005.439081,621,3105,5,0,0,0,10,47,76,2972,0.5157091645690842,0.2327360472082941,0.2304756239404763,0.02107916428214537,0.09428352699105824,0.1217368650406361,0.0492281664544481,0.07657730309394219,0.014887323241368268,0.26476573433642525,0.37899925172212995,0.39296898502074834,0.17920376866231671,5,17,114,176,1,0,4,2026-06-13T00:30:23.773374+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0029_4008,20963.931313,620,3100,6,0,0,1,4,50,82,2963,0.08293711259502187,0.2926947172459618,0.546742325187623,0.0776258449713932,0.1285515961721166,0.07206521844359494,0.11660002525502809,0.05497039462680064,0.024800966246340334,0.47861568048302694,0.4853265196959896,0.4338458265790169,0.18851429306925696,6,22,86,185,1,1,4,2026-06-11T10:09:38.895293+00:00,outputs/evolution_history_shard01_of_04.csv
1,g001_0096_5947,20893.13908,620,3100,5,0,0,0,9,52,80,2959,0.4761806356277956,0.19354033325956865,0.011977609857552337,0.31830142125508337,0.1392464168504711,0.16153590813717,0.15587950405963838,0.0,0.06111548872277196,0.30568226245008384,0.41013197433095927,0.3254476645851356,0.4184878691072276,5,21,87,175,2,0,4,2026-06-11T13:39:56.255797+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0082_5117,20882.496372,620,3100,5,0,0,0,10,42,86,2962,0.416096219412369,0.3272091905920158,0.06499309513413114,0.19170149486148405,0.07704532889380877,0.056024937049113765,0.06502017376028589,0.030803225656430268,0.006682543605797019,0.5782070337944623,0.6203863682644997,0.11161996444547162,0.2250544847307304,5,21,84,176,2,2,4,2026-06-11T10:12:39.173463+00:00,outputs/evolution_history_shard02_of_04.csv
2,g002_0072_3478,20871.500972,620,3100,6,0,0,1,4,50,77,2968,0.234939412453554,0.2544583495814234,0.4880801770671255,0.02252206089789709,0.1411867928769964,0.01974118894531791,0.013292871675914308,0.021924669195890457,0.017756666283895748,0.1551131940776062,0.2176284230982901,0.2435211267659567,0.18572348644885278,4,18,96,168,2,0,4,2026-06-11T23:25:45.337462+00:00,outputs/evolution_history_shard00_of_04.csv
3,g003_0080_8596,20865.737416,621,3105,5,0,0,0,9,51,84,2961,0.4275434553481047,0.13645972993803387,0.3716292275417024,0.06436758717215901,0.0,0.19440546754970306,0.19362790914867095,0.060072294671646195,0.04448728363201539,0.3984812025988046,0.12420011628546335,0.19551900942088457,0.47790089574176925,6,16,100,186,2,0,4,2026-06-12T22:54:36.418438+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_0114_8718,20847.779152,620,3100,5,0,0,0,9,50,86,2955,0.35641709559283624,0.5009082527173612,0.13055246054723418,0.012122191142568283,0.05161804856406202,0.08787252904141649,0.113803443448657,0.05372592190156581,0.03544009008004312,0.4897715000030761,0.06318348300624116,0.3701170449262926,0.5142288944134065,5,18,95,169,0,2,4,2026-06-12T06:19:17.706734+00:00,outputs/evolution_history_shard02_of_04.csv
0,g000_0036_6761,20818.735987,620,3100,5,0,0,0,10,47,70,2973,0.3300163322145925,0.125592039005297,0.30122048682970803,0.24317114195040235,0.11169866073537282,0.11269641832196398,0.021545988418666204,0.07045404723455936,0.04304381510658851,0.6103972384126937,0.20954205453502456,0.08029159009990128,0.5116454735879608,5,19,84,178,1,0,4,2026-06-11T09:07:47.855301+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_elite_0008,20818.735987,620,3100,5,0,0,0,10,47,70,2973,0.3300163322145925,0.125592039005297,0.30122048682970803,0.24317114195040235,0.11169866073537282,0.11269641832196398,0.021545988418666204,0.07045404723455936,0.04304381510658851,0.6103972384126937,0.20954205453502456,0.08029159009990128,0.5116454735879608,5,19,84,178,1,0,4,2026-06-11T11:19:48.381546+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_elite_0008,20818.735987,620,3100,5,0,0,0,10,47,70,2973,0.3300163322145925,0.125592039005297,0.30122048682970803,0.24317114195040235,0.11169866073537282,0.11269641832196398,0.021545988418666204,0.07045404723455936,0.04304381510658851,0.6103972384126937,0.20954205453502456,0.08029159009990128,0.5116454735879608,5,19,84,178,1,0,4,2026-06-11T21:55:01.651466+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_0132_5416,20812.641497,620,3100,5,0,0,0,10,47,70,2973,0.13248164414823188,0.5506010084247068,0.0503456080236906,0.26657173940337064,0.17414525889728424,0.22974313088328102,0.02087143215620581,0.07988627108635922,0.0439178878431047,0.2352413619838301,0.31801139495246283,0.3125696979723006,0.3086735783530369,5,21,81,174,1,0,4,2026-06-12T01:41:39.162478+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_0196_6055,20777.251975,620,3100,5,0,0,0,8,59,75,2958,0.3989101525122434,0.21551988601475344,0.08970453353615167,0.29586542793685144,0.08754469771311787,0.023539236688962104,0.09995118771293046,0.07687627640410083,0.02090565356743682,0.269458315580239,0.22802300810895676,0.13522931709679029,0.20884206812647713,5,17,96,163,0,0,4,2026-06-12T03:05:37.242786+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_0152_2148,20765.245661,620,3100,5,0,0,0,8,60,74,2958,0.194231200880308,0.37639554601673086,0.341343584992577,0.08802966811038418,0.1518945901746484,0.13303700722727946,0.08062801044204988,0.022049789676446132,0.035046909814525865,0.32603585909964,0.29964255059285316,0.34628413248743894,0.43306354135629876,5,16,80,167,1,0,4,2026-06-12T01:34:35.794370+00:00,outputs/evolution_history_shard00_of_04.csv
3,g003_0108_9673,20754.538959,621,3105,5,0,0,0,9,54,71,2971,0.3608855942097351,0.06576114116255398,0.40876903494488503,0.16458422968282596,0.1729006477536823,0.06547499089223581,0.20378309901345165,0.029002029017027916,0.00895072598947041,0.3601352464881157,0.03806697996837904,0.37196449465935316,0.5130696330330538,5,21,109,181,1,0,4,2026-06-13T00:42:46.788558+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_0166_9631,20743.218759,620,3100,5,0,0,0,11,36,78,2975,0.0785829570213357,0.34820713442086676,0.15239377587564182,0.4208161326821556,0.13915751407305013,0.13327231289722347,0.1873980863208021,0.08167885081668323,0.025293329168813564,0.5479638790239758,0.18691470682888506,0.3632024182999524,0.3511728163889569,5,21,93,160,1,2,4,2026-06-12T09:07:58.516672+00:00,outputs/evolution_history_shard02_of_04.csv
0,g000_0095_5815,20740.260953,620,3100,5,0,0,0,8,60,74,2958,0.13531702888191857,0.35375730938099653,0.2770529472537676,0.23387271448331737,0.13227788527520049,0.1734758397536364,0.045350649241489724,0.004964969106705176,0.016133214892328766,0.41081796205760945,0.37164077180936594,0.09314071400457546,0.5829446465669347,5,17,99,164,2,3,4,2026-06-11T10:49:34.829061+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_0158_6446,20717.051736,620,3100,5,0,0,0,9,53,70,2968,0.5165576650692155,0.032061627308179186,0.12185836966497506,0.3295223379576303,0.12078813118896373,0.24660363278165603,0.07529017188859152,0.08606797073113691,0.04163018470412542,0.3191369656006444,0.44747975990263744,0.16431901445790503,0.37915606843797933,5,20,88,180,0,2,4,2026-06-12T08:08:34.292183+00:00,outputs/evolution_history_shard02_of_04.csv
0,g000_0023_8258,20606.092157,620,3100,5,0,0,0,10,43,77,2970,0.2769763841124236,0.32380975773023674,0.28583633289677507,0.1133775252605645,0.15294425090663574,0.059613671506228594,0.03352438395230152,0.09391679532010033,0.04461052619821875,0.6034662689063625,0.33749295301642823,0.37975043971978956,0.14689311221601511,5,21,94,189,1,3,4,2026-06-11T09:21:00.816324+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_elite_0007,20606.092157,620,3100,5,0,0,0,10,43,77,2970,0.2769763841124236,0.32380975773023674,0.28583633289677507,0.1133775252605645,0.15294425090663574,0.059613671506228594,0.03352438395230152,0.09391679532010033,0.04461052619821875,0.6034662689063625,0.33749295301642823,0.37975043971978956,0.14689311221601511,5,21,94,189,1,3,4,2026-06-11T22:30:43.762158+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_0150_7435,20577.348749,620,3100,5,0,0,0,10,42,77,2971,0.10008284104721013,0.4738164112879588,0.0423278125572404,0.3837729351075907,0.2288952339040665,0.2230839136196995,0.15659764552177363,0.07443528614882984,0.02436922669281618,0.2875588880241625,0.5492992899834089,0.0,0.15373821539120822,5,17,89,169,3,2,4,2026-06-12T07:30:27.615062+00:00,outputs/evolution_history_shard02_of_04.csv
3,g003_0060_7952,20557.696901,621,3105,6,0,0,1,4,47,73,2980,0.5566141618003977,0.01034970364699539,0.22925958147466022,0.20377655307794662,0.14005908222733515,0.0,0.0,0.09165243480256037,0.008595652073215197,0.5859181936158976,0.26943537935505363,0.11094990616461795,0.16014630408731909,4,21,94,176,0,0,4,2026-06-12T22:48:29.838554+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_0015_2115,20499.864526,620,3100,5,0,0,0,8,54,84,2954,0.2460569758250374,0.3753198836395378,0.1857870139239496,0.19283612661147512,0.09989409957994462,0.10061769613586977,0.1547669566309724,0.0200754810573317,0.023569581264989165,0.5580997977146163,0.5258440918692503,0.3307584655804683,0.3280121175998095,4,22,99,165,2,3,4,2026-06-11T23:00:06.755576+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0015_2115,20499.864526,620,3100,5,0,0,0,8,54,84,2954,0.2460569758250374,0.3753198836395378,0.1857870139239496,0.19283612661147512,0.09989409957994462,0.10061769613586977,0.1547669566309724,0.0200754810573317,0.023569581264989165,0.5580997977146163,0.5258440918692503,0.3307584655804683,0.3280121175998095,4,22,99,165,2,3,4,2026-06-12T04:48:49.665639+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_0183_9826,20446.51404,620,3100,5,0,0,0,8,56,74,2962,0.3331214619518893,0.3261880706666492,0.2231298587562479,0.11756060862521361,0.1892823950767701,0.1454692851830283,0.1896364870214278,0.07351392464023458,0.02900955212698674,0.642361231238073,0.6263622165246693,0.38384954537774424,0.3610461458776443,5,14,104,185,1,3,4,2026-06-12T02:24:49.937651+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0179_9826,20446.51404,620,3100,5,0,0,0,8,56,74,2962,0.3331214619518893,0.3261880706666492,0.2231298587562479,0.11756060862521361,0.1892823950767701,0.1454692851830283,0.1896364870214278,0.07351392464023458,0.02900955212698674,0.642361231238073,0.6263622165246693,0.38384954537774424,0.3610461458776443,5,14,104,185,1,3,4,2026-06-12T07:48:23.869420+00:00,outputs/evolution_history_shard03_of_04.csv
3,g003_0028_7523,20443.019301,621,3105,5,0,0,0,9,48,79,2969,0.2579830558115573,0.09589060064267967,0.5974942647382212,0.04863207880754188,0.035965535545895544,0.20044549557255684,0.17039453232889332,0.07353443753097864,0.027924665183843206,0.3216653481612182,0.10472385350148007,0.33181618893823744,0.5227090567398723,5,16,82,160,1,0,4,2026-06-12T21:43:08.289982+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0049_2659,20442.264211,620,3100,5,0,0,0,8,55,79,2958,0.1965833019797981,0.3919333436175282,0.31182656657560465,0.09965678782706901,0.10247199507173896,0.17207218820553918,0.0754423791841431,0.053947876053110404,0.03467452112249011,0.1885259219030117,0.3721069202677737,0.17611758367838604,0.2096201765702734,5,16,90,189,1,1,4,2026-06-11T09:54:52.796065+00:00,outputs/evolution_history_shard01_of_04.csv
2,g002_0028_7523,20427.020008,620,3100,5,0,0,0,9,48,79,2964,0.2579830558115573,0.09589060064267967,0.5974942647382212,0.04863207880754188,0.035965535545895544,0.20044549557255684,0.17039453232889332,0.07353443753097864,0.027924665183843206,0.3216653481612182,0.10472385350148007,0.33181618893823744,0.5227090567398723,5,16,82,160,1,0,4,2026-06-11T22:05:01.242688+00:00,outputs/evolution_history_shard00_of_04.csv
3,g003_0112_1205,20422.553393,621,3105,5,0,0,0,8,53,82,2962,0.32507053352843096,0.15739898605882938,0.3960371185290583,0.1214933618836814,0.1717204853836121,0.14816343344353908,0.03186678445943249,0.021629165630746867,0.014527188869882851,0.2536449157763113,0.3699209586082417,0.02887529219384645,0.26968916953224054,5,16,106,180,2,0,4,2026-06-13T00:04:16.379070+00:00,outputs/evolution_history_shard00_of_04.csv
2,g002_0079_1118,20407.06393,620,3100,5,0,0,0,9,44,90,2957,0.1171314446985348,0.2693182411393659,0.04773886171184626,0.5658114524502531,0.11349898812275691,0.21161125075711845,0.027508210134576543,0.05117315947157075,0.018094081510858666,0.4313807470290052,0.12325362142175916,0.12449861327407152,0.41011174794158456,6,18,111,178,3,3,4,2026-06-12T05:09:54.736993+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0056_7976,20358.414894,620,3100,5,0,0,0,9,47,77,2967,0.5088398787886267,0.012132447612807212,0.2272568532758728,0.2517708203226932,0.11141288421059836,0.09781435334295449,0.04785458549864691,0.065736660717373,0.027947801716596714,0.41676342730319077,0.13409387869762407,0.35654948708536505,0.5877570238544251,5,19,79,175,0,0,4,2026-06-11T23:08:23.610447+00:00,outputs/evolution_history_shard00_of_04.csv
1,g001_0103_1923,20351.653354,620,3100,5,0,0,0,8,52,85,2955,0.06407107742107064,0.050067791754634196,0.41459627848896907,0.47126485233532606,0.16559370056936842,0.1920673946637136,0.16365864392482646,0.009616410893900642,0.061133524225434416,0.4208324633911916,0.2357096310130367,0.28101020856233105,0.501608839721365,6,18,94,182,2,3,4,2026-06-12T00:15:27.121831+00:00,outputs/evolution_history_shard03_of_04.csv
0,g000_0032_6753,20347.418798,620,3100,5,0,0,0,8,52,82,2958,0.28895010122101117,0.353888337234243,0.04857814592212845,0.3085834156226175,0.06417200299693215,0.07525617261433988,0.1532103059581773,0.060220751619831585,0.04856346691467945,0.24572271486872493,0.25175884030190454,0.10979527509582279,0.1877553088134414,5,15,93,178,2,0,4,2026-06-11T08:48:29.794214+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0004_9292,20336.369591,620,3100,5,0,0,0,7,60,86,2947,0.3076425811449668,0.28488810976019074,0.16180530793814427,0.2456640011566981,0.02947023309681664,0.2054302116653461,0.17936745291856088,0.03738645262012818,0.04549676471329207,0.5590933651661603,0.3805093119553494,0.22360683426449268,0.43924295860316054,6,20,80,187,1,0,4,2026-06-11T08:38:24.546508+00:00,outputs/evolution_history_shard00_of_04.csv
0,g000_0075_2166,20332.41138,620,3100,5,0,0,0,9,47,75,2969,0.18426593257137752,0.3437114922348736,0.2933571237317402,0.17866545146200874,0.16522325436424717,0.10692626986361836,0.048313407743039466,0.08860385141795663,0.03624687809591576,0.2762428646133398,0.5021443398100948,0.12012680444396594,0.3934649109997508,5,20,104,160,1,3,4,2026-06-11T10:47:27.311245+00:00,outputs/evolution_history_shard03_of_04.csv
2,g002_0147_7435,20318.146462,620,3100,5,0,0,0,9,44,82,2965,0.508588156925786,0.08023482790135437,0.2970995918679257,0.11407742330493402,0.10304502763400923,0.14482023062977903,0.03692744002380749,0.07640972282830671,0.04773994023281597,0.1334669794773387,0.1536733990421654,0.1662723381995064,0.07698370747254855,5,21,100,189,3,3,4,2026-06-12T07:38:03.869991+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_0102_9681,20314.986071,620,3100,5,0,0,0,8,51,89,2952,0.08164072241668706,0.011683990338969554,0.5793603444371058,0.3273149428072375,0.12549218331908776,0.03447679436751081,0.09380613641223748,0.060929194747159826,0.0376308769408821,0.4777497038463365,0.658123062391496,0.17450987437488966,0.16359448650104147,6,16,102,182,2,2,4,2026-06-12T05:47:58.831488+00:00,outputs/evolution_history_shard02_of_04.csv
1,g001_0095_6223,20293.048951,620,3100,5,0,0,0,8,54,75,2963,0.2820686597977332,0.20846376443848652,0.42389125789073595,0.08557631787304434,0.05756784168222673,0.106211552700178,0.028466452902617095,0.08132776193969533,0.027463649703055735,0.33629697174296563,0.539288398037172,0.22848431346277248,0.16154047192787166,5,21,96,168,1,3,4,2026-06-12T00:27:01.354961+00:00,outputs/evolution_history_shard03_of_04.csv
1,g001_0178_7405,20288.036099,620,3100,5,0,0,0,8,52,80,2960,0.5710792836664098,0.03847423221556766,0.02712392031057473,0.3633225638074478,0.04530461540300297,0.08231432495539077,0.14637475249284346,0.08733153975781241,0.01863076451947732,0.19833168761172115,0.7323356894715947,0.08403807551719186,0.2551298017399681,5,15,107,185,2,2,4,2026-06-12T08:27:40.010494+00:00,outputs/evolution_history_shard02_of_04.csv
0,g000_0016_1689,20283.532942,620,3100,5,0,0,0,9,44,84,2963,0.4819082834288059,0.046005112713497845,0.4446751996324909,0.027411404225205393,0.09530346833581463,0.15648641017256232,0.09177141990956239,0.052542302111942864,0.04150639691200818,0.1731743036572754,0.13567819170176992,0.3414439108738746,0.19463807297044836,4,21,96,178,2,0,4,2026-06-11T09:12:34.291383+00:00,outputs/evolution_history_shard00_of_04.csv
