full_weight,recent240_weight,recent120_weight,recent60_weight,pair_weight,pair_recency_weight,pair_stability_weight,triple_weight,dormancy_weight,odd_bonus,sum_bonus,low_high_bonus,consecutive_penalty,overlap_limit,pool_size,target_sum_min,target_sum_max,max_consecutive_pairs,id,generation,score,parents
0.3898142130741941,0.09324212210892067,0.3420334271364444,0.17491023768044076,0.14517771179515515,0.12705083501466724,0.04363078929094604,0.01676003684378908,0.029499177356889512,0.37594984714199864,0.3623822429767596,0.49468879521673276,0.503072351140309,3,24,91,173,2,breed_0023_9644,12,0.0,"['g006_0036_6682', 'g011_0072_6961']"
0.18738934072779798,0.28216518842387944,0.24118977430281796,0.2892556965455047,0.16399940096965965,0.07507049706888247,0.089509084443749,0.020455322382195284,0.020230214155060523,0.26865718338575345,0.34451283512027786,0.2328012750154379,0.3374823464123984,4,22,84,179,2,breed_0024_1502,6,0.0,"['g005_0026_7697', 'g001_0058_7946']"
0.307561152427671,0.15642414251984404,0.23697644687087743,0.2990382581816076,0.16044995069706564,0.08100083130734927,0.09288035501361153,0.02630414989137366,0.02299749231514709,0.26029526266248615,0.3520081465322023,0.22468563987782375,0.4483674679663471,4,22,86,159,3,breed_0025_1040,6,0.0,"['g005_0026_7697', 'g001_0058_7946']"
0.20362807983041295,0.2103164390240599,0.5628306634397574,0.023224817705769823,0.13827064352148055,0.09045677903019338,0.09774511876974681,0.08087296529535604,0.01709972410543378,0.21049266901723704,0.40602876741016536,0.26912688225608594,0.12078558260262999,3,22,102,162,2,breed_0026_3575,2,0.0,"['g001_0123_5401', 'g001_0058_7946']"
0.3513984438584472,0.22659570825123773,0.37363021373573607,0.048375634154579045,0.1414880513406263,0.12223055136905811,0.04868470516098631,0.12306382345865008,0.042046787649646505,0.36539731769243344,0.18385224046922882,0.3612899447169277,0.17004470521346768,4,19,103,170,2,breed_0027_7427,4,0.0,"['g001_0123_5401', 'g003_0140_7492']"
0.37074832996217305,0.0452450059148854,0.23482540671278693,0.34918125741015466,0.14704485307217346,0.2306983129873827,0.0494236388656758,0.03837067452810468,0.05313959322114508,0.43174386719570845,0.3585422095505732,0.5737536667333926,0.5252016232284563,5,22,77,181,0,breed_0028_2746,8,0.0,"['g003_0140_7492', 'g007_0157_9681']"
0.6445797847566013,0.16729760899264284,0.12536394403167697,0.06275866221907889,0.12763089256727075,0.11106950117200849,0.05908872689421128,0.06484261396664755,0.04034199729697489,0.18080790449355055,0.389763181136875,0.4405532464530922,0.3435445243914171,4,22,89,170,3,breed_0029_8775,7,0.0,"['g001_0123_5401', 'g006_0036_6682']"
0.5689880081003394,0.029868526995925414,0.028359237323572668,0.3727842275801624,0.1501089912873696,0.2212690867737562,0.05860056931966934,0.019387841499736318,0.05364870554560054,0.3533478483781234,0.3728289892783766,0.5874320869989683,0.3513605425822088,6,21,78,171,0,breed_0030_9482,8,0.0,"['g006_0036_6682', 'g007_0157_9681']"
0.3190554643504695,0.43427290815008995,0.0981132631887516,0.14855836431068895,0.1780420279912143,0.07206872662333133,0.12450449662629508,0.0863059107916193,0.019447271088019136,0.2780919299384617,0.5155249565193052,0.24322398554436886,0.12621786759310383,4,17,103,169,2,breed_0031_8233,2,0.0,"['g001_0121_3591', 'g001_0058_7946']"
0.48376126463444447,0.09993413807703679,0.21229912614693652,0.20400547114158227,0.14410754875518927,0.12422107184485157,0.05646233714186441,0.034206321239328964,0.04406054796155113,0.39854659006524973,0.34337938252005457,0.48836187439714857,0.5878681445291046,6,22,104,173,2,breed_0032_5581,7,0.0,"['g006_0036_6682', 'g003_0140_7492']"
0.5120453433013782,0.26437113350562297,0.0008188194926350753,0.22276470370036372,0.1446065476448599,0.10310248493910504,0.07877072667149208,0.07815995057297769,0.043185673630854085,0.3000486248791501,0.38271469537492425,0.21641604901557734,0.26343327536414357,4,22,85,169,1,breed_0033_5927,7,0.0,"['g006_0036_6682', 'g001_0121_3591']"
0.3337328629521025,0.2430243758278182,0.2121846594190027,0.21105810180107662,0.16348356132802447,0.07648422476438357,0.10090704977219553,0.09232776347520522,0.032577319749187685,0.4175214945642941,0.45362702397737287,0.1894335495626067,0.5605854658588635,6,20,105,183,2,breed_0034_5320,4,0.0,"['g003_0140_7492', 'g001_0121_3591']"
0.49623031912013826,0.15632259165861623,0.022330556190705786,0.3251165330305396,0.13006450386347107,0.06688605704893397,0.07315366578417637,0.07822699125458059,0.030291230237521748,0.2989618688102716,0.39192360660393194,0.19269826922200112,0.12430366963737001,6,24,85,167,4,breed_0035_1995,7,0.0,"['g006_0036_6682', 'g001_0121_3591']"
0.416406372915688,0.29556282900491776,0.10004987049718718,0.18798092758220708,0.15823607617268473,0.08190553642004614,0.09397431474046095,0.02538494131452828,0.02615378249610521,0.4001383643317689,0.5218938928863908,0.27556205262105277,0.45295340591473127,4,17,107,188,2,breed_0036_7102,12,0.0,"['g001_0121_3591', 'g011_0072_6961']"
0.4818626440542356,0.16686330383857922,0.2997003311200806,0.051573720987104534,0.16068400223449844,0.06116927566557021,0.06381022360562681,0.07317202217041834,0.03994813458415619,0.18717302976415653,0.30759156029548973,0.17058347065617122,0.15820820876930286,4,22,87,170,2,breed_0037_1436,2,0.0,"['g001_0123_5401', 'g000_0065_1528']"
0.6676107838169113,0.13625327984650887,0.10034092021183555,0.09579501612474416,0.19598898635727813,0.11053968284057997,0.08431681722015828,0.05958847225793848,0.03442028251073222,0.12157522727402989,0.10445460942010525,0.26839720511073156,0.13827352907548346,3,16,95,187,0,breed_0038_5316,26,0.0,"['g025_0043_5739', 'g001_0095_2659']"
