numbers,structural_score,meta_ensemble_score,roi_score,final_score,sum,odd,low,consecutive,range,freq_full,freq_240,freq_120,freq_60,pair_score,bayes_score,zone_1_9,zone_10_18,zone_19_27,zone_28_37,mc_expected_payout,mc_expected_roi,mc_prob_1等,mc_prob_2等,mc_prob_3等,mc_prob_4等,mc_prob_5等,mc_prob_6等,mc_prob_外れ,ensemble_weight_structural
01 09 12 13 22 29 36,108.22228084,108.22228084,-6.51666667,209.92789501,122.0,4.0,4.0,1.0,35.0,162.38984462,111.87948001,82.82647262,55.2628559,86.87344035,1.50342043,2.0,2.0,1.0,2.0,104.5,-0.65166667,0.0,0.0,0.0,0.003,0.025,0.022,0.95,1.0
08 09 12 13 22 29 36,107.97520284,107.97520284,-6.06333333,209.88707235,129.0,3.0,4.0,2.0,28.0,162.42703913,111.70743211,82.77498408,55.41703627,82.25693899,1.52001794,2.0,2.0,1.0,2.0,118.1,-0.60633333,0.0,0.0,0.0,0.003,0.027,0.032,0.938,1.0
07 09 12 17 22 33 34,108.59842869,108.59842869,-7.36666667,209.83019072,134.0,4.0,4.0,1.0,27.0,162.53877526,112.33078293,82.97271507,55.68920371,90.12722876,1.4909723,2.0,2.0,1.0,2.0,79.0,-0.73666667,0.0,0.0,0.0,0.002,0.02,0.018,0.96,1.0
01 06 07 09 10 26 36,96.78173151,96.78173151,16.25666667,209.82012968,95.0,3.0,5.0,2.0,35.0,150.20488905,103.25329863,77.04396737,51.86633621,73.65294347,1.37478973,4.0,1.0,1.0,1.0,787.7,1.62566667,0.0,0.0,0.001,0.001,0.024,0.032,0.942,1.0
07 09 12 18 22 29 31,108.30558581,108.30558581,-6.83333333,209.77783828,128.0,4.0,4.0,0.0,24.0,162.67026009,111.55387773,82.35284632,53.90385314,90.80614965,1.50756981,2.0,2.0,1.0,2.0,95.0,-0.68333333,0.0,0.0,0.0,0.002,0.025,0.025,0.948,1.0
07 09 12 18 22 34 35,108.41526708,108.41526708,-7.05333333,209.77720082,137.0,3.0,4.0,1.0,28.0,164.19911786,112.80481475,82.91753211,53.76565332,89.55107159,1.49927106,2.0,2.0,1.0,2.0,88.4,-0.70533333,0.0,0.0,0.0,0.002,0.018,0.031,0.949,1.0
01 09 12 18 19 22 29,108.18078614,108.18078614,-6.64666667,209.71490562,110.0,4.0,4.0,1.0,28.0,163.50937706,112.29113941,82.6457266,54.33579577,87.59168192,1.50342043,2.0,2.0,2.0,1.0,100.6,-0.66466667,0.0,0.0,0.0,0.002,0.027,0.027,0.944,1.0
01 06 07 09 13 26 36,97.21331899,97.21331899,15.25333333,209.67997131,98.0,4.0,5.0,1.0,35.0,150.19893072,102.62279227,76.00871437,51.6951008,74.78116374,1.41213413,4.0,1.0,1.0,1.0,757.6,1.52533333,0.0,0.0,0.001,0.0,0.017,0.027,0.955,1.0
07 09 12 22 29 31 34,108.38727757,108.38727757,-7.16,209.61455513,144.0,4.0,3.0,0.0,27.0,163.00572709,111.45434288,81.89204241,52.58688203,93.46611271,1.51586857,2.0,1.0,1.0,3.0,85.2,-0.716,0.0,0.0,0.0,0.002,0.019,0.026,0.953,1.0
07 09 12 13 22 29 36,108.78414601,108.78414601,-7.98666667,209.58162535,128.0,4.0,4.0,1.0,29.0,162.48563584,111.86958619,82.63866829,55.19068119,88.62999776,1.52416732,2.0,2.0,1.0,2.0,60.4,-0.79866667,0.0,0.0,0.0,0.0,0.018,0.028,0.954,1.0
07 09 12 19 22 34 36,107.63192295,107.63192295,-5.74666667,209.51717923,139.0,3.0,3.0,0.0,29.0,162.28626344,111.78563882,82.30932188,54.00991765,83.24023277,1.51586857,2.0,1.0,2.0,2.0,127.6,-0.57466667,0.0,0.0,0.0,0.004,0.022,0.038,0.936,1.0
07 09 12 17 22 26 36,108.49585955,108.49585955,-7.47666667,209.51505243,129.0,3.0,4.0,0.0,29.0,161.05615762,111.45889575,83.06556077,56.82723871,88.99876394,1.4909723,2.0,2.0,2.0,1.0,75.7,-0.74766667,0.0,0.0,0.0,0.001,0.019,0.029,0.951,1.0
08 09 12 14 19 22 29,108.06117589,108.06117589,-6.62,209.50235178,113.0,3.0,4.0,1.0,21.0,162.39480173,111.64578077,82.65500687,55.08976585,85.28035041,1.51171919,2.0,2.0,2.0,1.0,101.4,-0.662,0.0,0.0,0.0,0.002,0.023,0.035,0.94,1.0
07 09 12 15 22 26 29,107.92916204,107.92916204,-6.41,209.44832408,120.0,4.0,4.0,0.0,22.0,162.27742346,110.85737589,81.68249639,53.49836602,89.80957875,1.51586857,2.0,2.0,2.0,1.0,107.7,-0.641,0.0,0.0,0.0,0.003,0.029,0.018,0.95,1.0
07 09 12 15 22 33 34,108.08461457,108.08461457,-6.77333333,209.3958958,132.0,4.0,4.0,1.0,27.0,162.10566926,111.33319115,81.90185422,53.42359873,92.54760311,1.49927106,2.0,2.0,1.0,2.0,96.8,-0.67733333,0.0,0.0,0.0,0.002,0.026,0.025,0.947,1.0
09 12 14 17 22 29 34,107.94702457,107.94702457,-6.53666667,209.35738247,137.0,3.0,4.0,0.0,25.0,164.14512419,112.14204925,81.94882752,53.88505073,86.77426224,1.51171919,1.0,3.0,1.0,2.0,103.9,-0.65366667,0.0,0.0,0.0,0.003,0.023,0.025,0.949,1.0
07 08 09 12 22 26 33,108.32744856,108.32744856,-7.42,209.23489711,117.0,3.0,4.0,2.0,26.0,160.86985755,111.67151587,83.74257183,56.61625523,87.47670574,1.48267354,3.0,1.0,2.0,1.0,77.4,-0.742,0.0,0.0,0.0,0.0,0.023,0.036,0.941,1.0
07 08 09 12 22 31 34,108.29127932,108.29127932,-7.35333333,209.2292253,123.0,3.0,4.0,2.0,27.0,162.07752079,111.51383806,82.85462596,54.13534576,89.33914959,1.50756981,3.0,1.0,1.0,2.0,79.4,-0.73533333,0.0,0.0,0.0,0.002,0.018,0.022,0.958,1.0
01 07 08 09 12 22 29,107.83965189,107.83965189,-6.46333333,209.21597044,88.0,4.0,5.0,2.0,28.0,164.77351304,114.27910652,85.37473676,56.5674135,93.43624585,1.52001794,4.0,1.0,1.0,1.0,106.1,-0.64633333,0.0,0.0,0.0,0.003,0.022,0.029,0.946,1.0
01 09 12 22 29 31 34,107.92990425,107.92990425,-6.69666667,209.16314183,138.0,4.0,3.0,0.0,33.0,162.90993588,111.4642367,82.07984674,52.65905674,92.58032074,1.49512168,2.0,1.0,1.0,3.0,99.1,-0.66966667,0.0,0.0,0.0,0.003,0.017,0.031,0.949,1.0
08 09 12 22 29 31 34,107.84085665,107.84085665,-6.52333333,209.15837997,145.0,3.0,3.0,1.0,26.0,162.94713038,111.2921888,82.0283582,52.8132371,89.28073934,1.51171919,2.0,1.0,1.0,3.0,104.3,-0.65233333,0.0,0.0,0.0,0.001,0.031,0.036,0.932,1.0
09 12 14 17 22 29 36,108.33424727,108.33424727,-7.58666667,209.08182788,139.0,3.0,4.0,0.0,27.0,162.68837172,112.10826045,82.87340439,56.0914026,86.54274529,1.49927106,1.0,3.0,1.0,2.0,72.4,-0.75866667,0.0,0.0,0.0,0.0,0.023,0.031,0.946,1.0
07 09 12 19 22 29 34,107.95906119,107.95906119,-6.87666667,209.0414557,132.0,4.0,3.0,0.0,27.0,163.94063528,112.18171074,81.99711836,52.94664994,84.79752001,1.53246608,2.0,1.0,2.0,2.0,93.7,-0.68766667,0.0,0.0,0.0,0.003,0.019,0.022,0.956,1.0
07 09 12 22 29 31 36,108.37200935,108.37200935,-7.75,208.99401871,146.0,4.0,3.0,0.0,29.0,161.54897463,111.42055408,82.81661928,54.7932339,89.8805048,1.50342043,2.0,1.0,1.0,3.0,67.5,-0.775,0.0,0.0,0.0,0.001,0.015,0.028,0.956,1.0
07 09 12 15 22 29 36,108.48390991,108.48390991,-8.00666667,208.96115316,130.0,4.0,4.0,0.0,29.0,163.07051235,112.06837694,82.71961192,54.37422962,86.90600295,1.52416732,2.0,2.0,1.0,2.0,59.8,-0.80066667,0.0,0.0,0.0,0.0,0.021,0.022,0.957,1.0
01 07 08 09 22 29 36,107.47684958,107.47684958,-6.00666667,208.9470325,112.0,4.0,4.0,2.0,35.0,159.8493924,109.9957954,81.7746721,54.78716447,88.26148921,1.49927106,4.0,0.0,1.0,2.0,119.8,-0.60066667,0.0,0.0,0.0,0.004,0.021,0.032,0.943,1.0
07 09 12 18 22 31 34,107.7216687,107.7216687,-6.57333333,208.87000408,133.0,3.0,4.0,0.0,27.0,162.47264071,111.19159461,81.74047298,52.76076897,90.5674113,1.50342043,2.0,2.0,1.0,2.0,102.8,-0.65733333,0.0,0.0,0.0,0.002,0.026,0.031,0.941,1.0
08 09 12 22 29 34 35,108.28566749,108.28566749,-7.72333333,208.84800165,149.0,3.0,3.0,2.0,27.0,164.67360753,112.90540894,83.20541733,53.81812145,86.19117021,1.50756981,2.0,1.0,1.0,3.0,68.3,-0.77233333,0.0,0.0,0.0,0.001,0.016,0.027,0.956,1.0
08 09 12 13 22 29 34,107.82696166,107.82696166,-6.82,208.83392333,127.0,3.0,4.0,2.0,26.0,163.8837916,111.74122091,81.85040721,53.21068439,84.47996863,1.53246608,2.0,2.0,1.0,2.0,95.4,-0.682,0.0,0.0,0.0,0.002,0.023,0.029,0.946,1.0
08 09 12 19 22 29 34,107.55404141,107.55404141,-6.3,208.80808281,133.0,3.0,3.0,1.0,26.0,163.88203857,112.01955666,82.13343414,53.17300502,81.79048944,1.5283167,2.0,1.0,2.0,2.0,111.0,-0.63,0.0,0.0,0.0,0.002,0.03,0.032,0.936,1.0
07 12 17 22 29 34 36,107.24547067,107.24547067,-5.70666667,208.78427467,157.0,3.0,3.0,0.0,29.0,161.36675018,110.39677506,80.66877264,52.95155002,88.78658316,1.51171919,1.0,2.0,1.0,3.0,128.8,-0.57066667,0.0,0.0,0.0,0.004,0.021,0.041,0.934,1.0
07 09 12 18 22 31 36,107.81630712,107.81630712,-6.85333333,208.7792809,135.0,3.0,4.0,0.0,29.0,161.01588825,111.15780581,82.66504985,54.96712085,87.89769193,1.4909723,2.0,2.0,1.0,2.0,94.4,-0.68533333,0.0,0.0,0.0,0.002,0.023,0.028,0.947,1.0
01 06 07 09 12 22 29,108.2240161,108.2240161,-7.67333333,208.77469886,86.0,4.0,5.0,1.0,28.0,164.64419363,115.26536095,86.80099763,58.85182502,94.72148419,1.47852417,4.0,1.0,1.0,1.0,69.8,-0.76733333,0.0,0.0,0.0,0.0,0.021,0.032,0.947,1.0
07 08 09 12 22 34 35,107.41207397,107.41207397,-6.09666667,208.72748128,127.0,3.0,4.0,3.0,28.0,163.80399794,113.1270582,84.03168509,55.14023011,87.71611223,1.50342043,3.0,1.0,1.0,2.0,117.1,-0.60966667,0.0,0.0,0.0,0.003,0.027,0.031,0.939,1.0
09 12 13 17 22 29 34,107.25897484,107.25897484,-5.83333333,208.68461634,136.0,4.0,4.0,1.0,25.0,163.30286795,111.15569812,80.96801178,53.61412116,84.2072022,1.52001794,1.0,3.0,1.0,2.0,125.0,-0.58333333,0.0,0.0,0.0,0.004,0.025,0.03,0.941,1.0
01 09 12 17 22 34 36,108.14353797,108.14353797,-7.63666667,208.65040927,131.0,3.0,4.0,0.0,35.0,163.21020776,112.71357942,83.36590376,55.56892514,84.92030119,1.4909723,2.0,2.0,1.0,2.0,70.9,-0.76366667,0.0,0.0,0.0,0.001,0.013,0.035,0.951,1.0
09 12 15 17 22 29 34,107.43774514,107.43774514,-6.24333333,208.63215694,138.0,4.0,4.0,0.0,25.0,163.88774446,111.35448887,81.04895542,52.79766958,86.47492737,1.52001794,1.0,3.0,1.0,2.0,112.7,-0.62433333,0.0,0.0,0.0,0.003,0.019,0.041,0.937,1.0
01 06 07 08 18 26 29,96.32480856,96.32480856,15.94333333,208.59295046,95.0,3.0,5.0,2.0,28.0,150.97987355,102.23111071,75.06981454,49.30623628,72.74726979,1.42043288,4.0,1.0,1.0,1.0,778.3,1.59433333,0.0,0.0,0.001,0.001,0.021,0.028,0.949,1.0
07 09 12 15 22 26 34,107.83168288,107.83168288,-7.08333333,208.58003243,125.0,3.0,4.0,0.0,27.0,162.07980409,110.49509277,81.07012305,52.35528185,93.62448996,1.51171919,2.0,2.0,2.0,1.0,87.5,-0.70833333,0.0,0.0,0.0,0.001,0.02,0.039,0.94,1.0
08 09 12 18 19 22 35,108.00344905,108.00344905,-7.44,208.56689809,123.0,3.0,4.0,2.0,27.0,161.80927504,111.5608694,82.87763182,55.60016029,88.50267321,1.48267354,2.0,2.0,2.0,1.0,76.8,-0.744,0.0,0.0,0.0,0.002,0.011,0.032,0.955,1.0
09 12 17 18 22 29 34,108.04641954,108.04641954,-7.52666667,208.56617242,141.0,3.0,4.0,1.0,25.0,165.29689403,112.61535999,81.88805871,53.28526101,86.359615,1.52001794,1.0,3.0,1.0,2.0,74.2,-0.75266667,0.0,0.0,0.0,0.0,0.024,0.031,0.945,1.0
07 09 12 14 22 33 34,108.03507623,108.03507623,-7.51666667,208.55348579,131.0,3.0,4.0,1.0,27.0,162.36304899,112.12075153,82.80172632,54.51097987,88.19012325,1.4909723,2.0,2.0,1.0,2.0,74.5,-0.75166667,0.0,0.0,0.0,0.001,0.02,0.026,0.953,1.0
07 08 09 12 19 22 34,107.97883179,107.97883179,-7.42333333,208.53433024,111.0,3.0,4.0,2.0,27.0,163.01242899,112.24120592,82.9597019,54.49511368,81.63529732,1.52416732,3.0,1.0,2.0,1.0,77.3,-0.74233333,0.0,0.0,0.0,0.001,0.021,0.027,0.951,1.0
09 12 13 22 29 34 36,107.37146981,107.37146981,-6.23,208.51293962,155.0,3.0,3.0,1.0,27.0,163.15762605,111.28565381,81.20002718,52.72548836,85.18004562,1.52416732,1.0,2.0,1.0,3.0,113.1,-0.623,0.0,0.0,0.0,0.005,0.012,0.029,0.954,1.0
01 09 12 13 22 29 34,108.14676844,108.14676844,-7.80666667,208.4868702,120.0,4.0,4.0,1.0,33.0,163.84659709,111.91326881,81.90189575,53.05650403,89.70254314,1.51586857,2.0,2.0,1.0,2.0,65.8,-0.78066667,0.0,0.0,0.0,0.0,0.021,0.028,0.951,1.0
09 12 18 22 29 33 34,107.6766048,107.6766048,-6.87333333,208.47987627,157.0,3.0,3.0,1.0,25.0,164.38442842,112.37241301,81.91468975,52.58908149,87.65503461,1.50342043,1.0,2.0,1.0,3.0,93.8,-0.68733333,0.0,0.0,0.0,0.002,0.016,0.04,0.942,1.0
08 09 12 14 22 29 31,107.99405688,107.99405688,-7.54333333,208.44478042,125.0,3.0,4.0,1.0,23.0,161.45989354,110.91841291,82.54993092,54.72999794,89.82114817,1.49512168,2.0,2.0,1.0,2.0,73.7,-0.75433333,0.0,0.0,0.0,0.001,0.019,0.027,0.953,1.0
07 09 12 15 22 31 34,107.40667567,107.40667567,-6.41666667,208.39668467,130.0,4.0,4.0,0.0,27.0,161.06349115,109.93072349,80.90136968,52.27317754,93.13006842,1.50342043,2.0,2.0,1.0,2.0,107.5,-0.64166667,0.0,0.0,0.0,0.003,0.02,0.034,0.943,1.0
07 09 12 13 22 26 34,107.5742121,107.5742121,-6.77333333,208.37509086,123.0,3.0,4.0,1.0,27.0,161.49492757,110.29630202,80.98917941,53.17173343,90.70092745,1.51171919,2.0,2.0,2.0,1.0,96.8,-0.67733333,0.0,0.0,0.0,0.002,0.016,0.043,0.939,1.0
01 07 09 12 18 22 29,107.25832398,107.25832398,-6.15,208.36664797,98.0,4.0,5.0,0.0,28.0,165.16863296,113.95686307,84.26058378,55.19283671,94.56686347,1.51586857,3.0,2.0,1.0,1.0,115.5,-0.615,0.0,0.0,0.0,0.003,0.025,0.033,0.939,1.0
07 08 09 12 18 22 29,107.39186914,107.39186914,-6.49333333,208.29040494,105.0,3.0,5.0,2.0,22.0,165.20582746,113.78481517,84.20909524,55.34701708,93.12222166,1.53246608,3.0,2.0,1.0,1.0,105.2,-0.64933333,0.0,0.0,0.0,0.002,0.029,0.028,0.941,1.0
01 06 07 08 16 19 29,96.3041447,96.3041447,15.66333333,208.27162273,86.0,4.0,5.0,2.0,28.0,148.11359589,101.43905901,75.27962714,51.21856285,76.13336156,1.38723786,4.0,1.0,1.0,1.0,769.9,1.56633333,0.0,0.0,0.001,0.001,0.023,0.016,0.959,1.0
01 07 12 22 29 34 36,107.43320331,107.43320331,-6.63333333,208.23307328,141.0,3.0,3.0,0.0,35.0,161.91047932,111.15434575,81.60265661,52.39393289,88.44808273,1.50756981,2.0,1.0,1.0,3.0,101.0,-0.66333333,0.0,0.0,0.0,0.002,0.025,0.031,0.942,1.0
01 07 08 09 12 22 34,107.12593684,107.12593684,-6.03333333,208.21854034,93.0,3.0,5.0,2.0,33.0,164.57589366,113.9168234,84.76236342,55.42432933,92.11585795,1.51586857,4.0,1.0,1.0,1.0,119.0,-0.60333333,0.0,0.0,0.0,0.004,0.02,0.033,0.943,1.0
09 12 13 18 22 26 29,107.08434474,107.08434474,-5.96333333,208.20535615,129.0,3.0,4.0,1.0,20.0,162.02907016,110.17418761,80.62371557,53.16659588,88.33461301,1.50756981,1.0,3.0,2.0,1.0,121.1,-0.59633333,0.0,0.0,0.0,0.003,0.027,0.035,0.935,1.0
09 12 13 18 22 29 36,107.72429032,107.72429032,-7.24333333,208.20524731,139.0,3.0,4.0,1.0,27.0,162.82215905,111.38518866,81.6608311,54.04245948,86.14101809,1.51586857,1.0,3.0,1.0,2.0,82.7,-0.72433333,0.0,0.0,0.0,0.001,0.019,0.036,0.944,1.0
07 09 12 18 19 22 36,107.89598288,107.89598288,-7.62333333,208.16863243,123.0,3.0,4.0,1.0,29.0,161.95079644,111.88517367,82.7701258,55.32688876,83.46153377,1.50756981,2.0,2.0,2.0,1.0,71.3,-0.76233333,0.0,0.0,0.0,0.001,0.016,0.03,0.953,1.0
01 06 07 09 12 22 35,107.80126377,107.80126377,-7.44,208.16252754,92.0,4.0,5.0,1.0,34.0,162.9068971,114.70713884,87.08439139,59.96200917,96.14486666,1.44117977,4.0,1.0,1.0,1.0,76.8,-0.744,0.0,0.0,0.0,0.0,0.021,0.039,0.94,1.0
01 06 07 09 12 22 34,107.82597796,107.82597796,-7.59333333,208.05862258,91.0,3.0,5.0,1.0,33.0,164.44657426,114.90307783,86.18862428,57.70874085,96.03173719,1.47437479,4.0,1.0,1.0,1.0,72.2,-0.75933333,0.0,0.0,0.0,0.0,0.024,0.029,0.947,1.0
08 09 12 18 22 29 37,106.96595489,106.96595489,-5.93666667,207.99524311,135.0,3.0,4.0,1.0,29.0,160.50444977,109.61441283,80.6487397,52.63120478,91.42910205,1.49512168,2.0,2.0,1.0,2.0,121.9,-0.59366667,0.0,0.0,0.0,0.003,0.028,0.034,0.935,1.0
07 09 12 15 20 22 29,107.60639318,107.60639318,-7.22666667,207.9861197,114.0,4.0,4.0,0.0,22.0,162.24714129,111.45530479,82.10868977,53.80943673,86.5424878,1.50342043,2.0,2.0,2.0,1.0,83.2,-0.72266667,0.0,0.0,0.0,0.0,0.024,0.04,0.936,1.0
02 12 18 22 23 31 37,96.0619473,96.0619473,15.84,207.9638946,145.0,3.0,3.0,1.0,35.0,145.83150402,99.01538283,72.83723266,46.60008975,71.79109279,1.35819222,1.0,2.0,2.0,2.0,775.2,1.584,0.0,0.0,0.001,0.002,0.014,0.025,0.958,1.0
09 12 15 18 22 29 36,107.52531913,107.52531913,-7.09,207.96063825,141.0,3.0,4.0,0.0,27.0,163.40703556,111.58397941,81.74177473,53.2260079,85.26089747,1.51586857,1.0,3.0,1.0,2.0,87.3,-0.709,0.0,0.0,0.0,0.001,0.021,0.037,0.941,1.0
09 12 14 15 22 29 34,107.57363152,107.57363152,-7.18666667,207.96059637,135.0,3.0,4.0,1.0,25.0,163.71201819,111.14445747,80.87796667,51.61944575,90.36481225,1.52001794,1.0,3.0,1.0,2.0,84.4,-0.71866667,0.0,0.0,0.0,0.0,0.028,0.034,0.938,1.0
01 07 12 18 22 29 34,107.52571674,107.52571674,-7.09333333,207.95810016,123.0,3.0,4.0,0.0,33.0,163.03176478,111.28766941,81.13888365,51.50455213,90.69820244,1.51171919,2.0,2.0,1.0,2.0,87.2,-0.70933333,0.0,0.0,0.0,0.002,0.019,0.028,0.951,1.0
08 09 12 13 20 22 29,107.42280181,107.42280181,-6.90333333,207.94227028,113.0,3.0,4.0,2.0,21.0,161.60366806,111.09435996,82.16406192,54.85224338,84.60272126,1.49927106,2.0,2.0,2.0,1.0,92.9,-0.69033333,0.0,0.0,0.0,0.003,0.018,0.023,0.956,1.0
01 09 12 18 19 22 36,107.65381586,107.65381586,-7.39,207.91763171,117.0,3.0,4.0,1.0,35.0,161.85500522,111.89506749,82.95793012,55.39906348,84.36912756,1.48682292,2.0,2.0,2.0,1.0,78.3,-0.739,0.0,0.0,0.0,0.001,0.021,0.028,0.95,1.0
05 06 09 16 22 23 32,96.07468062,96.07468062,15.72333333,207.87269456,113.0,3.0,4.0,2.0,27.0,144.7939837,99.42884426,74.99148005,52.47662389,67.12703079,1.29595155,3.0,1.0,2.0,1.0,771.7,1.57233333,0.0,0.0,0.001,0.003,0.009,0.018,0.969,1.0
01 07 08 09 22 29 34,107.23559279,107.23559279,-6.60666667,207.86451892,110.0,4.0,4.0,2.0,33.0,161.30614486,110.02958421,80.85009523,52.58081259,89.70938878,1.51171919,4.0,0.0,1.0,2.0,101.8,-0.66066667,0.0,0.0,0.0,0.002,0.021,0.039,0.938,1.0
07 09 12 15 22 34 35,107.72572315,107.72572315,-7.61,207.8414463,134.0,4.0,4.0,1.0,28.0,162.78996829,111.54394363,82.07842882,53.2780619,88.99247128,1.49927106,2.0,2.0,1.0,2.0,71.7,-0.761,0.0,0.0,0.0,0.001,0.019,0.025,0.955,1.0
03 06 08 09 13 22 37,95.78011732,95.78011732,16.26333333,207.82356798,98.0,4.0,5.0,1.0,34.0,147.35463985,100.49118294,74.71078538,52.22269992,74.63585967,1.37893911,4.0,1.0,1.0,1.0,787.9,1.62633333,0.0,0.0,0.001,0.001,0.023,0.034,0.941,1.0
01 06 07 09 12 22 33,107.59742044,107.59742044,-7.38666667,207.80817422,90.0,4.0,5.0,1.0,32.0,162.22259808,114.49638636,86.9078168,60.107546,95.01054229,1.44117977,4.0,1.0,1.0,1.0,78.4,-0.73866667,0.0,0.0,0.0,0.002,0.018,0.021,0.959,1.0
07 08 12 17 22 29 34,107.32466388,107.32466388,-6.88,207.76932776,129.0,3.0,4.0,1.0,27.0,162.09291572,110.85234217,81.31915266,53.43674605,84.95068412,1.52001794,2.0,2.0,1.0,2.0,93.6,-0.688,0.0,0.0,0.0,0.002,0.022,0.029,0.947,1.0
01 06 07 09 12 22 36,107.72617338,107.72617338,-7.68333333,207.76901343,93.0,3.0,5.0,1.0,35.0,162.98982179,114.86928903,87.11320116,59.91509272,91.74165958,1.46192666,4.0,1.0,1.0,1.0,69.5,-0.76833333,0.0,0.0,0.0,0.001,0.02,0.021,0.958,1.0
07 09 12 18 19 22 34,107.41723205,107.41723205,-7.07666667,207.75779743,121.0,3.0,4.0,1.0,27.0,163.4075489,111.91896247,81.84554892,53.12053689,82.93031629,1.52001794,2.0,2.0,2.0,1.0,87.7,-0.70766667,0.0,0.0,0.0,0.001,0.024,0.032,0.943,1.0
09 12 14 15 22 29 36,107.35886186,107.35886186,-6.97333333,207.74439038,137.0,3.0,4.0,1.0,27.0,162.25526572,111.11066867,81.80254354,53.82579762,85.11669224,1.50756981,1.0,3.0,1.0,2.0,90.8,-0.69733333,0.0,0.0,0.0,0.002,0.021,0.028,0.949,1.0
09 12 15 17 22 34 36,107.26337146,107.26337146,-6.78333333,207.74340958,145.0,3.0,4.0,0.0,27.0,162.23337262,110.95841695,81.36115894,53.86093729,86.19067809,1.50342043,1.0,3.0,1.0,2.0,96.5,-0.67833333,0.0,0.0,0.0,0.003,0.02,0.023,0.954,1.0
09 12 13 14 22 29 34,107.32981014,107.32981014,-6.93,207.72962028,133.0,3.0,4.0,2.0,25.0,163.12714167,110.94566672,80.79702304,52.43589732,87.55499475,1.52001794,1.0,3.0,1.0,2.0,92.1,-0.693,0.0,0.0,0.0,0.001,0.027,0.031,0.941,1.0
01 09 12 13 22 26 29,107.91466608,107.91466608,-8.21333333,207.61599884,112.0,4.0,4.0,1.0,28.0,161.59675573,110.66847896,81.78935709,54.38699231,91.83645881,1.49512168,2.0,2.0,2.0,1.0,53.6,-0.82133333,0.0,0.0,0.0,0.0,0.017,0.023,0.96,1.0
01 07 08 09 12 22 36,107.12465102,107.12465102,-6.70666667,207.54263538,95.0,3.0,5.0,2.0,35.0,163.11914119,113.88303459,85.68694029,57.63068121,88.64677001,1.50342043,4.0,1.0,1.0,1.0,98.8,-0.67066667,0.0,0.0,0.0,0.004,0.011,0.029,0.956,1.0
09 12 13 18 22 29 34,107.53422143,107.53422143,-7.53,207.53844286,137.0,3.0,4.0,1.0,25.0,164.27891152,111.41897746,80.73625423,51.8361076,88.01548349,1.5283167,1.0,3.0,1.0,2.0,74.1,-0.753,0.0,0.0,0.0,0.001,0.017,0.031,0.951,1.0
01 06 07 08 17 35 36,95.70357276,95.70357276,16.02666667,207.43381218,110.0,4.0,5.0,3.0,35.0,149.05962234,102.62061031,76.62208139,53.07029758,75.97558887,1.38308848,4.0,1.0,0.0,2.0,780.8,1.60266667,0.0,0.0,0.001,0.002,0.021,0.018,0.958,1.0
01 07 12 14 22 29 34,107.32675239,107.32675239,-7.22333333,207.43017146,119.0,3.0,4.0,0.0,33.0,161.87999494,110.81435867,81.19965246,52.10434185,90.28310488,1.50342043,2.0,2.0,1.0,2.0,83.3,-0.72233333,0.0,0.0,0.0,0.001,0.021,0.033,0.945,1.0
01 08 12 18 22 29 35,107.36406513,107.36406513,-7.31666667,207.4114636,125.0,3.0,4.0,0.0,34.0,161.43349092,110.92957633,82.17096654,53.98417554,90.03832094,1.47437479,2.0,2.0,1.0,2.0,80.5,-0.73166667,0.0,0.0,0.0,0.001,0.02,0.032,0.947,1.0
07 09 12 14 22 31 36,107.5205797,107.5205797,-7.67666667,207.36449274,131.0,3.0,4.0,0.0,29.0,159.8641184,110.68449506,82.72581866,55.56691057,86.67623551,1.48267354,2.0,2.0,1.0,2.0,69.7,-0.76766667,0.0,0.0,0.0,0.001,0.014,0.032,0.953,1.0
09 12 17 22 26 29 34,107.24093367,107.24093367,-7.13,207.35186733,149.0,3.0,3.0,0.0,25.0,163.38251967,111.27103529,81.31471614,53.29877817,85.69453305,1.50756981,1.0,2.0,2.0,2.0,86.1,-0.713,0.0,0.0,0.0,0.001,0.022,0.034,0.943,1.0
01 06 07 08 16 33 35,96.36889807,96.36889807,14.58,207.31779614,106.0,4.0,5.0,2.0,34.0,146.48356929,101.5559367,76.45842949,53.11940027,80.48745827,1.32914657,4.0,1.0,0.0,2.0,737.4,1.458,0.0,0.0,0.001,0.0,0.008,0.023,0.968,1.0
01 07 09 18 22 29 34,106.22358556,106.22358556,-5.13,207.31717112,120.0,4.0,4.0,0.0,33.0,161.70126478,109.70734076,79.73594225,51.2062358,87.25101196,1.50756981,3.0,1.0,1.0,2.0,146.1,-0.513,0.0,0.0,0.0,0.005,0.032,0.026,0.937,1.0
08 09 12 13 19 22 29,107.11548327,107.11548327,-6.97333333,207.25763321,112.0,4.0,4.0,2.0,21.0,161.55254549,110.65942964,81.67419113,54.81883628,80.56626632,1.52001794,2.0,2.0,2.0,1.0,90.8,-0.69733333,0.0,0.0,0.0,0.002,0.016,0.037,0.945,1.0
07 12 15 22 29 33 34,106.18104144,106.18104144,-5.12,207.24208288,152.0,4.0,3.0,1.0,27.0,160.16642047,109.02628061,79.39252743,50.87839832,90.96032219,1.49927106,1.0,2.0,1.0,3.0,146.4,-0.512,0.0,0.0,0.0,0.006,0.018,0.039,0.937,1.0
