created_at,iteration,genome_id,roi_percent,profit,high_grade_hit_count,max_main_match,best_roi_percent,best_profit
2026-06-24T01:54:57.474795+00:00,75,g075_0075_3936,18.596,-759500,2,5,62.755,-347500
2026-06-24T01:56:40.140630+00:00,76,g076_0076_3027,20.589,-740900,5,5,62.755,-347500
2026-06-24T01:58:23.287414+00:00,77,g077_0077_1279,19.711,-749100,4,5,62.755,-347500
2026-06-24T02:01:21.703145+00:00,78,g078_0078_6710,19.711,-749100,3,5,62.755,-347500
2026-06-24T02:06:21.329719+00:00,79,g079_0079_6480,19.882,-747500,4,5,62.755,-347500
2026-06-24T02:08:03.736578+00:00,80,g080_0080_3673,20.879,-738200,6,5,62.755,-347500
2026-06-24T02:16:11.013633+00:00,81,g081_0081_8385,18.414,-761200,3,5,62.755,-347500
2026-06-24T02:17:08.362893+00:00,82,g082_0082_8786,19.185,-754000,3,5,62.755,-347500
2026-06-24T02:18:51.964478+00:00,83,g083_0083_3059,59.303,-379700,5,6,62.755,-347500
2026-06-24T02:26:57.787803+00:00,84,g084_0084_3199,21.297,-734300,7,5,62.755,-347500
2026-06-24T03:04:53.288795+00:00,1,g001_0001_7527,21.854,-729100,7,5,62.755,-347500
2026-06-24T03:06:35.242913+00:00,2,g002_0002_2959,20.364,-743000,5,5,62.755,-347500
2026-06-24T03:07:32.008226+00:00,3,g003_0003_6320,19.603,-750100,5,5,62.755,-347500
2026-06-24T03:09:13.837062+00:00,4,g004_0004_5258,20.675,-740100,5,5,62.755,-347500
2026-06-24T03:10:56.119509+00:00,5,g005_0005_8177,21.147,-735700,6,5,62.755,-347500
2026-06-24T03:15:54.192114+00:00,6,g006_0006_6697,21.565,-731800,5,5,62.755,-347500
2026-06-24T03:23:57.605537+00:00,7,g007_0007_9271,20.675,-740100,5,5,62.755,-347500
2026-06-24T03:25:40.154822+00:00,8,g008_0008_5648,19.807,-748200,4,5,62.755,-347500
2026-06-24T03:33:44.083406+00:00,9,g009_0009_5201,19.786,-748400,5,5,62.755,-347500
2026-06-24T03:41:49.196577+00:00,10,g010_0010_9950,20.429,-742400,5,5,62.755,-347500
2026-06-24T03:46:46.120462+00:00,11,g011_0011_1035,21.436,-733000,6,5,62.755,-347500
2026-06-24T03:49:43.869344+00:00,12,g012_0012_2290,20.868,-738300,5,5,62.755,-347500
2026-06-24T03:50:40.677326+00:00,13,g013_0013_4253,21.897,-728700,6,5,62.755,-347500
2026-06-24T03:51:37.485993+00:00,14,g014_0014_5527,22.229,-725600,6,5,62.755,-347500
2026-06-24T03:52:34.341027+00:00,15,g015_0015_8399,21.704,-730500,5,5,62.755,-347500
2026-06-24T03:57:33.226732+00:00,16,g016_0016_6848,19.057,-755200,5,5,62.755,-347500
2026-06-24T04:02:30.721546+00:00,17,g017_0017_2885,19.389,-752100,4,5,62.755,-347500
2026-06-24T04:07:29.186978+00:00,18,g018_0018_9285,21.704,-730500,5,5,62.755,-347500
2026-06-24T04:12:25.778134+00:00,19,g019_0019_4673,21.747,-730100,6,5,62.755,-347500
2026-06-24T04:20:31.256864+00:00,20,g020_0020_5262,21.511,-732300,6,5,62.755,-347500
2026-06-24T04:21:28.142886+00:00,21,g021_0021_6575,20.086,-745600,5,5,62.755,-347500
2026-06-24T04:22:25.338409+00:00,22,g022_0022_6166,19.946,-746900,5,5,62.755,-347500
2026-06-24T04:30:32.190344+00:00,23,g023_0023_5437,20.525,-741500,6,5,62.755,-347500
2026-06-24T04:38:37.664218+00:00,24,g024_0024_4940,21.329,-734000,6,5,62.755,-347500
2026-06-24T04:43:34.962252+00:00,25,g025_0025_2596,19.818,-748100,5,5,62.755,-347500
